timestamp;radius;size;depth
4.6513469;2.5;0.65;16
108.8242503;2.5;0.9;6
116.0734809;1.5;0.3;6
121.1218894;1.5;0.65;16
122.596816;2.5;0.3;16
126.7968917;1.5;0.3;16
137.5304331;1.5;0.65;6
140.5584855;2.5;0.3;6
142.356266;1.5;0.3;2
144.3876722;2.5;0.3;2
147.4382846;1.5;0.65;2
149.7504328;0.5;0.65;2
165.8053386;0.5;0.3;2
168.9522067;1.5;0.9;16
171.2087074;0.5;0.3;6
173.8893357;1.5;0.9;6
180.1670289;2.5;0.65;6
182.3443188;0.5;0.9;16
205.355254;0.5;0.3;16
213.9230373;2.5;0.65;2
217.7422127;2.5;0.9;16
222.539041;0.5;0.65;16
227.1924153;0.5;0.9;2
233.4365197;0.5;0.65;6
236.7123813;1.5;0.9;2
239.6792707;0.5;0.9;6
241.5562622;2.5;0.9;2
