timestamp;radius;size;depth
12.8029861;1.5;0.65;2
26.083129;0.5;0.65;2
30.1203397;1.5;0.3;6
32.3438849;0.5;0.65;16
34.7898738;1.5;0.3;16
36.610188;2.5;0.65;16
38.7217979;2.5;0.9;6
40.4193009;2.5;0.65;2
42.7319359;0.5;0.3;2
44.719709;1.5;0.9;2
48.1488061;1.5;0.9;6
50.5628248;0.5;0.9;16
52.6278021;2.5;0.3;6
54.6165785;1.5;0.9;16
57.8333674;0.5;0.9;2
60.2683266;0.5;0.9;6
62.9384097;1.5;0.65;16
66.210089;2.5;0.9;16
68.6565796;2.5;0.3;16
71.3587479;0.5;0.3;16
74.2529258;2.5;0.65;6
76.5650713;2.5;0.9;2
78.8546596;1.5;0.65;6
81.155788;2.5;0.3;2
83.457009;0.5;0.3;6
85.7355764;0.5;0.65;6
87.9138694;1.5;0.3;2
