timestamp;radius;size;depth
63.2858948;2.5;0.3;2
68.104689;2.5;0.65;2
72.7635687;0.5;0.65;16
90.4114257;1.5;0.3;16
93.5392388;1.5;0.65;6
97.5142922;2.5;0.9;2
101.8036813;1.5;0.3;6
104.6958603;1.5;0.9;16
109.0865182;1.5;0.65;2
113.4100072;0.5;0.3;6
120.3118319;2.5;0.65;16
123.8978536;2.5;0.9;6
126.779003;0.5;0.3;16
139.01199;1.5;0.3;2
146.4382077;1.5;0.9;2
148.3146903;0.5;0.9;16
158.5232997;2.5;0.3;6
161.7639034;0.5;0.65;6
170.7673088;2.5;0.3;16
173.4143364;0.5;0.65;2
177.7471592;1.5;0.65;16
181.6239522;2.5;0.65;6
184.5953522;0.5;0.9;6
188.3252557;1.5;0.9;6
200.2103209;2.5;0.9;16
202.678875;0.5;0.3;2
220.182358;0.5;0.9;2
