timestamp;radius;size;depth
4.7455695;2.5;0.3;16
9.925791;1.5;0.9;6
13.0425551;1.5;0.65;6
16.069573;1.5;0.9;2
19.073028;0.5;0.9;16
21.3530675;1.5;0.3;2
24.0672565;2.5;0.3;6
26.6250313;2.5;0.65;16
28.8027997;0.5;0.3;2
31.5395484;1.5;0.9;16
33.929388;0.5;0.9;6
36.6556184;0.5;0.3;6
39.135209;0.5;0.65;2
41.9075521;0.5;0.9;2
44.4412631;0.5;0.3;16
46.394841;1.5;0.3;6
49.0313242;2.5;0.9;2
52.7396468;1.5;0.3;16
55.4207486;0.5;0.65;16
59.1171724;2.5;0.9;6
61.5310663;2.5;0.65;2
64.1820879;2.5;0.65;6
66.9369289;1.5;0.65;16
69.3944617;0.5;0.65;6
72.745359;2.5;0.9;16
75.3031501;1.5;0.65;2
77.7270862;2.5;0.3;2
