timestamp;radius;size;depth
2.9773256;0.5;0.3;16
78.5360689;0.5;0.9;2
107.9122776;2.5;0.9;16
112.3910455;1.5;0.65;16
120.0647189;0.5;0.65;16
124.4768089;2.5;0.65;2
127.2134984;0.5;0.9;16
153.0267282;0.5;0.65;6
181.1180321;2.5;0.65;6
183.8316625;1.5;0.65;6
191.3270811;1.5;0.65;2
194.7450698;2.5;0.3;2
198.97829;0.5;0.3;6
202.7310559;2.5;0.9;6
206.5957181;1.5;0.9;6
213.9570788;0.5;0.65;2
218.759204;2.5;0.3;16
221.8979503;2.5;0.65;16
223.8641165;1.5;0.9;2
226.9357037;0.5;0.3;2
233.2578215;1.5;0.3;2
240.6407512;2.5;0.9;2
243.4892355;1.5;0.3;16
247.1080296;0.5;0.9;6
253.631154;1.5;0.3;6
258.4117323;1.5;0.9;16
263.4714665;2.5;0.3;6
