timestamp;radius;size;depth
7.8874737;0.5;0.65;16
18.2921424;2.5;0.65;6
21.4525463;2.5;0.9;6
23.4994893;0.5;0.65;6
26.084363;1.5;0.3;2
28.5659619;1.5;0.9;6
31.3152733;1.5;0.9;2
34.2751442;0.5;0.3;2
36.0999968;2.5;0.9;16
38.7690947;0.5;0.9;6
40.6079842;2.5;0.65;16
42.8855405;0.5;0.3;6
45.8699766;2.5;0.65;2
48.4252718;2.5;0.9;2
51.1429995;0.5;0.9;2
53.5880006;1.5;0.3;6
56.7163738;2.5;0.3;16
58.5607785;0.5;0.3;16
60.994751;0.5;0.9;16
62.9604784;1.5;0.65;16
66.2552401;1.5;0.9;16
68.7829614;1.5;0.65;6
70.9477178;1.5;0.3;16
73.1129757;1.5;0.65;2
76.1254862;0.5;0.65;2
78.9204185;2.5;0.3;2
81.0325352;2.5;0.3;6
