timestamp;radius;size;depth
4.5952195;0.5;0.65;6
10.2582786;1.5;0.65;6
12.6436216;2.5;0.65;2
15.0003886;2.5;0.9;16
17.3015084;1.5;0.65;2
20.1375494;0.5;0.65;2
22.7078845;0.5;0.3;2
25.2210677;2.5;0.3;16
27.8009282;2.5;0.3;2
30.2920522;2.5;0.9;2
32.5039312;0.5;0.3;6
35.110362;0.5;0.9;16
37.6771877;1.5;0.3;2
40.1552931;1.5;0.9;2
42.9923376;2.5;0.65;6
45.8634724;2.5;0.65;16
48.46489;2.5;0.3;6
50.9459876;1.5;0.3;16
53.5814961;0.5;0.65;16
56.1062098;2.5;0.9;6
59.3327897;1.5;0.65;16
61.6915623;1.5;0.9;16
64.338601;1.5;0.3;6
67.086167;0.5;0.9;6
69.5547306;0.5;0.3;16
72.0893843;0.5;0.9;2
74.7710155;1.5;0.9;6
