timestamp;radius;size;depth
4.1204276;1.5;0.3;6
12.4334762;2.5;0.3;16
15.1136097;1.5;0.9;6
18.0062814;0.5;0.9;16
19.6371063;1.5;0.65;6
21.8484711;0.5;0.9;2
24.1200045;2.5;0.3;2
26.0937387;0.5;0.3;16
28.5868508;2.5;0.3;6
29.9384355;2.5;0.65;6
32.1467921;2.5;0.65;16
33.7665875;1.5;0.9;16
36.171474;0.5;0.65;16
37.854939;1.5;0.9;2
41.3847998;2.5;0.9;6
43.3169238;0.5;0.3;6
45.4169932;2.5;0.9;2
47.4498849;0.5;0.65;6
49.8291951;1.5;0.65;16
51.4489909;1.5;0.3;16
53.7120238;2.5;0.65;2
55.5819832;0.5;0.65;2
57.5918138;1.5;0.65;2
59.2226386;0.5;0.9;6
62.250177;1.5;0.3;2
63.9366496;2.5;0.9;16
66.0026322;0.5;0.3;2
