cube2Timestamp;cube2XPos;cube2YPos;cube2newCorr;cube2smoothCorr
0;;;0;0
0.4767658;;;0;0
0.9359845;;;0;0
1.3942111;;;0;0
1.851926;;;0;0
2.044;2.572404;-2.5;;
2.045;2.572404;-2.5;;
2.064;2.599601;-2.5;;
2.065;2.619933;-2.5;;
2.066;2.625078;-2.5;;
2.151;2.813402;-2.5;;
2.193;2.920709;-2.5;;
2.194;2.920709;-2.5;;
2.214;2.973911;-2.5;;
2.235;2.999695;-2.5;;
2.236;2.999947;-2.5;;
2.258;2.946668;-2.5;;
2.258;2.946352;-2.5;;
2.278;2.883273;-2.5;;
2.28;2.882589;-2.5;;
2.3;2.838908;-2.5;;
2.301;2.838908;-2.5;;
2.3101532;;;0.431749110869761;0.14391637028992
2.278;2.883273;-2.5;;
2.28;2.882589;-2.5;;
2.3;2.838908;-2.5;;
2.301;2.838908;-2.5;;
2.328;2.785475;-2.5;;
2.329;2.784987;-2.5;;
2.344;2.731883;-2.5;;
2.366;2.678821;-2.5;;
2.367;2.678333;-2.5;;
2.388;2.650983;-2.5;;
2.389;2.629251;-2.5;;
2.41;2.596961;-2.5;;
2.411;2.577965;-2.5;;
2.431;2.543897;-2.5;;
2.432;2.543537;-2.5;;
2.453;2.49143;-2.5;;
2.455;2.490471;-2.5;;
2.474;2.436589;-2.5;;
2.475;2.436052;-2.5;;
2.476;2.435928;-2.5;;
2.497;2.38386;-2.5;;
2.519;2.329776;-2.5;;
2.52;2.329159;-2.5;;
2.521;2.329159;-2.5;;
2.522;2.311485;-2.5;;
2.541;2.275619;-2.5;;
2.562;2.223065;-2.5;;
2.563;2.22263;-2.5;;
2.584;2.168627;-2.5;;
2.585;2.16809;-2.5;;
2.605;2.115484;-2.5;;
2.606;2.114993;-2.5;;
2.606;2.114916;-2.5;;
2.626;2.061929;-2.5;;
2.628;2.061272;-2.5;;
2.648;2.008306;-2.5;;
2.669;1.954521;-2.5;;
2.714;1.847649;-2.5;;
2.7678678;;;-0.451739644650199;-0.00666351126014592
2.864;1.49933;-2.5;;
2.865;1.498749;-2.5;;
2.886;1.445007;-2.5;;
2.886;1.445007;-2.5;;
2.907;1.382885;-2.5;;
2.908;1.38225;-2.5;;
2.93;1.337828;-2.5;;
2.931;1.337473;-2.5;;
2.951;1.284468;-2.5;;
2.952;1.283808;-2.5;;
2.952;1.283808;-2.5;;
2.973;1.230163;-2.5;;
2.973;1.230163;-2.5;;
2.994;1.177517;-2.5;;
3.037;1.070122;-2.5;;
3.106;0.9089155;-2.5;;
3.107;0.9089155;-2.5;;
3.149;0.8022114;-2.5;;
3.157;0.8015893;-2.5;;
3.194;0.694437;-2.5;;
3.214;0.666786;-2.5;;
3.215;0.6355527;-2.5;;
3.226084;;;0.370029245888893;0.116679570702818
3.236;0.6136914;-2.5;;
3.3;0.4529867;-2.5;;
3.321;0.398448;-2.5;;
3.363;0.319221;-2.5;;
3.407;0.1847408;-2.5;;
3.451;0.07762299;-2.5;;
3.471;0.0504059;-2.5;;
3.494;-0.002911188;-2.5;;
3.561;-0.1639726;-2.5;;
3.583;-0.2164907;-2.5;;
3.585;-0.2413193;-2.5;;
3.585;-0.2431809;-2.5;;
3.605;-0.2714693;-2.5;;
3.607;-0.2942908;-2.5;;
3.629;-0.3506548;-2.5;;
3.65;-0.3777907;-2.5;;
3.65;-0.3956133;-2.5;;
3.652;-0.4053147;-2.5;;
3.653;-0.4053147;-2.5;;
3.672;-0.4320334;-2.5;;
3.6767796;;;0.486506485568139;0.134932028935611
3.672;-0.4320334;-2.5;;
3.694;-0.4945354;-2.5;;
3.696;-0.5097124;-2.5;;
3.716;-0.5386709;-2.5;;
3.736;-0.5923148;-2.5;;
3.737;-0.5928655;-2.5;;
3.758;-0.64604;-2.5;;
3.759;-0.6466827;-2.5;;
3.779;-0.6991831;-2.5;;
3.78;-0.69969;-2.5;;
3.8;-0.7530602;-2.5;;
3.801;-0.7535836;-2.5;;
3.822;-0.8057603;-2.5;;
