timestamp;radius;size;depth
16.0066072;2.5;0.3;6
31.7509742;2.5;0.65;16
36.2414674;1.5;0.3;16
39.3577545;0.5;0.3;6
43.2561207;2.5;0.3;16
52.449067;0.5;0.9;16
54.9958391;2.5;0.3;2
57.3079881;1.5;0.65;2
60.3240075;0.5;0.65;2
62.2671752;0.5;0.9;6
81.2341114;1.5;0.9;6
87.0982059;2.5;0.65;2
90.8958683;1.5;0.3;6
97.6217535;0.5;0.3;2
99.7684621;2.5;0.65;6
102.0771117;0.5;0.9;2
105.5290051;0.5;0.65;6
109.6950837;0.5;0.65;16
115.89106;1.5;0.65;6
122.7307479;2.5;0.9;2
127.0642721;2.5;0.9;6
130.6167181;1.5;0.9;2
137.7201078;0.5;0.3;16
142.0656632;2.5;0.9;16
146.5671333;1.5;0.3;2
148.4325949;1.5;0.65;16
151.3368167;1.5;0.9;16
