timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
92.2038391;27.1515382;0;6.770538;6.950839;0;6.770538;6.950839;True;1;1;0;7.748149;(0.6, -2.7);(3.6, -0.2);26;False;15;0.6;900;0.08;300
104.0818526;8.8910886;8;6.514299;6.147701;8;6.514299;6.147701;True;1;1;0;21.91583;(5.9, -1.0);(-5.1, 1.0);33;False;15;0.6;900;0.08;300
114.1089554;7.0426845;10;24.02632;21.76205;10;24.02632;21.76205;True;1;1;0;25.13502;(-10.4, -3.4);(-17.7, 7.1);33;False;15;0.6;900;0.08;300
124.204252;7.1098762;3;10.6321;10.7216;3;10.6321;10.7216;True;1;1;0;20.1986;(-0.6, -11.5);(0.2, -1.5);69;False;15;0.6;900;0.08;300
139.2386935;12.0464594;7;6.632023;5.888083;7;6.632023;5.888083;True;1;1;0;21.91583;(5.9, -1.0);(-1.9, -8.9);33;False;15;0.6;900;0.08;300
147.2203704;4.9927462;13;12.92823;10.56816;13;12.92823;10.56816;True;1;1;0;19.20583;(-7.0, -1.1);(0.1, -7.8);65;False;15;0.6;900;0.08;300
154.3160249;4.1048901;11;11.89936;11.01583;11;11.89936;11.01583;True;1;1;0;39.71482;(-14.7, 6.0);(-9.5, 25.4);46;False;15;0.6;900;0.08;300
161.5722767;4.2653157;4;9.719917;11.14349;4;9.719917;11.14349;True;1;1;0;20.19861;(-0.6, -11.5);(0.3, -20.8);69;False;15;0.6;900;0.08;300
171.3853289;6.8186078;5;11.58105;11.44394;5;11.58105;11.44394;True;1;1;0;20.1986;(-0.6, -11.5);(-9.0, -16.8);69;False;15;0.6;900;0.08;300
184.9979434;10.6231845;9;13.51136;14.50107;9;13.51136;14.50107;True;1;1;0;7.613612;(-2.7, 14.1);(0.9, 12.8);80;False;15;0.6;900;0.08;300
195.4677205;7.4768362;12;12.14328;10.30608;12;12.14328;10.30608;True;1;1;0;42.25662;(-0.1, 20.4);(-1.1, -0.7);56;True;15;0.6;900;0.08;300
206.1234906;7.6778695;2;8.07251;5.672153;2;8.07251;5.672153;True;1;1;0;18.92359;(22.2, 6.7);(23.5, 17.2);61;False;15;0.6;900;0.08;300
244.0446074;34.9316853;18;3.284634;4.143271;18;3.284634;4.143271;True;1;1;0;5.766293;(-4.6, 7.2);(-7.4, 7.8);45;False;15;0.6;900;0.08;300
