Timestamp;SelectionTime;IntendedDigit;EnteredDigit;correct;counterThreshold
15.3652615;5.4504594;3;3;True;20
19.1071876;3.2496203;2;2;True;20
23.8442541;4.2447586;6;6;True;20
27.9782207;3.6421614;1;1;True;20
39.7379569;4.0843351;4;4;True;20
43.2693247;3.0385607;0;0;True;20
48.8075258;5.046898;8;8;True;20
54.1597242;4.8598923;7;7;True;20
65.4145815;3.4461409;2;2;True;20
69.7445681;3.8457015;0;9;False;20
75.0676893;4.834826;8;8;True;20
78.5890308;3.0285344;7;7;True;20
107.55005;5.6705792;9;9;True;20
109.6691855;1.6288318;9;9;True;20
113.3920853;3.2270819;3;3;True;20
118.1150855;4.2291874;5;5;True;20
127.7056305;4.0382804;7;7;True;20
132.2241594;4.0307318;3;7;False;20
142.7932643;10.0767962;4;-1;False;20
149.9743604;6.6902912;4;6;False;20
163.1990517;5.0674918;8;8;True;20
165.3216958;1.6303353;8;8;True;20
170.0552835;4.2422807;1;1;True;20
173.5756449;3.0260466;5;5;True;20
183.8631338;4.2633367;1;1;True;20
188.1981618;3.8422172;7;7;True;20
192.1065552;3.4276148;4;4;True;20
196.4413686;3.8415021;9;9;True;20
206.9187435;3.8397139;9;9;True;20
211.6483205;4.2377692;6;9;False;20
218.7918266;6.6562105;1;4;False;20
221.9141292;2.6299928;7;9;False;20
244.5403162;2.8350393;3;3;True;20
248.2687304;3.2376088;6;6;True;20
252.4147559;3.6532144;4;4;True;20
256.3667646;3.4612035;5;5;True;20
268.364365;4.4650698;3;3;True;20
273.9035948;5.047422;0;0;True;20
278.024564;3.6276571;2;2;True;20
281.9475055;3.4296294;0;0;True;20
