timestamp;radius;size;depth
14.4682881;1.5;0.9;2
19.0113114;1.5;0.9;16
23.9829689;2.5;0.65;16
26.8973145;1.5;0.9;6
28.9301939;0.5;0.3;6
30.7058934;1.5;0.3;6
33.7554637;2.5;0.9;16
35.5988428;2.5;0.3;16
38.66998;2.5;0.9;2
41.4739001;0.5;0.65;6
44.78015;0.5;0.9;2
47.8522846;0.5;0.9;16
51.7828232;0.5;0.65;2
54.9672498;0.5;0.3;2
57.323987;2.5;0.3;2
60.2953811;2.5;0.65;6
63.0316325;1.5;0.65;6
67.15304;0.5;0.9;6
71.6659832;1.5;0.3;16
74.1791338;1.5;0.65;2
76.994083;2.5;0.65;2
79.86468;2.5;0.9;6
82.780276;0.5;0.3;16
85.6172838;1.5;0.65;16
88.5771253;0.5;0.65;16
91.8272363;1.5;0.3;2
94.8321891;2.5;0.3;6
