circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.1859923;;;0;0
0.4877905;;;0;0
0.7890871;;;0;0
1.0903856;;;0;0
1.3921825;;;0;0
1.6939807;;;0;0
1.9952784;;;0;0
2.21;-0.3854438;-1.449632;;
2.271;-0.4485508;-1.431364;;
2.292;-0.4737895;-1.423209;;
2.293;-0.4737895;-1.423209;;
2.297076;;;0.0291983794434906;0.00729959486087266
2.293;-0.4737895;-1.423209;;
2.313;-0.498511;-1.414736;;
2.313;-0.4986967;-1.414672;;
2.339;-0.5232719;-1.405767;;
2.34;-0.5235049;-1.405682;;
2.341;-0.5235049;-1.405682;;
2.354;-0.547809;-1.396386;;
2.356;-0.5482103;-1.396232;;
2.377;-0.572435;-1.386474;;
2.378;-0.5726367;-1.386393;;
2.398;-0.5960589;-1.37648;;
2.4;-0.5965706;-1.376263;;
2.42;-0.6087253;-1.370931;;
2.421;-0.6175487;-1.366966;;
2.421;-0.6188417;-1.366385;;
2.422;-0.6209306;-1.365447;;
2.441;-0.6326233;-1.360068;;
2.442;-0.6327395;-1.360015;;
2.443;-0.6416119;-1.355839;;
2.462;-0.6563377;-1.348783;;
2.463;-0.6564866;-1.348712;;
2.465;-0.6565285;-1.348692;;
2.483;-0.6799883;-1.33701;;
2.484;-0.6803387;-1.336836;;
2.485;-0.6805697;-1.336721;;
2.486;-0.6806388;-1.336686;;
2.504;-0.7032799;-1.324914;;
2.505;-0.7032799;-1.324914;;
2.505;-0.7032799;-1.324914;;
2.527;-0.7258107;-1.312698;;
2.528;-0.7263081;-1.312429;;
2.529;-0.7264521;-1.312351;;
2.531;-0.7265397;-1.312303;;
2.532;-0.7265654;-1.312289;;
2.549;-0.7497553;-1.299179;;
2.55;-0.7497553;-1.299179;;
2.55;-0.7497553;-1.299179;;
2.57;-0.77181;-1.286196;;
2.57;-0.7720924;-1.28603;;
2.571;-0.7720924;-1.28603;;
2.572;-0.7720924;-1.28603;;
2.591;-0.7943435;-1.272403;;
2.591;-0.7944402;-1.272344;;
2.592;-0.794643;-1.27222;;
2.593;-0.794643;-1.27222;;
2.5988901;;;0.484278410344;0.128369197446873
2.591;-0.7943435;-1.272403;;
2.591;-0.7944402;-1.272344;;
2.592;-0.794643;-1.27222;;
2.593;-0.794643;-1.27222;;
2.611;-0.8164358;-1.258341;;
2.612;-0.816655;-1.258202;;
2.612;-0.8167365;-1.25815;;
2.632;-0.8275195;-1.251083;;
2.634;-0.837207;-1.244614;;
2.635;-0.8382524;-1.243916;;
2.656;-0.8603449;-1.228742;;
2.74;-0.9338485;-1.173841;;
2.761;-0.9546126;-1.157028;;
2.781;-0.9747461;-1.140118;;
2.822;-1.013822;-1.105508;;
2.824;-1.01403;-1.105324;;
2.844;-1.023675;-1.096397;;
2.887;-1.067279;-1.054;;
2.90119;;;0.0276728478608478;0.135287409412085
2.887;-1.067279;-1.054;;
2.907;-1.080017;-1.040942;;
2.908;-1.08015;-1.040805;;
2.909;-1.080168;-1.040787;;
2.929;-1.098435;-1.021485;;
2.95;-1.116094;-1.002161;;
2.992;-1.150207;-0.9628125;;
3.034;-1.175455;-0.9318241;;
3.077;-1.207302;-0.8901719;;
3.098;-1.222553;-0.8691071;;
3.099;-1.222868;-0.8686717;;
3.14;-1.252885;-0.8247803;;
3.161;-1.266642;-0.803499;;
3.162;-1.266762;-0.8033137;;
3.162;-1.266778;-0.8032885;;
3.181;-1.280932;-0.7805151;;
3.183;-1.281093;-0.7802562;;
3.183;-1.281117;-0.7802176;;
3.2019857;;;-0.00149132164838484;0.134914578999988
3.202;-1.294513;-0.7577837;;
3.204;-1.294513;-0.7577837;;
3.206;-1.294513;-0.7577837;;
3.224;-1.300836;-0.7468767;;
3.225;-1.307359;-0.7353998;;
3.226;-1.307359;-0.7353998;;
3.245;-1.313895;-0.7236582;;
3.245;-1.313895;-0.7236582;;
3.246;-1.313895;-0.7236582;;
3.265;-1.326289;-0.7006767;;
3.266;-1.326418;-0.700438;;
3.266;-1.32644;-0.7003971;;
3.286;-1.338273;-0.6775083;;
3.287;-1.338388;-0.6772858;;
3.288;-1.338412;-0.6772397;;
3.308;-1.350065;-0.6536937;;
3.308;-1.350074;-0.653676;;
3.309;-1.350169;-0.6534843;;
3.309;-1.350215;-0.6533913;;
3.328;-1.361308;-0.6299525;;
3.329;-1.361308;-0.6299525;;
3.329;-1.361308;-0.6299525;;
3.33;-1.361308;-0.6299525;;
3.349;-1.366603;-0.6183783;;
3.349;-1.366663;-0.6182467;;
3.35;-1.366714;-0.6181348;;
3.351;-1.366738;-0.6180825;;
3.371;-1.38234;-0.5823382;;
3.371;-1.382423;-0.5821462;;
3.372;-1.382507;-0.5819538;;
3.372;-1.382521;-0.5819237;;
3.391;-1.389115;-0.5659986;;
3.398;-1.39236;-0.5579703;;
3.412;-1.397242;-0.5456305;;
3.414;-1.397306;-0.5454671;;
3.415;-1.397317;-0.5454394;;
3.416;-1.397327;-0.5454141;;
3.417;-1.397327;-0.5454141;;
3.437;-1.407234;-0.5193;;
3.438;-1.407404;-0.5188515;;
3.439;-1.407464;-0.5186946;;
3.44;-1.407477;-0.5186592;;
3.441;-1.407481;-0.518649;;
3.458;-1.418042;-0.489037;;
3.459;-1.419534;-0.4846812;;
3.483;-1.428107;-0.4588056;;
3.484;-1.428178;-0.4585901;;
3.484;-1.42819;-0.4585539;;
3.485;-1.428196;-0.4585378;;
3.486;-1.428196;-0.4585356;;
3.487;-1.428197;-0.4585351;;
3.5037836;;;0.34679167430629;0.214312902715688
3.487;-1.428197;-0.4585351;;
3.505;-1.436034;-0.4333661;;
3.506;-1.436034;-0.4333661;;
3.507;-1.436034;-0.4333661;;
3.507;-1.436034;-0.4333661;;
3.527;-1.44326;-0.4086483;;
3.528;-1.443323;-0.4084311;;
3.529;-1.443342;-0.4083668;;
3.55;-1.450297;-0.3829215;;
3.551;-1.450359;-0.3826978;;
3.551;-1.450368;-0.3826647;;
3.552;-1.450378;-0.3826268;;
3.552;-1.450382;-0.3826124;;
3.571;-1.456937;-0.356839;;
3.572;-1.456937;-0.356839;;
3.573;-1.456937;-0.356839;;
3.593;-1.459847;-0.3447346;;
3.594;-1.461376;-0.3381333;;
3.595;-1.462847;-0.3317827;;
3.596;-1.462847;-0.3317827;;
3.596;-1.462847;-0.3317827;;
3.616;-1.468394;-0.3062845;;
3.617;-1.468448;-0.3060368;;
3.617;-1.468457;-0.3059942;;
3.618;-1.468464;-0.3059622;;
3.638;-1.471084;-0.2931075;;
3.639;-1.473555;-0.2804205;;
3.639;-1.473555;-0.2804205;;
3.658;-1.475987;-0.2673181;;
3.66;-1.476015;-0.2671684;;
3.661;-1.478287;-0.2542993;;
3.68;-1.480495;-0.2411138;;
3.68;-1.480495;-0.2411138;;
3.681;-1.480495;-0.2411138;;
3.682;-1.480495;-0.2411138;;
3.7;-1.484347;-0.2160933;;
3.701;-1.484455;-0.2153885;;
3.702;-1.484455;-0.2153885;;
3.702;-1.484455;-0.2153885;;
3.722;-1.487975;-0.1895286;;
3.722;-1.487989;-0.189427;;
3.723;-1.488011;-0.1892645;;
3.723;-1.48802;-0.1891979;;
3.742;-1.491125;-0.1629301;;
3.743;-1.491125;-0.1629301;;
3.744;-1.491125;-0.1629301;;
3.763;-1.493719;-0.1370951;;
3.763;-1.493735;-0.1369334;;
