yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.1859923;;;0;0
0.4877905;;;0;0
0.7890871;;;0;0
1.0903856;;;0;0
1.3921825;;;0;0
1.6939807;;;0;0
1.9952784;;;0;0
2.21;-2;1.369527;;
2.272;-2;1.257986;;
2.292;-2;1.212957;;
2.293;-2;1.212957;;
2.297076;;;-0.459628028550857;-0.114907007137714
2.293;-2;1.212957;;
2.313;-2;1.168592;;
2.313;-2;1.168258;;
2.339;-2;1.123883;;
2.34;-2;1.123462;;
2.341;-2;1.123462;;
2.354;-2;1.079286;;
2.356;-2;1.078557;;
2.377;-2;1.03422;;
2.378;-2;1.033851;;
2.398;-2;0.9906729;;
2.4;-2;0.9897296;;
2.42;-2;0.9671963;;
2.421;-2;0.9507748;;
2.421;-2;0.9483683;;
2.422;-2;0.9444807;;
2.441;-2;0.922631;;
2.442;-2;0.9224137;;
2.443;-2;0.9057669;;
2.462;-2;0.8780457;;
2.463;-2;0.8777655;;
2.465;-2;0.8776866;;
2.483;-2;0.833195;;
2.484;-2;0.8325306;;
2.485;-2;0.8320925;;
2.486;-2;0.8319615;;
2.504;-2;0.7886388;;
2.505;-2;0.7886388;;
2.505;-2;0.7886388;;
2.527;-2;0.7451287;;
2.528;-2;0.744168;;
2.529;-2;0.7438901;;
2.531;-2;0.7437209;;
2.532;-2;0.7436713;;
2.549;-2;0.6984468;;
2.55;-2;0.6984468;;
2.55;-2;0.6984468;;
2.57;-2;0.6549993;;
2.57;-2;0.654443;;
2.571;-2;0.654443;;
2.572;-2;0.654443;;
2.591;-2;0.6101468;;
2.591;-2;0.6099542;;
2.592;-2;0.6095505;;
2.593;-2;0.6095505;;
2.5988901;;;-0.188362654174446;-0.161997670681326
2.591;-2;0.6101468;;
2.591;-2;0.6099542;;
2.592;-2;0.6095505;;
2.593;-2;0.6095505;;
2.611;-2;0.5656885;;
2.612;-2;0.5652474;;
2.612;-2;0.5650833;;
2.632;-2;0.5431964;;
2.634;-2;0.5234206;;
2.635;-2;0.5212865;;
2.656;-2;0.4757859;;
2.74;-2;0.3200123;;
2.761;-2;0.274655;;
2.781;-2;0.2300186;;
2.822;-2;0.1413961;;
2.824;-2;0.1409252;;
2.844;-2;0.1186147;;
2.887;-2;0.01535915;;
2.90119;;;-0.486739219329141;-0.283682475513611
2.887;-2;0.01535915;;
2.907;-2;-0.01560906;;
2.908;-2;-0.01593271;;
2.909;-2;-0.01597678;;
2.929;-2;-0.06109163;;
2.95;-2;-0.1055337;;
2.992;-2;-0.1939462;;
3.034;-2;-0.2618064;;
3.077;-2;-0.350823;;
3.098;-2;-0.3949735;;
3.099;-2;-0.3958859;;
3.14;-2;-0.4861613;;
3.161;-2;-0.5291815;;
3.162;-2;-0.5295562;;
3.162;-2;-0.5296071;;
3.182;-2;-0.5751429;;
3.183;-2;-0.5755672;;
3.183;-2;-0.5757225;;
3.2019857;;;-0.441438631308317;-0.39404213334069
3.203;-2;-0.6200814;;
3.205;-2;-0.6200814;;
3.206;-2;-0.6200814;;
3.224;-2;-0.6414847;;
3.225;-2;-0.6638952;;
3.226;-2;-0.6638952;;
3.245;-2;-0.6867083;;
3.245;-2;-0.6867083;;
3.246;-2;-0.6867083;;
3.265;-2;-0.7310361;;
3.266;-2;-0.7314965;;
3.266;-2;-0.7315754;;
3.286;-2;-0.7753186;;
3.287;-2;-0.7757438;;
3.288;-2;-0.7758319;;
3.308;-2;-0.820433;;
3.308;-2;-0.8204667;;
3.309;-2;-0.8208298;;
3.309;-2;-0.8210059;;
3.328;-2;-0.8650292;;
3.329;-2;-0.8650292;;
3.329;-2;-0.8650292;;
3.33;-2;-0.8650292;;
3.349;-2;-0.8866367;;
3.349;-2;-0.8868824;;
3.35;-2;-0.8870913;;
3.351;-2;-0.887189;;
3.371;-2;-0.9534006;;
3.371;-2;-0.9537562;;
3.372;-2;-0.9541127;;
3.372;-2;-0.9541683;;
3.391;-2;-0.9834302;;
3.398;-2;-0.9981306;;
3.412;-2;-1.020659;;
3.414;-2;-1.020957;;
3.415;-2;-1.021008;;
3.416;-2;-1.021054;;
3.417;-2;-1.021054;;
3.437;-2;-1.06847;;
3.438;-2;-1.069285;;
3.439;-2;-1.06957;;
3.44;-2;-1.069634;;
3.441;-2;-1.069653;;
3.458;-2;-1.123026;;
3.459;-2;-1.130842;;
3.483;-2;-1.177119;;
3.484;-2;-1.177504;;
3.484;-2;-1.177569;;
3.485;-2;-1.177598;;
3.486;-2;-1.177602;;
3.487;-2;-1.177603;;
3.5037836;;;-0.456684870948856;-0.39330634394019
3.487;-2;-1.177603;;
3.505;-2;-1.222355;;
3.506;-2;-1.222355;;
3.507;-2;-1.222355;;
3.507;-2;-1.222355;;
3.527;-2;-1.266074;;
3.528;-2;-1.266458;;
3.529;-2;-1.266572;;
3.55;-2;-1.311355;;
3.551;-2;-1.311748;;
3.551;-2;-1.311807;;
3.552;-2;-1.311873;;
3.552;-2;-1.311899;;
3.571;-2;-1.357047;;
3.572;-2;-1.357047;;
3.573;-2;-1.357047;;
3.593;-2;-1.378181;;
3.594;-2;-1.389685;;
3.595;-2;-1.400751;;
3.596;-2;-1.400751;;
3.596;-2;-1.400751;;
3.616;-2;-1.445051;;
3.617;-2;-1.445482;;
3.617;-2;-1.445556;;
3.618;-2;-1.445611;;
3.638;-2;-1.489825;;
3.639;-2;-1.489825;;
3.639;-2;-1.489825;;
3.658;-2;-1.512449;;
3.66;-2;-1.512707;;
3.661;-2;-1.534893;;
3.68;-2;-1.557589;;
3.68;-2;-1.557589;;
3.681;-2;-1.557589;;
3.682;-2;-1.557589;;
3.7;-2;-1.600566;;
3.701;-2;-1.601776;;
3.702;-2;-1.601776;;
3.702;-2;-1.601776;;
3.722;-2;-1.646083;;
3.722;-2;-1.646257;;
3.723;-2;-1.646535;;
3.723;-2;-1.646649;;
3.742;-2;-1.691554;;
3.743;-2;-1.691554;;
3.744;-2;-1.691554;;
3.763;-2;-1.735634;;
3.763;-2;-1.73591;;
3.764;-2;-1.736224;;
3.765;-2;-1.736224;;
3.765;-2;-1.736224;;
3.784;-2;-1.779907;;
3.785;-2;-1.78049;;
3.786;-2;-1.78049;;
3.786;-2;-1.78049;;
3.8050808;;;0.0096911824321846;-0.343792884788532
3.806;-2;-1.824678;;
3.807;-2;-1.825236;;
3.808;-2;-1.825236;;
3.827;-2;-1.847044;;
3.828;-2;-1.862962;;
3.829;-2;-1.868421;;
3.829;-2;-1.869358;;
3.851;-2;-1.889921;;
3.852;-2;-1.895535;;
3.856;-2;-1.913552;;
3.87;-2;-1.946409;;
3.871;-2;-1.946879;;
3.872;-2;-1.946973;;
3.873;-2;-1.959371;;
3.874;-2;-1.959371;;
3.892;-2;-1.981525;;
3.892;-2;-1.981587;;
3.893;-2;-1.981842;;
3.912;-2;-2.026739;;
3.913;-2;-2.026739;;
3.913;-2;-2.026739;;
3.914;-2;-2.026739;;
3.933;-2;-2.071258;;
3.933;-2;-2.071258;;
3.934;-2;-2.071258;;
3.934;-2;-2.071258;;
3.954;-2;-2.115344;;
3.954;-2;-2.115609;;
3.955;-2;-2.115828;;
3.955;-2;-2.115864;;
3.975;-2;-2.159779;;
3.976;-2;-2.160201;;
3.976;-2;-2.160272;;
3.997;-2;-2.203669;;
3.997;-2;-2.204156;;
3.999;-2;-2.205105;;
