small (2)Cube2Timestamp;small (2)Cube2XPos;small (2)Cube2YPos;small (2)Cube2newCorr;small (2)Cube2smoothCorr
0;;;0;0
0.7991193;;;0;0
1.1004184;;;0;0
1.4022185;;;0;0
1.7035176;;;0;0
2.0053175;;;0;0
2.3066161;;;0;0
2.6094292;;;0;0
2.9112296;;;0;0
3.2130304;;;0;0
3.5143285;;;0;0
3.8161289;;;0;0
4.1179292;;;0;0
4.4197293;;;0;0
4.7210282;;;0;0
5.0228286;;;0;0
5.3241271;;;0;0
5.511;1.792296;-1;;
5.517;1.825772;-1;;
5.518;1.825772;-1;;
5.539;1.892869;-1;;
5.541;1.892869;-1;;
5.561;1.96003;-1;;
5.562;1.96003;-1;;
5.562;1.96003;-1;;
5.583;2.027136;-1;;
5.583;2.027302;-1;;
5.604;2.092401;-1;;
5.605;2.093965;-1;;
5.606;2.093965;-1;;
5.606;2.093965;-1;;
5.607;2.093965;-1;;
5.625928;;;0.417975654105031;0.13932521803501
5.627;2.161572;-1;;
5.627;2.161572;-1;;
5.628;2.161572;-1;;
5.629;2.161572;-1;;
5.648;2.227296;-1;;
5.649;2.228152;-1;;
5.65;2.228152;-1;;
5.65;2.228152;-1;;
5.67;2.261187;-1;;
5.671;2.28437;-1;;
5.672;2.29017;-1;;
5.673;2.295468;-1;;
5.692;2.328967;-1;;
5.693;2.354905;-1;;
5.694;2.360789;-1;;
5.715;2.428215;-1;;
5.716;2.428834;-1;;
5.717;2.428968;-1;;
5.717;2.42899;-1;;
5.718;2.429001;-1;;
5.737;2.495313;-1;;
5.738;2.496042;-1;;
5.739;2.496141;-1;;
5.759;2.528804;-1;;
5.76;2.549918;-1;;
5.761;2.563447;-1;;
5.768;2.563447;-1;;
5.768;2.563447;-1;;
5.781;2.596499;-1;;
5.782;2.596962;-1;;
5.783;2.620504;-1;;
5.804;2.663493;-1;;
5.805;2.688472;-1;;
5.807;2.696224;-1;;
5.808;2.697074;-1;;
5.828;2.764117;-1;;
5.828;2.764117;-1;;
5.829;2.764117;-1;;
5.83;2.764117;-1;;
5.83;2.764117;-1;;
5.85;2.82997;-1;;
5.851;2.830804;-1;;
5.852;2.830804;-1;;
5.872;2.897429;-1;;
5.873;2.898121;-1;;
5.874;2.898221;-1;;
5.875;2.898251;-1;;
5.876;2.898251;-1;;
5.894;2.965124;-1;;
5.895;2.965896;-1;;
5.896;2.966005;-1;;
5.897;2.966035;-1;;
5.916;2.998834;-1;;
5.917;3.024841;-1;;
5.917;3.029251;-1;;
5.9277279;;;0.463799868336819;0.293925174147283
5.916;2.998834;-1;;
5.917;3.024841;-1;;
5.917;3.029251;-1;;
5.939;2.968575;-1;;
5.94;2.966875;-1;;
5.941;2.966537;-1;;
5.942;2.966481;-1;;
5.962;2.900138;-1;;
5.963;2.899548;-1;;
5.983;2.833818;-1;;
5.985;2.832416;-1;;
5.986;2.832262;-1;;
6.007;2.766373;-1;;
6.008;2.765788;-1;;
6.008;2.765696;-1;;
6.028;2.698793;-1;;
6.051;2.632301;-1;;
6.052;2.631174;-1;;
6.073;2.565939;-1;;
6.074;2.565086;-1;;
6.075;2.564546;-1;;
6.096;2.497003;-1;;
6.097;2.497003;-1;;
6.097;2.497003;-1;;
6.118;2.4317;-1;;
6.119;2.430762;-1;;
6.14;2.364531;-1;;
6.142;2.362934;-1;;
6.163;2.297988;-1;;
6.164;2.296933;-1;;
6.165;2.296003;-1;;
6.185;2.26365;-1;;
6.187;2.23004;-1;;
6.207;2.160014;-1;;
6.208;2.158555;-1;;
6.209;2.158307;-1;;
6.21;2.158269;-1;;
6.2290267;;;-0.488656451632928;0.131039690269641
6.229;2.09604;-1;;
6.23;2.096;-1;;
6.25;2.061756;-1;;
6.251;2.0614;-1;;
6.252;2.031799;-1;;
6.253;2.02753;-1;;
6.273;1.995438;-1;;
6.274;1.980508;-1;;
6.276;1.959612;-1;;
6.296;1.925311;-1;;
6.297;1.900074;-1;;
6.298;1.894836;-1;;
6.299;1.893468;-1;;
6.3;1.893468;-1;;
6.319;1.828063;-1;;
6.319;1.827457;-1;;
6.321;1.826478;-1;;
6.341;1.760822;-1;;
6.342;1.760003;-1;;
6.343;1.760003;-1;;
6.343;1.760003;-1;;
6.344;1.760003;-1;;
6.363;1.6945;-1;;
6.364;1.69339;-1;;
6.365;1.692874;-1;;
6.366;1.692781;-1;;
6.386;1.627947;-1;;
6.387;1.626404;-1;;
6.389;1.624978;-1;;
6.41;1.559562;-1;;
6.411;1.55892;-1;;
6.412;1.558824;-1;;
6.413;1.5588;-1;;
6.432;1.492099;-1;;
6.433;1.491372;-1;;
6.434;1.491234;-1;;
6.435;1.491234;-1;;
6.436;1.491234;-1;;
6.455;1.424954;-1;;
6.456;1.424954;-1;;
6.476;1.35772;-1;;
6.477;1.357053;-1;;
6.499;1.291857;-1;;
6.499;1.291365;-1;;
6.5;1.2905;-1;;
6.52;1.257172;-1;;
6.521;1.23418;-1;;
6.527;1.224115;-1;;
6.528;1.223779;-1;;
