smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.3785037;;;0;0
0.6783;;;0;0
0.9795976;;;0;0
1.2813977;;;0;0
1.5826968;;;0;0
1.8844967;;;0;0
2.1862973;;;0;0
2.196;1.281557;1;;
2.197;1.281557;1;;
2.218;1.236153;1;;
2.221;1.214948;1;;
2.243;1.170329;1;;
2.244;1.170329;1;;
2.289;1.081747;1;;
2.309;1.059118;1;;
2.31;1.041336;1;;
2.331;1.014478;1;;
2.332;0.9951533;1;;
2.353;0.9698958;1;;
2.355;0.9492944;1;;
2.376;0.9030192;1;;
2.378;0.9025879;1;;
2.398;0.8804722;1;;
2.399;0.8644643;1;;
2.42;0.8357102;1;;
2.422;0.8126755;1;;
2.444;0.7699375;1;;
2.446;0.7686738;1;;
2.465;0.7452773;1;;
2.466;0.7271764;1;;
2.488;0.7010199;1;;
2.4880977;;;-0.384882581368778;-0.0962206453421944
2.488;0.7010199;1;;
2.489;0.6820172;1;;
2.532;0.5898603;1;;
2.534;0.5887914;1;;
2.556;0.5454468;1;;
2.557;0.5449419;1;;
2.577;0.5219922;1;;
2.587;0.5018829;1;;
2.6;0.4536709;1;;
2.601;0.4528865;1;;
2.622;0.4107243;1;;
2.623;0.4102258;1;;
2.624;0.4102258;1;;
2.645;0.3672146;1;;
2.646;0.3661633;1;;
2.667;0.3223659;1;;
2.668;0.3219326;1;;
2.689;0.2996216;1;;
2.69;0.2819447;1;;
2.712;0.2333799;1;;
2.713;0.2324931;1;;
2.734;0.1881935;1;;
2.735;0.1874799;1;;
2.756;0.14368;1;;
2.758;0.142792;1;;
2.78;0.09829032;1;;
2.7893962;;;0.480309548003764;0.0238567416587467
2.801;0.05335476;1;;
2.802;0.05335476;1;;
2.803;0.05335476;1;;
2.823;0.008731976;1;;
2.825;0.00824883;1;;
2.847;-0.03602774;1;;
2.848;-0.03641555;1;;
2.869;-0.08001468;1;;
2.869;-0.08032332;1;;
2.871;-0.08053915;1;;
2.892;-0.1258582;1;;
2.894;-0.1258582;1;;
2.895;-0.1258582;1;;
2.895;-0.1258582;1;;
2.896;-0.1258582;1;;
2.915;-0.1696258;1;;
2.916;-0.1701072;1;;
2.917;-0.1701768;1;;
2.918;-0.1701862;1;;
2.939;-0.2141512;1;;
2.939;-0.2142296;1;;
2.94;-0.214599;1;;
2.941;-0.2146597;1;;
2.96;-0.2615302;1;;
2.962;-0.2618847;1;;
2.963;-0.2621619;1;;
2.964;-0.2621619;1;;
2.99;-0.3027917;1;;
2.991;-0.3027917;1;;
3.007;-0.3538992;1;;
3.008;-0.3538992;1;;
3.009;-0.3538992;1;;
3.012;-0.3629052;1;;
3.03;-0.3930258;1;;
3.031;-0.3933477;1;;
3.032;-0.3934169;1;;
3.034;-0.3934422;1;;
3.054;-0.4366519;1;;
3.056;-0.4371331;1;;
3.059;-0.4579862;1;;
3.06;-0.4592472;1;;
3.08;-0.5026686;1;;
3.081;-0.5037473;1;;
3.082;-0.5037473;1;;
3.083;-0.5037473;1;;
3.083;-0.5037473;1;;
3.0906951;;;0.44233963260348;0.134441649809617
3.08;-0.5026686;1;;
3.081;-0.5037473;1;;
3.082;-0.5037473;1;;
3.083;-0.5037473;1;;
3.083;-0.5037473;1;;
3.104;-0.5481665;1;;
3.105;-0.5485798;1;;
3.106;-0.5486638;1;;
3.126;-0.5920583;1;;
3.129;-0.592886;1;;
3.13;-0.5930834;1;;
3.149;-0.636764;1;;
3.15;-0.6374764;1;;
3.151;-0.6378182;1;;
3.152;-0.637873;1;;
3.173;-0.6821802;1;;
3.173;-0.6823927;1;;
3.195;-0.7243525;1;;
3.2;-0.7268255;1;;
3.202;-0.745936;1;;
3.204;-0.7492976;1;;
3.204;-0.7495368;1;;
3.222;-0.7722183;1;;
3.223;-0.7724786;1;;
3.224;-0.7725169;1;;
3.225;-0.7948576;1;;
3.246;-0.8168832;1;;
3.247;-0.8338503;1;;
3.248;-0.8376864;1;;
3.248;-0.8383462;1;;
3.249;-0.8388011;1;;
3.268;-0.8613423;1;;
3.269;-0.8788843;1;;
3.27;-0.8826502;1;;
3.291;-0.90589;1;;
3.292;-0.9286196;1;;
3.293;-0.9286196;1;;
3.294;-0.9286196;1;;
3.294;-0.9286196;1;;
3.313;-0.9507968;1;;
3.314;-0.9687153;1;;
