small (1)Cube1Timestamp;small (1)Cube1XPos;small (1)Cube1YPos;small (1)Cube1newCorr;small (1)Cube1smoothCorr
0;;;0;0
0.7991193;;;0;0
1.1004184;;;0;0
1.4022185;;;0;0
1.7035176;;;0;0
2.0053175;;;0;0
2.3066161;;;0;0
2.6094292;;;0;0
2.9112296;;;0;0
3.2130304;;;0;0
3.5143285;;;0;0
3.8161289;;;0;0
4.1179292;;;0;0
4.4197293;;;0;0
4.7210282;;;0;0
5.0228286;;;0;0
5.3241271;;;0;0
5.511;-1.68251;0;;
5.517;-1.693669;0;;
5.518;-1.693669;0;;
5.539;-1.716035;0;;
5.541;-1.716035;0;;
5.561;-1.738422;0;;
5.562;-1.738422;0;;
5.562;-1.738422;0;;
5.583;-1.76079;0;;
5.583;-1.760846;0;;
5.604;-1.782545;0;;
5.605;-1.783066;0;;
5.606;-1.783066;0;;
5.606;-1.783066;0;;
5.607;-1.783066;0;;
5.625928;;;-0.417975744202092;-0.139325248067364
5.627;-1.805602;0;;
5.627;-1.805602;0;;
5.628;-1.805602;0;;
5.629;-1.805602;0;;
5.648;-1.82751;0;;
5.649;-1.827796;0;;
5.65;-1.827796;0;;
5.65;-1.827796;0;;
5.67;-1.838807;0;;
5.671;-1.846535;0;;
5.672;-1.848468;0;;
5.673;-1.850234;0;;
5.692;-1.8614;0;;
5.693;-1.870047;0;;
5.694;-1.872008;0;;
5.715;-1.894483;0;;
5.716;-1.89469;0;;
5.717;-1.894734;0;;
5.717;-1.894742;0;;
5.718;-1.894745;0;;
5.737;-1.916849;0;;
5.738;-1.917092;0;;
5.739;-1.917125;0;;
5.759;-1.928013;0;;
5.76;-1.935051;0;;
5.761;-1.939561;0;;
5.768;-1.939561;0;;
5.768;-1.939561;0;;
5.781;-1.950578;0;;
5.782;-1.950732;0;;
5.783;-1.95858;0;;
5.804;-1.972909;0;;
5.805;-1.981236;0;;
5.807;-1.98382;0;;
5.808;-1.984103;0;;
5.828;-2.00645;0;;
5.828;-2.00645;0;;
5.829;-2.00645;0;;
5.83;-2.00645;0;;
5.83;-2.00645;0;;
5.85;-2.028402;0;;
5.851;-2.028679;0;;
5.852;-2.028679;0;;
5.872;-2.050888;0;;
5.873;-2.051118;0;;
5.874;-2.051152;0;;
5.875;-2.051162;0;;
5.876;-2.051162;0;;
5.894;-2.073453;0;;
5.895;-2.07371;0;;
5.896;-2.073746;0;;
5.897;-2.073756;0;;
5.916;-2.084689;0;;
5.917;-2.093358;0;;
5.917;-2.094828;0;;
5.9277279;;;-0.463799962777641;-0.293925235659911
5.916;-2.084689;0;;
5.917;-2.093358;0;;
5.917;-2.094828;0;;
5.939;-2.117404;0;;
5.94;-2.118037;0;;
5.941;-2.118163;0;;
5.942;-2.118184;0;;
5.962;-2.140299;0;;
5.963;-2.140496;0;;
5.983;-2.162406;0;;
5.985;-2.162873;0;;
5.986;-2.162925;0;;
6.007;-2.184887;0;;
6.008;-2.185082;0;;
6.008;-2.185113;0;;
6.028;-2.207414;0;;
6.051;-2.229578;0;;
6.052;-2.229954;0;;
6.073;-2.251699;0;;
6.074;-2.251983;0;;
6.075;-2.252163;0;;
6.096;-2.274677;0;;
6.097;-2.274677;0;;
6.097;-2.274677;0;;
6.118;-2.296445;0;;
6.119;-2.296758;0;;
6.14;-2.318835;0;;
6.142;-2.319367;0;;
6.163;-2.341016;0;;
6.164;-2.341367;0;;
6.165;-2.341677;0;;
6.185;-2.352462;0;;
6.187;-2.363665;0;;
6.207;-2.387007;0;;
6.208;-2.387493;0;;
6.209;-2.387576;0;;
6.21;-2.387589;0;;
6.2290267;;;-0.49000678553524;-0.457260830838324
6.229;-2.408332;0;;
6.23;-2.408345;0;;
6.25;-2.41976;0;;
6.251;-2.419878;0;;
6.252;-2.429745;0;;
6.253;-2.431168;0;;
6.273;-2.441866;0;;
6.274;-2.446842;0;;
6.276;-2.453808;0;;
6.296;-2.465241;0;;
6.297;-2.473654;0;;
6.298;-2.4754;0;;
6.299;-2.475855;0;;
6.3;-2.475855;0;;
6.319;-2.497657;0;;
6.319;-2.497859;0;;
6.321;-2.498186;0;;
6.341;-2.520071;0;;
6.342;-2.520344;0;;
6.343;-2.520344;0;;
6.343;-2.520344;0;;
6.344;-2.520344;0;;
6.363;-2.542178;0;;
6.364;-2.542548;0;;
6.365;-2.54272;0;;
6.366;-2.542751;0;;
6.386;-2.564363;0;;
6.387;-2.564877;0;;
6.389;-2.565352;0;;
6.41;-2.587157;0;;
6.411;-2.587371;0;;
6.412;-2.587404;0;;
6.413;-2.587411;0;;
6.432;-2.609645;0;;
6.433;-2.609888;0;;
6.434;-2.609934;0;;
6.435;-2.609934;0;;
6.436;-2.609934;0;;
6.455;-2.632027;0;;
6.456;-2.632027;0;;
6.476;-2.654438;0;;
6.477;-2.65466;0;;
6.499;-2.676392;0;;
6.499;-2.676556;0;;
6.5;-2.676844;0;;
6.52;-2.687954;0;;
6.521;-2.695618;0;;
6.527;-2.698973;0;;
6.528;-2.699085;0;;
