large (1)Cube1Timestamp;large (1)Cube1XPos;large (1)Cube1YPos;large (1)Cube1newCorr;large (1)Cube1smoothCorr
0;;;0;0
0.4085832;;;0;0
0.7088795;;;0;0
1.0101781;;;0;0
1.3109759;;;0;0
1.6127763;;;0;0
1.9145766;;;0;0
2.2163768;;;0;0
2.24;1.184103;0;;
2.241;1.184103;0;;
2.242;1.184103;0;;
2.26;1.172199;0;;
2.262;1.161651;0;;
2.283;1.140251;0;;
2.284;1.139888;0;;
2.305;1.118358;0;;
2.306;1.11782;0;;
2.308;1.117521;0;;
2.309;1.117377;0;;
2.329;1.095389;0;;
2.33;1.095006;0;;
2.331;1.094877;0;;
2.332;1.09485;0;;
2.351;1.072816;0;;
2.352;1.072584;0;;
2.353;1.072537;0;;
2.353;1.07253;0;;
2.373;1.050324;0;;
2.374;1.0501;0;;
2.375;1.050057;0;;
2.376;1.05005;0;;
2.395;1.028399;0;;
2.396;1.028037;0;;
2.397;1.027886;0;;
2.398;1.027842;0;;
2.418;1.005557;0;;
2.418;1.005446;0;;
2.427;1.005286;0;;
2.428;1.005278;0;;
2.44;0.984078;0;;
2.441;0.9834119;0;;
2.442;0.9828355;0;;
2.443;0.9827375;0;;
2.462;0.9611428;0;;
2.463;0.9609303;0;;
2.464;0.9608786;0;;
2.465;0.960866;0;;
2.486;0.9385208;0;;
2.487;0.9381566;0;;
2.488;0.93799;0;;
2.489;0.93799;0;;
2.489;0.93799;0;;
2.509;0.9162011;0;;
2.51;0.9159861;0;;
2.51;0.9159492;0;;
2.5181766;;;-0.258859286743129;-0.129429643371565
2.509;0.9162011;0;;
2.51;0.9159861;0;;
2.51;0.9159492;0;;
2.53;0.8939509;0;;
2.53;0.8937722;0;;
2.531;0.893689;0;;
2.532;0.8936769;0;;
2.552;0.8714944;0;;
2.553;0.8712716;0;;
2.554;0.8712276;0;;
2.555;0.871219;0;;
2.574;0.8492411;0;;
2.575;0.8490068;0;;
2.576;0.8489687;0;;
2.576;0.8489648;0;;
2.596;0.8378053;0;;
2.597;0.8284907;0;;
2.598;0.8264361;0;;
2.599;0.8264361;0;;
2.621;0.8053138;0;;
2.623;0.8043842;0;;
2.625;0.80372;0;;
2.626;0.8036576;0;;
2.645;0.7825207;0;;
2.646;0.7821474;0;;
2.647;0.7820085;0;;
2.647;0.781985;0;;
2.668;0.7597523;0;;
2.669;0.7595468;0;;
2.67;0.759499;0;;
2.67;0.7594908;0;;
2.671;0.7594855;0;;
2.691;0.737704;0;;
2.692;0.7374297;0;;
2.693;0.7374297;0;;
2.712;0.7154119;0;;
2.712;0.7152488;0;;
2.713;0.7148213;0;;
2.714;0.7148213;0;;
2.714;0.7148213;0;;
2.735;0.6929597;0;;
2.736;0.6927813;0;;
2.737;0.6927219;0;;
2.756;0.6708671;0;;
2.757;0.6705073;0;;
2.758;0.6702846;0;;
2.759;0.6702846;0;;
2.778;0.6457884;0;;
2.78;0.6452749;0;;
2.781;0.6451875;0;;
2.781;0.645166;0;;
2.802;0.6260781;0;;
2.803;0.625909;0;;
2.804;0.6258636;0;;
2.804;0.6258565;0;;
2.8194762;;;0.418419926988927;0.0797803201228988
2.823;0.6035257;0;;
2.824;0.6033086;0;;
2.825;0.6032535;0;;
2.825;0.6032444;0;;
2.826;0.6032349;0;;
2.845;0.5808288;0;;
2.846;0.5808288;0;;
2.846;0.5808288;0;;
2.866;0.5591309;0;;
2.867;0.5589244;0;;
2.868;0.5588774;0;;
2.868;0.5588693;0;;
2.888;0.5362123;0;;
2.889;0.5359887;0;;
2.89;0.5359272;0;;
2.891;0.5359272;0;;
2.91;0.5144316;0;;
2.911;0.5141014;0;;
2.912;0.5138708;0;;
2.913;0.5138708;0;;
2.931;0.4924828;0;;
