smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.3368935;;;0;0
0.6381931;;;0;0
0.939993;;;0;0
1.2412913;;;0;0
1.5430917;;;0;0
1.8448921;;;0;0
2.1472249;;;0;0
2.148;2.746294;1;;
2.169;2.768186;1;;
2.171;2.788015;1;;
2.191;2.813272;1;;
2.192;2.828876;1;;
2.193;2.833522;1;;
2.212;2.857729;1;;
2.213;2.857958;1;;
2.233;2.902303;1;;
2.234;2.90271;1;;
2.234;2.902775;1;;
2.235;2.902854;1;;
2.255;2.947352;1;;
2.255;2.947352;1;;
2.256;2.947352;1;;
2.257;2.947352;1;;
2.276;2.991191;1;;
2.277;2.99176;1;;
2.298;3;1;;
2.298;3;1;;
2.299;3;1;;
2.3;3;1;;
2.3;3;1;;
2.3;3;1;;
2.319;2.955669;1;;
2.32;2.955082;1;;
2.34;2.910081;1;;
2.341;2.910081;1;;
2.341;2.910081;1;;
2.342;2.910081;1;;
2.362;2.865958;1;;
2.362;2.865393;1;;
2.363;2.865393;1;;
2.364;2.865393;1;;
2.383;2.821434;1;;
2.384;2.820965;1;;
2.384;2.820858;1;;
2.404;2.775801;1;;
2.405;2.775801;1;;
2.427;2.731894;1;;
2.428;2.731894;1;;
2.4485235;;;0.232790830416286;0.116395415208143
2.449;2.687189;1;;
2.45;2.687189;1;;
2.47;2.664413;1;;
2.471;2.642195;1;;
2.492;2.619887;1;;
2.493;2.619887;1;;
2.513;2.573928;1;;
2.514;2.573928;1;;
2.537;2.530831;1;;
2.538;2.530831;1;;
2.555;2.485425;1;;
2.577;2.440711;1;;
2.578;2.440711;1;;
2.599;2.39647;1;;
2.6;2.39647;1;;
2.621;2.351839;1;;
2.644;2.306961;1;;
2.645;2.306961;1;;
2.666;2.262631;1;;
2.667;2.262631;1;;
2.688;2.217634;1;;
2.689;2.217634;1;;
2.709;2.173076;1;;
2.71;2.173076;1;;
2.73;2.128618;1;;
2.731;2.128618;1;;
2.7498223;;;0.490389982796926;0.361590406606606
2.752;2.084296;1;;
2.772;2.06165;1;;
2.773;2.038841;1;;
2.794;2.016525;1;;
2.795;2.016525;1;;
2.818;1.97015;1;;
2.818;1.949882;1;;
2.819;1.949882;1;;
2.838;1.926926;1;;
2.84;1.926926;1;;
2.859;1.882393;1;;
2.859;1.882393;1;;
2.86;1.882393;1;;
2.86;1.882393;1;;
2.88;1.838109;1;;
2.881;1.837552;1;;
2.901;1.793534;1;;
2.902;1.793534;1;;
2.902;1.793534;1;;
2.903;1.793534;1;;
2.923;1.749136;1;;
2.923;1.749072;1;;
2.924;1.748566;1;;
2.947;1.704273;1;;
2.948;1.704273;1;;
2.949;1.704273;1;;
2.965;1.659292;1;;
2.965;1.659292;1;;
2.966;1.659292;1;;
2.986;1.615602;1;;
2.987;1.615193;1;;
2.987;1.615127;1;;
2.988;1.615046;1;;
3.008;1.592752;1;;
3.009;1.569911;1;;
3.009;1.569911;1;;
3.029;1.546566;1;;
3.03;1.530305;1;;
3.031;1.526475;1;;
3.05;1.503146;1;;
3.051;1.502891;1;;
3.0521239;;;0.482209083462546;0.486299533129736
3.052;1.485801;1;;
3.053;1.483492;1;;
3.072;1.457918;1;;
3.074;1.438456;1;;
3.075;1.435933;1;;
3.094;1.413469;1;;
3.095;1.413469;1;;
3.116;1.36937;1;;
3.116;1.36929;1;;
3.117;1.36892;1;;
3.137;1.324383;1;;
3.138;1.323931;1;;
3.139;1.323858;1;;
3.139;1.323828;1;;
3.14;1.323828;1;;
3.159;1.279884;1;;
3.159;1.279656;1;;
3.16;1.279293;1;;
3.18;1.234475;1;;
3.181;1.234475;1;;
3.181;1.234475;1;;
3.182;1.234475;1;;
3.202;1.190561;1;;
3.202;1.190561;1;;
3.203;1.190561;1;;
3.203;1.190561;1;;
3.222;1.146261;1;;
3.223;1.14582;1;;
3.223;1.145745;1;;
3.224;1.1457;1;;
3.243;1.100731;1;;
3.244;1.100238;1;;
3.245;1.100169;1;;
3.245;1.100157;1;;
3.265;1.056609;1;;
3.266;1.056061;1;;
3.266;1.056061;1;;
3.267;1.056061;1;;
3.286;1.011412;1;;
3.287;1.011412;1;;
3.287;1.011412;1;;
3.288;1.011412;1;;
3.308;0.9890354;1;;
3.314;0.9890354;1;;
3.315;0.97375;1;;
3.316;0.969068;1;;
3.329;0.9332783;1;;
3.33;0.9327933;1;;
3.331;0.9326518;1;;
3.35;0.8995868;1;;
3.351;0.8995868;1;;
3.351;0.8995868;1;;
3.352;0.8995868;1;;
3.3534223;;;0.496408204027096;0.489308643744821
3.35;0.8995868;1;;
3.351;0.8995868;1;;
3.351;0.8995868;1;;
3.352;0.8995868;1;;
3.371;0.8555376;1;;
3.372;0.8551113;1;;
3.372;0.8549631;1;;
3.393;0.810455;1;;
3.393;0.810455;1;;
3.394;0.810455;1;;
3.395;0.810455;1;;
3.414;0.7654889;1;;
3.415;0.7654889;1;;
3.415;0.7654889;1;;
3.416;0.7654889;1;;
3.436;0.7211913;1;;
3.437;0.7211913;1;;
3.437;0.7211913;1;;
3.438;0.7211913;1;;
3.458;0.6764036;1;;
3.458;0.6764036;1;;
3.458;0.6764036;1;;
3.459;0.6764036;1;;
3.479;0.6317785;1;;
3.479;0.6317785;1;;
3.48;0.6317785;1;;
3.48;0.6317785;1;;
3.5;0.5871901;1;;
3.501;0.5871901;1;;
3.501;0.5871901;1;;
3.502;0.5871901;1;;
3.521;0.5426892;1;;
3.522;0.5422127;1;;
3.523;0.5421367;1;;
3.524;0.5421149;1;;
3.544;0.4982614;1;;
3.545;0.4978122;1;;
3.566;0.4533573;1;;
3.567;0.4529561;1;;
3.567;0.4528896;1;;
3.568;0.4528375;1;;
3.568;0.4528199;1;;
3.588;0.430086;1;;
3.589;0.4135655;1;;
3.589;0.4107429;1;;
3.59;0.4087512;1;;
3.612;0.3638241;1;;
3.613;0.3635413;1;;
3.613;0.3634988;1;;
3.614;0.363309;1;;
3.635;0.3184284;1;;
3.635;0.3184284;1;;
3.636;0.3184284;1;;
3.636;0.3184284;1;;
3.6547216;;;0.498056913293426;0.497232558660261
3.635;0.3184284;1;;
3.635;0.3184284;1;;
3.636;0.3184284;1;;
3.636;0.3184284;1;;
3.656;0.2746727;1;;
3.657;0.2742142;1;;
3.658;0.2741476;1;;
3.667;0.2741367;1;;
3.679;0.2174153;1;;
3.68;0.2164649;1;;
3.681;0.21628;1;;
3.701;0.1853383;1;;
3.702;0.1850667;1;;
3.702;0.1849524;1;;
3.703;0.1849524;1;;
3.703;0.1849524;1;;
3.723;0.1395133;1;;
3.724;0.1395133;1;;
3.724;0.1395133;1;;
3.725;0.1395133;1;;
