largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.4085832;;;0;0
0.7088795;;;0;0
1.0101781;;;0;0
1.3109759;;;0;0
1.6127763;;;0;0
1.9145766;;;0;0
2.2163768;;;0;0
2.24;0.5881855;2.5;;
2.241;0.5881855;2.5;;
2.242;0.5881855;2.5;;
2.26;0.5654961;2.5;;
2.262;0.5416886;2.5;;
2.283;0.5005083;2.5;;
2.284;0.4998101;2.5;;
2.305;0.4464542;2.5;;
2.306;0.4451203;2.5;;
2.308;0.444379;2.5;;
2.309;0.4440223;2.5;;
2.329;0.4097704;2.5;;
2.33;0.4091734;2.5;;
2.331;0.4089733;2.5;;
2.332;0.4089308;2.5;;
2.351;0.3652017;2.5;;
2.352;0.3647413;2.5;;
2.353;0.3646479;2.5;;
2.353;0.3646323;2.5;;
2.373;0.3206014;2.5;;
2.374;0.3201573;2.5;;
2.375;0.3200713;2.5;;
2.376;0.3200572;2.5;;
2.395;0.276243;2.5;;
2.396;0.2755093;2.5;;
2.397;0.2752045;2.5;;
2.398;0.275115;2.5;;
2.418;0.2313178;2.5;;
2.418;0.2310989;2.5;;
2.427;0.2307843;2.5;;
2.428;0.2307685;2.5;;
2.44;0.1837329;2.5;;
2.441;0.1822549;2.5;;
2.442;0.1809761;2.5;;
2.443;0.1807588;2.5;;
2.462;0.1308325;2.5;;
2.463;0.1303412;2.5;;
2.464;0.1302217;2.5;;
2.465;0.1301926;2.5;;
2.486;0.09709589;2.5;;
2.487;0.09655648;2.5;;
2.488;0.09630966;2.5;;
2.489;0.09630966;2.5;;
2.489;0.09630966;2.5;;
2.509;0.05193442;2.5;;
2.51;0.05149657;2.5;;
2.51;0.05142158;2.5;;
2.5181766;;;-0.26090560210966;-0.13045280105483
2.509;0.05193442;2.5;;
2.51;0.05149657;2.5;;
2.51;0.05142158;2.5;;
2.53;0.007434607;2.5;;
2.53;0.007077361;2.5;;
2.531;0.006911019;2.5;;
2.532;0.006886682;2.5;;
2.552;-0.03735001;2.5;;
2.553;-0.0377944;2.5;;
2.554;-0.03788211;2.5;;
2.555;-0.03789938;2.5;;
2.574;-0.08188994;2.5;;
2.575;-0.0823589;2.5;;
2.576;-0.08243501;2.5;;
2.576;-0.08244299;2.5;;
2.596;-0.1045304;2.5;;
2.597;-0.1232485;2.5;;
2.598;-0.1273772;2.5;;
2.599;-0.1273772;2.5;;
2.621;-0.1786459;2.5;;
2.623;-0.1809024;2.5;;
2.625;-0.1825144;2.5;;
2.626;-0.1826659;2.5;;
2.645;-0.2155399;2.5;;
2.646;-0.2161205;2.5;;
2.647;-0.2163364;2.5;;
2.647;-0.2163729;2.5;;
2.668;-0.2605905;2.5;;
2.669;-0.2609991;2.5;;
2.67;-0.2610942;2.5;;
2.67;-0.2611106;2.5;;
2.671;-0.261121;2.5;;
2.691;-0.3053321;2.5;;
2.692;-0.3058887;2.5;;
2.693;-0.3058887;2.5;;
2.712;-0.3497811;2.5;;
2.712;-0.3501063;2.5;;
2.713;-0.3509584;2.5;;
2.714;-0.3509584;2.5;;
2.714;-0.3509584;2.5;;
2.735;-0.3947543;2.5;;
2.736;-0.3951117;2.5;;
2.737;-0.3952307;2.5;;
2.756;-0.4388808;2.5;;
2.757;-0.4395995;2.5;;
2.758;-0.4400442;2.5;;
2.759;-0.4400442;2.5;;
2.778;-0.4615689;2.5;;
2.78;-0.46202;2.5;;
2.781;-0.4620968;2.5;;
2.781;-0.4621157;2.5;;
2.802;-0.5330449;2.5;;
2.803;-0.5336732;2.5;;
2.804;-0.5338422;2.5;;
2.804;-0.5338685;2.5;;
2.8194762;;;0.416003887086906;0.0775491424886232
2.823;-0.5733024;2.5;;
