verticalCube3Timestamp;verticalCube3XPos;verticalCube3YPos;verticalCube3newCorr;verticalCube3smoothCorr
0;;;0;0
0.3690115;;;0;0
0.673346;;;0;0
0.9746716;;;0;0
1.2770003;;;0;0
1.5778249;;;0;0
1.8896795;;;0;0
2.139;2.632124;2;;
2.159;2.596838;2;;
2.161;2.596065;2;;
2.182;2.561007;2;;
2.184;2.560169;2;;
2.1920085;;;-0.400069811468145;-0.133356603822715
2.182;2.561007;2;;
2.184;2.560169;2;;
2.205;2.525384;2;;
2.208;2.524358;2;;
2.229;2.489799;2;;
2.231;2.488552;2;;
2.232;2.488552;2;;
2.253;2.455231;2;;
2.254;2.454034;2;;
2.266;2.452079;2;;
2.277;2.435309;2;;
2.279;2.395679;2;;
2.28;2.395679;2;;
2.298;2.377857;2;;
2.299;2.377857;2;;
2.299;2.377857;2;;
2.319;2.345614;2;;
2.32;2.345614;2;;
2.341;2.310448;2;;
2.362;2.274395;2;;
2.363;2.274042;2;;
2.364;2.273982;2;;
2.365;2.273973;2;;
2.384;2.239122;2;;
2.386;2.238669;2;;
2.408;2.203615;2;;
2.41;2.202552;2;;
2.429;2.159006;2;;
2.43;2.158528;2;;
2.431;2.158461;2;;
2.451;2.131463;2;;
2.452;2.131174;2;;
2.474;2.095744;2;;
2.475;2.095464;2;;
2.4938355;;;-0.227999140437497;-0.209356317301881
2.495;2.060046;2;;
2.497;2.059664;2;;
2.517;2.024044;2;;
2.518;2.023716;2;;
2.519;2.023625;2;;
2.539;1.989125;2;;
2.541;1.988366;2;;
2.562;1.952749;2;;
2.563;1.952425;2;;
2.564;1.952345;2;;
2.584;1.909057;2;;
2.586;1.908106;2;;
2.607;1.881591;2;;
2.608;1.881058;2;;
2.609;1.880977;2;;
2.628;1.845835;2;;
2.629;1.845449;2;;
2.651;1.809388;2;;
2.652;1.809105;2;;
2.675;1.775142;2;;
2.677;1.773811;2;;
2.707;1.738514;2;;
2.709;1.727877;2;;
2.718;1.697885;2;;
2.719;1.696702;2;;
2.742;1.661925;2;;
2.743;1.661027;2;;
2.746;1.658033;2;;
2.765;1.630809;2;;
2.789;1.594639;2;;
2.79;1.594342;2;;
2.79;1.594291;2;;
2.791;1.594259;2;;
2.792;1.594259;2;;
2.7951613;;;0.435792152570834;-0.0640922664449359
2.789;1.594639;2;;
2.79;1.594342;2;;
2.79;1.594291;2;;
2.791;1.594259;2;;
2.792;1.594259;2;;
2.811;1.56004;2;;
2.812;1.559518;2;;
2.813;1.5593;2;;
2.814;1.559147;2;;
2.815;1.559147;2;;
2.833;1.523535;2;;
2.834;1.523137;2;;
2.835;1.523071;2;;
2.835;1.523069;2;;
2.836;1.523049;2;;
2.855;1.487786;2;;
2.856;1.487323;2;;
2.857;1.487323;2;;
2.878;1.452986;2;;
2.879;1.452249;2;;
2.88;1.451764;2;;
2.881;1.451764;2;;
2.882;1.451764;2;;
2.901;1.406945;2;;
2.902;1.406461;2;;
2.924;1.378976;2;;
2.925;1.378493;2;;
2.947;1.345245;2;;
2.948;1.344864;2;;
2.949;1.344864;2;;
2.969;1.3098;2;;
2.969;1.309531;2;;
2.97;1.309385;2;;
2.99;1.273659;2;;
2.991;1.273313;2;;
2.992;1.27324;2;;
3.014;1.238039;2;;
3.015;1.23777;2;;
3.035;1.202328;2;;
3.036;1.20202;2;;
3.036;1.201885;2;;
3.057;1.201885;2;;
3.058;1.201885;2;;
3.059;1.201885;2;;
3.079;1.201885;2;;
3.0930018;;;0.46891285202072;0.225568621384686
3.101;1.084345;2;;
3.103;1.083186;2;;
3.124;1.058903;2;;
3.125;1.058903;2;;
3.155;1.023056;2;;
3.167;0.9835624;2;;
3.168;0.9829059;2;;
3.189;0.9518638;2;;
3.189;0.9514844;2;;
3.21;0.9086895;2;;
3.212;0.9081802;2;;
3.234;0.8801257;2;;
3.235;0.8798924;2;;
3.255;0.844515;2;;
3.256;0.8441521;2;;
3.278;0.8038708;2;;
3.302;0.7714281;2;;
3.322;0.737516;2;;
3.345;0.7015139;2;;
3.367;0.6574028;2;;
3.369;0.6569718;2;;
3.39;0.6300183;2;;
3.391;0.6297959;2;;
3.3983381;;;0.30542041980781;0.403375141466455
3.345;0.7015139;2;;
3.367;0.6574028;2;;
3.369;0.6569718;2;;
3.39;0.6300183;2;;
3.391;0.6297959;2;;
3.413;0.5948345;2;;
3.415;0.5944912;2;;
3.435;0.5588403;2;;
3.436;0.5584744;2;;
3.457;0.5230687;2;;
3.458;0.5227479;2;;
3.482;0.4866478;2;;
3.503;0.4510816;2;;
3.525;0.4061728;2;;
3.59;0.3086005;2;;
3.59;0.3082218;2;;
3.619;0.2719964;2;;
3.62;0.2719964;2;;
3.621;0.2719964;2;;
3.633;0.2342227;2;;
3.7006669;;;0.455877699617301;0.410070323815277
3.743;0.07483849;2;;
3.744;0.07483848;2;;
3.764;0.03931085;2;;
3.765;0.03931085;2;;
3.785;0.004254892;2;;
3.786;0.003818783;2;;
3.787;0.003818783;2;;
3.807;-0.03151342;2;;
3.828;-0.0494685;2;;
3.83;-0.06816319;2;;
3.831;-0.06816319;2;;
3.873;-0.139261;2;;
3.895;-0.1749309;2;;
3.896;-0.1752781;2;;
