verticalCube2Timestamp;verticalCube2XPos;verticalCube2YPos;verticalCube2newCorr;verticalCube2smoothCorr
0;;;0;0
0.3690115;;;0;0
0.673346;;;0;0
0.9746716;;;0;0
1.2770003;;;0;0
1.5778249;;;0;0
1.8896795;;;0;0
2.139;0.93752;-3;;
2.159;0.8845901;-3;;
2.161;0.8834317;-3;;
2.182;0.8308444;-3;;
2.184;0.8295882;-3;;
2.1920085;;;-0.400069920435471;-0.133356640145157
2.182;0.8308444;-3;;
2.184;0.8295882;-3;;
2.205;0.7774108;-3;;
2.208;0.775871;-3;;
2.229;0.7240322;-3;;
2.231;0.7221627;-3;;
2.232;0.7221627;-3;;
2.253;0.6721801;-3;;
2.254;0.6703853;-3;;
2.266;0.667452;-3;;
2.277;0.6422977;-3;;
2.279;0.5828529;-3;;
2.28;0.5828529;-3;;
2.298;0.5561204;-3;;
2.299;0.5561204;-3;;
2.299;0.5561204;-3;;
2.319;0.5077552;-3;;
2.32;0.5077552;-3;;
2.341;0.4550065;-3;;
2.362;0.400927;-3;;
2.363;0.4003969;-3;;
2.364;0.400307;-3;;
2.365;0.4002934;-3;;
2.384;0.348018;-3;;
2.386;0.3473382;-3;;
2.408;0.2947575;-3;;
2.41;0.2931634;-3;;
2.429;0.2278439;-3;;
2.43;0.2271266;-3;;
2.431;0.2270267;-3;;
2.451;0.1865289;-3;;
2.452;0.1860949;-3;;
2.474;0.1329512;-3;;
2.475;0.1325303;-3;;
2.4938355;;;-0.227999359292722;-0.209356426576064
2.495;0.07940321;-3;;
2.497;0.07883049;-3;;
2.517;0.02540102;-3;;
2.518;0.02490913;-3;;
2.519;0.02477229;-3;;
2.539;-0.0269775;-3;;
2.541;-0.02811654;-3;;
2.562;-0.08154093;-3;;
2.563;-0.08202799;-3;;
2.564;-0.0821472;-3;;
2.584;-0.14708;-3;;
2.586;-0.1485068;-3;;
2.607;-0.1882785;-3;;
2.608;-0.1890783;-3;;
2.609;-0.1891999;-3;;
2.628;-0.241912;-3;;
2.629;-0.2424918;-3;;
2.651;-0.2965828;-3;;
2.652;-0.2970075;-3;;
2.675;-0.3479522;-3;;
2.677;-0.3499494;-3;;
2.707;-0.4028946;-3;;
2.709;-0.4188503;-3;;
2.718;-0.4638381;-3;;
2.719;-0.4656123;-3;;
2.742;-0.517777;-3;;
2.743;-0.5191239;-3;;
2.746;-0.5236157;-3;;
2.765;-0.5644521;-3;;
2.789;-0.6187071;-3;;
2.79;-0.6191521;-3;;
2.79;-0.6192284;-3;;
2.791;-0.6192764;-3;;
2.792;-0.6192764;-3;;
2.7951613;;;0.435792181058626;-0.0640923662231889
2.789;-0.6187071;-3;;
2.79;-0.6191521;-3;;
2.79;-0.6192284;-3;;
2.791;-0.6192764;-3;;
2.792;-0.6192764;-3;;
2.811;-0.6706049;-3;;
2.812;-0.6713889;-3;;
2.813;-0.671715;-3;;
2.814;-0.6719455;-3;;
2.815;-0.6719455;-3;;
2.833;-0.7253626;-3;;
2.834;-0.725959;-3;;
2.835;-0.7260581;-3;;
2.835;-0.7260617;-3;;
2.836;-0.7260915;-3;;
2.855;-0.7789862;-3;;
2.856;-0.7796811;-3;;
2.857;-0.7796811;-3;;
2.878;-0.8311865;-3;;
2.879;-0.8322912;-3;;
2.88;-0.8330192;-3;;
2.881;-0.8330192;-3;;
2.882;-0.8330192;-3;;
2.901;-0.9002475;-3;;
2.902;-0.9009737;-3;;
2.924;-0.9422014;-3;;
2.925;-0.9429253;-3;;
2.947;-0.9927976;-3;;
2.948;-0.9933699;-3;;
2.949;-0.9933699;-3;;
2.969;-1.045965;-3;;
2.969;-1.046368;-3;;
2.97;-1.046588;-3;;
2.99;-1.100176;-3;;
2.991;-1.100696;-3;;
2.992;-1.100805;-3;;
3.014;-1.153606;-3;;
3.015;-1.15401;-3;;
3.035;-1.207173;-3;;
3.036;-1.207635;-3;;
3.036;-1.207837;-3;;
3.057;-1.207837;-3;;
3.058;-1.207837;-3;;
3.059;-1.207837;-3;;
3.079;-1.207837;-3;;
3.0930018;;;0.468912846458335;0.225568556074746
3.101;-1.384147;-3;;
3.103;-1.385886;-3;;
3.124;-1.422311;-3;;
3.125;-1.422311;-3;;
3.155;-1.476081;-3;;
3.167;-1.535321;-3;;
3.168;-1.536306;-3;;
3.189;-1.582869;-3;;
3.189;-1.583438;-3;;
3.21;-1.647631;-3;;
3.212;-1.648395;-3;;
3.234;-1.690476;-3;;
3.235;-1.690826;-3;;
3.255;-1.743893;-3;;
3.256;-1.744437;-3;;
3.278;-1.804859;-3;;
3.302;-1.853523;-3;;
3.322;-1.904391;-3;;
3.345;-1.958394;-3;;
3.367;-2.024561;-3;;
3.369;-2.025208;-3;;
3.39;-2.065638;-3;;
3.391;-2.065971;-3;;
3.3983381;;;0.305420446783617;0.403375158100193
3.345;-1.958394;-3;;
3.367;-2.024561;-3;;
3.369;-2.025208;-3;;
3.39;-2.065638;-3;;
3.391;-2.065971;-3;;
3.413;-2.118413;-3;;
3.415;-2.118928;-3;;
3.435;-2.172405;-3;;
3.436;-2.172954;-3;;
3.457;-2.226062;-3;;
3.458;-2.226543;-3;;
3.482;-2.280694;-3;;
3.503;-2.334043;-3;;
