verticalCube1Timestamp;verticalCube1XPos;verticalCube1YPos;verticalCube1newCorr;verticalCube1smoothCorr
0;;;0;0
0.1905051;;;0;0
0.4923069;;;0;0
0.7936079;;;0;0
1.0949087;;;0;0
1.3962092;;;0;0
1.6980123;;;0;0
1.9993128;;;0;0
2.128;1.525747;-2;;
2.146;1.48083;-2;;
2.169;1.435676;-2;;
2.17;1.435676;-2;;
2.213;1.346727;-2;;
2.236;1.301947;-2;;
2.238;1.301947;-2;;
2.259;1.25814;-2;;
2.3011151;;;-0.354137294020444;-0.088534323505111
2.324;1.123337;-2;;
2.388;1.012319;-2;;
2.493;0.788862;-2;;
2.514;0.743746;-2;;
2.515;0.7432184;-2;;
2.516;0.7432184;-2;;
2.536;0.6994439;-2;;
2.537;0.6989841;-2;;
2.558;0.6554407;-2;;
2.56;0.6540546;-2;;
2.581;0.6095446;-2;;
2.582;0.6091608;-2;;
2.602;0.587387;-2;;
2.6029174;;;-0.435910542877168;-0.197511959224403
2.602;0.587387;-2;;
2.603;0.5683349;-2;;
2.604;0.5653605;-2;;
2.624;0.5425119;-2;;
2.626;0.5227737;-2;;
2.647;0.4976321;-2;;
2.648;0.4803214;-2;;
2.649;0.4761337;-2;;
2.669;0.4527545;-2;;
2.67;0.4337094;-2;;
2.691;0.4086286;-2;;
2.692;0.3888745;-2;;
2.713;0.3637692;-2;;
2.715;0.3431821;-2;;
2.737;0.319112;-2;;
2.76;0.2522572;-2;;
2.804;0.1628367;-2;;
2.825;0.1405942;-2;;
2.846;0.09606078;-2;;
2.846;0.09576253;-2;;
2.888;0.006721988;-2;;
2.889;0.006307746;-2;;
2.9042179;;;-0.203278532920464;-0.248331592454519
2.909;-0.0382552;-2;;
2.91;-0.0382552;-2;;
2.91;-0.0382552;-2;;
2.91;-0.0382552;-2;;
2.93;-0.0826188;-2;;
2.931;-0.08299731;-2;;
2.932;-0.08311781;-2;;
2.958;-0.1277106;-2;;
2.958;-0.1278442;-2;;
2.959;-0.1280916;-2;;
2.96;-0.1281473;-2;;
2.973;-0.1726013;-2;;
2.973;-0.1726013;-2;;
2.974;-0.1726013;-2;;
2.975;-0.1726013;-2;;
2.995;-0.2174973;-2;;
2.996;-0.2174973;-2;;
2.996;-0.2174973;-2;;
2.997;-0.2174973;-2;;
3.017;-0.2619334;-2;;
3.017;-0.2619334;-2;;
3.018;-0.2619334;-2;;
3.019;-0.2619334;-2;;
