Cube3Timestamp;Cube3XPos;Cube3YPos;Cube3newCorr;Cube3smoothCorr
0;;;0;0
0.3990559;;;0;0
0.8547623;;;0;0
1.3129758;;;0;0
1.7706873;;;0;0
2.2289003;;;0;0
2.237;-2;1.32463;;
2.255;-2;1.279276;;
2.256;-2;1.279276;;
2.276;-2;1.23612;;
2.276;-2;1.23612;;
2.297;-2;1.190504;;
2.297;-2;1.190504;;
2.317;-2;1.169317;;
2.318;-2;1.151717;;
2.325;-2;1.146906;;
2.338;-2;1.124745;;
2.339;-2;1.124316;;
2.34;-2;1.124316;;
2.34;-2;1.110269;;
2.358;-2;1.079992;;
2.359;-2;1.079664;;
2.359;-2;1.07961;;
2.36;-2;1.079587;;
2.379;-2;1.035882;;
2.38;-2;1.035487;;
2.381;-2;1.035363;;
2.381;-2;1.035353;;
2.4;-2;0.9909213;;
2.4;-2;0.9907461;;
2.401;-2;0.9904467;;
2.421;-2;0.9463344;;
2.422;-2;0.9459367;;
2.423;-2;0.9458272;;
2.443;-2;0.9026042;;
2.444;-2;0.9017984;;
2.445;-2;0.9011728;;
2.445;-2;0.9010706;;
2.464;-2;0.8570925;;
2.465;-2;0.8566143;;
2.466;-2;0.8565357;;
2.468;-2;0.8565242;;
2.485;-2;0.8137518;;
2.486;-2;0.8125654;;
2.488;-2;0.8119761;;
2.489;-2;0.8119141;;
2.508;-2;0.7681777;;
2.509;-2;0.7673603;;
2.511;-2;0.7670015;;
2.53;-2;0.7441874;;
2.531;-2;0.73195;;
2.532;-2;0.7236911;;
2.533;-2;0.7225636;;
2.553;-2;0.6776137;;
2.554;-2;0.6772363;;
2.555;-2;0.6771118;;
2.555;-2;0.6771086;;
2.575;-2;0.6336414;;
2.576;-2;0.6332012;;
2.577;-2;0.6331295;;
2.578;-2;0.6330981;;
2.597;-2;0.5895025;;
2.597;-2;0.5890062;;
2.599;-2;0.5884323;;
2.599;-2;0.588402;;
2.619;-2;0.5666502;;
2.619;-2;0.5557728;;
2.62;-2;0.5464585;;
