verticalCube2Timestamp;verticalCube2XPos;verticalCube2YPos;verticalCube2newCorr;verticalCube2smoothCorr
0;;;0;0
0.1970226;;;0;0
0.4983215;;;0;0
0.7996201;;;0;0
1.1014309;;;0;0
1.40273;;;0;0
1.7045304;;;0;0
2.0058297;;;0;0
2.151;2.004015;3;;
2.171;2.04978;3;;
2.172;2.04978;3;;
2.192;2.094055;3;;
2.193;2.094055;3;;
2.194;2.094055;3;;
2.213;2.137387;3;;
2.214;2.137793;3;;
2.234;2.182234;3;;
2.235;2.182638;3;;
2.236;2.182786;3;;
2.255;2.227439;3;;
2.256;2.227439;3;;
2.257;2.227439;3;;
2.257;2.227439;3;;
2.286;2.272283;3;;
2.286;2.217436;3;;
2.287;2.276576;3;;
2.288;2.290378;3;;
2.298;2.316495;3;;
2.299;2.317127;3;;
2.3;2.317127;3;;
2.3081309;;;0.316728018731212;0.079182004682803
2.298;2.316495;3;;
2.299;2.317127;3;;
2.3;2.317127;3;;
2.321;2.361227;3;;
2.322;2.362068;3;;
2.342;2.405696;3;;
2.344;2.406229;3;;
2.364;2.449955;3;;
2.386;2.494859;3;;
2.388;2.49576;3;;
2.409;2.54013;3;;
2.411;2.540597;3;;
2.589;2.896831;3;;
2.6099317;;;0.437523928008233;0.188562986684861
2.342;2.405696;3;;
2.344;2.406229;3;;
2.364;2.449955;3;;
2.386;2.494859;3;;
2.388;2.49576;3;;
2.409;2.54013;3;;
2.411;2.540597;3;;
2.589;2.896831;3;;
2.611;2.94181;3;;
2.632;2.986873;3;;
2.9107288;;;0.414725022832824;0.292244242393067
3.024;2.263909;3;;
3.045;2.219893;3;;
3.046;2.219177;3;;
3.047;2.218999;3;;
3.176;1.973501;3;;
3.197;1.928748;3;;
3.198;1.928309;3;;
3.2125289;;;0.270742040497365;0.359929752517408
3.219;1.883768;3;;
3.22;1.882681;3;;
3.413;1.503879;3;;
3.435;1.458326;3;;
3.436;1.441025;3;;
3.456;1.414109;3;;
3.458;1.413855;3;;
3.477;1.368979;3;;
3.478;1.368485;3;;
3.499;1.324924;3;;
3.5;1.324561;3;;
3.5143293;;;0.294724265833254;0.354428814292919
3.52;1.280368;3;;
3.521;1.280368;3;;
3.541;1.235017;3;;
3.542;1.235017;3;;
3.584;1.146508;3;;
3.585;1.146108;3;;
3.605;1.101894;3;;
3.607;1.101348;3;;
3.627;1.057659;3;;
3.628;1.056739;3;;
3.629;1.056597;3;;
3.649;1.012647;3;;
