26.8236175;0;0;15;0;0;
32.2675505;16;1;0;0;0;
39.1167259;0;1;16;0;0;
46.5860292;0;17;5;0;0;
57.6578839;4;7;3;0;0;
64.5383273;16;3;0;0;0;
75.6246798;0;9;0;2;0;
81.5052714;0;15;0;0;0;
89.1786153;0;0;0;16;4;
100.0669838;18;11;0;0;0;
108.3659914;0;0;0;16;4;
119.4809689;0;0;0;13;11;
127.7735439;0;0;0;16;2;
133.6225519;0;0;15;0;0;
139.0845327;0;0;0;15;0;
146.9248197;0;15;0;0;0;
158.0302694;0;0;4;5;0;
169.1076574;0;6;16;0;0;
180.2782741;6;1;0;0;0;
186.5323568;0;0;0;16;4;
192.79496;0;0;15;0;0;
203.926974;0;13;16;0;0;
212.8170502;16;2;0;0;0;
223.9395733;0;0;0;0;0;
235.0360178;0;0;3;17;8;
246.1339413;16;2;0;0;4;
257.2388839;13;3;0;0;2;
