timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
63.6423402;0;0;15;0;0;0;0;2;1;0;0;0
73.1035157;15;3;3;0;0;0;0;0;15;11;0;0
79.6674727;3;3;15;0;3;0;0;3;0;0;0;0
85.6208051;7;11;0;0;14;4;0;0;0;0;0;0
90.5489296;20;11;0;0;5;0;0;0;15;0;2;0
95.4404383;11;11;0;0;16;0;0;0;0;0;0;0
103.4086322;6;6;0;16;6;0;0;0;0;0;7;6
113.1390098;25;21;0;0;0;0;10;1;0;0;16;13
119.6097189;12;21;0;16;0;0;2;0;1;0;0;0
126.3135543;21;21;0;0;0;16;0;0;4;0;0;0
134.7419766;29;17;0;1;6;3;12;3;0;0;16;8
138.8709579;17;17;0;0;16;0;0;0;0;0;0;0
149.013898;16;16;0;16;0;0;0;8;0;5;0;0
177.6436605;33;34;0;0;1;2;7;1;0;16;13;1
189.2960751;34;34;0;2;3;0;3;5;14;16;1;0
195.8063472;35;35;0;5;0;0;1;0;0;16;0;0
201.5034618;24;24;0;5;0;16;0;0;0;0;0;0
208.0820076;26;26;0;4;6;16;0;0;0;6;0;0
213.8016825;38;38;0;0;2;0;0;0;16;0;4;0
226.1273839;39;39;1;0;0;0;0;12;16;0;4;0
231.8004342;42;42;0;1;3;0;0;0;0;16;0;0
