timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
63.6423402;11.2529269;0;12.21433;14.01969;0;12.21433;14.01969;True;1;1;0;18.88622;(11.6, 12.2);(10.7, 22.0);65;False;15;0.6;900;0.08;300
73.1035157;6.4697195;15;6.414418;6.91837;3;10.47118;14.90826;False;0.994819;0.9999982;-0.1419792;9.913545;(3.1, 4.9);(8.0, 5.7);27;False;15;0.6;900;0.08;300
79.6679742;3.5730017;3;13.02967;14.80999;3;13.02967;14.80999;True;1;1;0;24.55983;(-4.7, 3.6);(-16.6, 5.7);29;False;15;0.6;900;0.08;300
85.6213071;2.9583678;7;6.404042;7.356829;11;9.387824;11.98946;False;0.9619762;0.9999995;12.51823;14.9352;(-3.4, -0.9);(4.1, -1.7);68;False;14;0.6;900;0.08;300
90.5489296;1.932639;20;10.24495;7.783337;11;11.18563;12.24619;False;0.9988678;0.9999989;3.187905;29.97241;(-5.3, 10.3);(-17.9, 18.6);65;False;15;0.6;900;0.08;300
95.4404383;1.8985487;11;8.705438;13.34243;11;8.705438;13.34243;True;1;1;0;34.24423;(-0.5, -0.5);(5.7, -17.9);44;False;16;0.6;900;0.08;300
103.4086322;4.9732283;6;5.800176;5.675234;6;5.800176;5.675234;True;1;1;0;15.17766;(-2.3, -7.5);(-0.3, 0.5);89;False;16;0.6;900;0.08;300
113.1390098;6.7394224;25;5.926011;7.26527;21;10.96166;12.07155;False;0.9999665;0.9988118;12.9331;19.90673;(-0.9, 15.2);(-6.2, 23.4);33;False;16;0.6;900;0.08;300
119.6097189;3.4817598;12;11.89398;11.58322;21;12.22944;13.18867;False;0.9984322;0.9999772;12.32985;34.24423;(-0.5, -0.5);(-17.4, -3.4);44;False;16;0.6;900;0.08;300
126.3135543;3.7068573;21;11.5961;13.71487;21;11.5961;13.71487;True;1;1;0;31.61799;(10.2, -7.9);(16.8, -23.1);40;False;16;0.6;900;0.08;300
134.7419766;5.4339509;29;9.111217;7.642854;17;6.162005;5.904181;False;0.9994912;-0.9343674;24.87405;24.64691;(21.1, 2.1);(21.3, 17.1);63;True;16;0.6;900;0.08;300
138.8709579;1.1405332;17;6.200727;5.88162;17;6.200727;5.88162;True;1;1;0;19.59194;(2.2, 2.7);(-4.1, 10.9);88;False;16;0.6;900;0.08;300
149.013898;7.1509834;16;8.534248;12.34913;16;8.534248;12.34913;True;1;1;0;20.81788;(-1.5, -2.6);(7.7, -8.1);38;False;16;0.6;900;0.08;300
177.6436605;25.6378239;33;12.33069;13.3867;34;15.14622;17.28693;False;0.9996884;0.9998651;7.048393;23.36249;(-2.3, 8.9);(4.3, 19.0);28;False;16;0.6;900;0.08;300
189.2960751;8.661981;34;15.15306;17.28621;34;15.15306;17.28621;True;1;1;0;17.46364;(-10.6, 7.4);(-2.8, 2.6);26;False;16;0.6;900;0.08;300
195.8063472;3.5218434;35;8.287961;9.446276;35;8.287961;9.446276;True;1;1;0;13.54627;(9.3, -7.2);(15.7, -9.2);54;False;16;0.6;900;0.08;300
201.5034618;2.70668;24;6.742986;9.402555;24;6.742986;9.402555;True;1;1;0;26.07431;(11.9, 19.9);(7.0, 6.7);51;True;16;0.6;900;0.08;300
208.0820076;3.5891145;26;8.226954;8.96073;26;8.226954;8.96073;True;1;1;0;22.10613;(17.3, 14.1);(20.8, 25.3);53;False;16;0.6;900;0.08;300
213.8016825;2.725731;38;7.435205;7.774708;38;7.435205;7.774708;True;1;1;0;23.0487;(15.4, 4.3);(19.0, -8.6);43;False;16;0.6;900;0.08;300
226.1273839;9.3352671;39;27.59675;27.51408;39;27.59675;27.51408;True;1;1;0;16.17414;(-2.5, 14.2);(4.6, 18.2);47;False;16;0.6;900;0.08;300
231.8004342;2.6886324;42;15.64276;13.91638;42;15.64276;13.91638;True;1;1;0;34.21259;(4.7, -4.8);(20.5, -11.3);83;False;16;0.6;900;0.08;300
