timestamp;radius;size;depth
5.1963172;2.5;0.65;6
8.7233551;1.5;0.65;2
11.1137113;0.5;0.9;6
12.733519;1.5;0.9;16
14.7443668;2.5;0.3;2
16.5947864;1.5;0.65;16
18.453229;0.5;0.3;16
20.2956283;2.5;0.9;6
22.1164698;2.5;0.3;6
23.9368102;1.5;0.9;2
25.8468556;0.5;0.3;6
27.7123244;2.5;0.3;16
29.9016465;1.5;0.9;6
32.0237891;0.5;0.3;2
34.1574632;0.5;0.65;2
36.3237234;1.5;0.3;6
39.0640113;2.5;0.9;2
41.2618652;1.5;0.3;16
43.3840078;1.5;0.3;2
45.2153864;1.5;0.65;6
46.6121183;2.5;0.65;2
48.6670821;0.5;0.65;6
50.4433063;2.5;0.65;16
52.2751777;2.5;0.9;16
53.770654;0.5;0.65;16
55.9389198;0.5;0.9;16
57.7938529;0.5;0.9;2
