small (2)Cube2Timestamp;small (2)Cube2XPos;small (2)Cube2YPos;small (2)Cube2newCorr;small (2)Cube2smoothCorr
0;;;0;0
0.1900053;;;0;0
0.4908045;;;0;0
0.7921056;;;0;0
1.093913;;;0;0
1.3952081;;;0;0
1.6970104;;;0;0
1.9988127;;;0;0
2.236;1.029337;-1;;
2.259;0.9877264;-1;;
2.26;0.9877264;-1;;
2.261;0.9877264;-1;;
2.282;0.9436306;-1;;
2.283;0.9436306;-1;;
2.3006153;;;-0.375205625922167;-0.0938014064805417
2.303;0.8998073;-1;;
2.304;0.8993777;-1;;
2.304;0.8993038;-1;;
2.305;0.899262;-1;;
2.306;0.8992543;-1;;
2.325;0.8544585;-1;;
2.326;0.8544585;-1;;
2.327;0.8544585;-1;;
2.328;0.8544585;-1;;
2.347;0.81047;-1;;
2.348;0.8100063;-1;;
2.348;0.8099286;-1;;
2.349;0.8098947;-1;;
2.369;0.7644718;-1;;
2.37;0.7638893;-1;;
2.37;0.7638893;-1;;
2.371;0.7638893;-1;;
2.39;0.7417667;-1;;
2.391;0.74153;-1;;
2.392;0.7231088;-1;;
2.393;0.7189397;-1;;
2.413;0.6754197;-1;;
2.435;0.6311308;-1;;
2.437;0.6306944;-1;;
2.458;0.5865521;-1;;
2.459;0.5861065;-1;;
2.487;0.5422089;-1;;
2.488;0.541591;-1;;
2.501;0.5085825;-1;;
2.502;0.4986929;-1;;
2.523;0.4748222;-1;;
2.524;0.4553739;-1;;
2.546;0.409009;-1;;
2.548;0.4076496;-1;;
2.569;0.3852751;-1;;
2.57;0.3672859;-1;;
2.591;0.3198625;-1;;
2.602417;;;-0.0364465948212643;-0.102913055185858
2.591;0.3198625;-1;;
2.615;0.2739211;-1;;
2.636;0.2292247;-1;;
2.638;0.2287637;-1;;
2.659;0.1846372;-1;;
2.659;0.1843403;-1;;
2.68;0.1616522;-1;;
2.681;0.1432851;-1;;
2.703;0.09573598;-1;;
2.704;0.09527353;-1;;
2.724;0.07289952;-1;;
2.726;0.05276472;-1;;
2.748;0.006405815;-1;;
