small (1)Cube1Timestamp;small (1)Cube1XPos;small (1)Cube1YPos;small (1)Cube1newCorr;small (1)Cube1smoothCorr
0;;;0;0
0.1900053;;;0;0
0.4908045;;;0;0
0.7921056;;;0;0
1.093913;;;0;0
1.3952081;;;0;0
1.6970104;;;0;0
1.9988127;;;0;0
2.236;2.816299;0;;
2.259;2.774689;0;;
2.26;2.774689;0;;
2.261;2.774689;0;;
2.282;2.730593;0;;
2.283;2.730593;0;;
2.3006153;;;-0.375205781789145;-0.0938014454472862
2.303;2.68677;0;;
2.304;2.68634;0;;
2.304;2.686266;0;;
2.305;2.686224;0;;
2.306;2.686217;0;;
2.325;2.641421;0;;
2.326;2.641421;0;;
2.327;2.641421;0;;
2.328;2.641421;0;;
2.347;2.597433;0;;
2.348;2.596969;0;;
2.348;2.596891;0;;
2.349;2.596857;0;;
2.369;2.551434;0;;
2.37;2.550852;0;;
2.37;2.550852;0;;
2.371;2.550852;0;;
2.39;2.528729;0;;
2.391;2.528492;0;;
2.392;2.510071;0;;
2.393;2.505902;0;;
2.413;2.462382;0;;
2.435;2.418093;0;;
2.437;2.417657;0;;
2.458;2.373514;0;;
2.459;2.373069;0;;
2.487;2.329171;0;;
2.488;2.328553;0;;
2.501;2.295545;0;;
2.502;2.285655;0;;
2.523;2.261784;0;;
2.524;2.242336;0;;
2.546;2.195971;0;;
2.548;2.194612;0;;
2.569;2.172244;0;;
2.57;2.154249;0;;
2.591;2.106824;0;;
2.602417;;;-0.0364466346494485;-0.102913104109648
2.591;2.106824;0;;
2.615;2.060883;0;;
2.636;2.016186;0;;
2.638;2.015726;0;;
2.659;1.971599;0;;
2.659;1.971302;0;;
2.68;1.948614;0;;
2.681;1.930247;0;;
2.703;1.882698;0;;
2.704;1.882235;0;;
2.724;1.859861;0;;
2.726;1.839726;0;;
2.748;1.793367;0;;
2.749;1.792941;0;;
2.769;1.769926;0;;
2.771;1.750918;0;;
2.792;1.70502;0;;
2.815;1.659219;0;;
2.816;1.658487;0;;
2.817;1.658324;0;;
2.818;1.658255;0;;
2.838;1.614436;0;;
