smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.1900053;;;0;0
0.4908045;;;0;0
0.7921056;;;0;0
1.093913;;;0;0
1.3952081;;;0;0
1.6970104;;;0;0
1.9988127;;;0;0
2.236;1.987839;1;;
2.259;2.029449;1;;
2.26;2.029449;1;;
2.261;2.029449;1;;
2.282;2.073545;1;;
2.283;2.073545;1;;
2.3006153;;;0.375205781789145;0.0938014454472862
2.303;2.117368;1;;
2.304;2.117798;1;;
2.304;2.117872;1;;
2.305;2.117914;1;;
2.306;2.117921;1;;
2.325;2.162717;1;;
2.326;2.162717;1;;
2.327;2.162717;1;;
2.328;2.162717;1;;
2.347;2.206706;1;;
2.348;2.207169;1;;
2.348;2.207247;1;;
2.349;2.207281;1;;
2.369;2.252704;1;;
2.37;2.253286;1;;
2.37;2.253286;1;;
2.371;2.253286;1;;
2.39;2.275409;1;;
2.391;2.275646;1;;
2.392;2.294067;1;;
2.393;2.298236;1;;
2.413;2.341756;1;;
2.435;2.386045;1;;
2.437;2.386481;1;;
2.458;2.430624;1;;
2.459;2.431069;1;;
2.487;2.474967;1;;
2.488;2.475585;1;;
2.501;2.508594;1;;
2.502;2.518483;1;;
2.523;2.542354;1;;
2.524;2.561802;1;;
2.546;2.608167;1;;
2.548;2.609527;1;;
2.569;2.631901;1;;
2.57;2.64989;1;;
2.591;2.697314;1;;
2.602417;;;0.036446479984255;0.10291306544335
2.591;2.697314;1;;
2.615;2.743255;1;;
2.636;2.787952;1;;
2.638;2.788413;1;;
2.659;2.832539;1;;
2.659;2.832836;1;;
2.68;2.855524;1;;
2.681;2.873891;1;;
2.703;2.92144;1;;
2.704;2.921903;1;;
2.724;2.944277;1;;
2.726;2.964411;1;;
2.748;3.01077;1;;
2.749;3.011196;1;;
2.769;3.000138;1;;
2.771;2.981258;1;;
2.792;2.93538;1;;
2.815;2.88958;1;;
2.816;2.888848;1;;
2.817;2.888685;1;;
2.818;2.888616;1;;
2.838;2.844797;1;;
2.839;2.844343;1;;
