large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.4802759;;;0;0
0.7870919;;;0;0
1.0888939;;;0;0
1.3901945;;;0;0
1.6919965;;;0;0
1.9932975;;;0;0
2.2951001;;;0;0
2.426;2.812851;-2.5;;
2.427;2.812851;-2.5;;
2.447;2.856089;-2.5;;
2.447;2.856089;-2.5;;
2.448;2.856089;-2.5;;
2.469;2.90642;-2.5;;
2.47;2.907423;-2.5;;
2.472;2.909778;-2.5;;
2.474;2.933286;-2.5;;
2.492;2.96238;-2.5;;
2.493;2.962998;-2.5;;
2.495;2.979879;-2.5;;
2.496;2.985783;-2.5;;
2.519;3.01644;-2.5;;
2.52;3.017087;-2.5;;
2.522;3.017423;-2.5;;
2.526;3;-2.5;;
2.527;3;-2.5;;
2.528;3;-2.5;;
2.546;2.943012;-2.5;;
2.548;2.943012;-2.5;;
2.572;2.894168;-2.5;;
2.574;2.87153;-2.5;;
2.576;2.867343;-2.5;;
2.576;2.867159;-2.5;;
2.577;2.866685;-2.5;;
2.578;2.866685;-2.5;;
2.5969021;;;0.262278147055771;0.0874260490185903
2.597;2.815513;-2.5;;
2.601;2.813359;-2.5;;
2.603;2.812869;-2.5;;
2.604;2.812869;-2.5;;
2.624;2.759356;-2.5;;
2.625;2.759356;-2.5;;
2.626;2.759356;-2.5;;
2.647;2.706886;-2.5;;
2.648;2.705915;-2.5;;
2.65;2.705643;-2.5;;
2.672;2.652601;-2.5;;
2.672;2.652245;-2.5;;
2.675;2.652033;-2.5;;
2.676;2.65201;-2.5;;
2.695;2.583767;-2.5;;
2.697;2.582988;-2.5;;
2.717;2.544584;-2.5;;
2.72;2.522064;-2.5;;
2.721;2.519609;-2.5;;
2.722;2.517926;-2.5;;
2.743;2.490832;-2.5;;
2.744;2.490832;-2.5;;
2.745;2.490832;-2.5;;
2.746;2.470963;-2.5;;
2.749;2.464304;-2.5;;
2.766;2.413534;-2.5;;
2.771;2.411557;-2.5;;
2.772;2.411294;-2.5;;
2.773;2.411245;-2.5;;
2.794;2.358065;-2.5;;
2.795;2.357238;-2.5;;
2.796;2.356791;-2.5;;
2.798;2.330347;-2.5;;
2.799;2.330347;-2.5;;
2.816;2.303975;-2.5;;
2.818;2.303432;-2.5;;
2.82;2.28477;-2.5;;
2.873;2.171042;-2.5;;
2.881;2.143459;-2.5;;
2.8977021;;;0.483698536502121;0.248658894519297
2.905;2.0906;-2.5;;
2.907;2.089551;-2.5;;
2.909;2.068661;-2.5;;
2.911;2.062913;-2.5;;
2.93;2.035379;-2.5;;
2.932;2.018252;-2.5;;
2.933;2.014015;-2.5;;
2.953;1.981326;-2.5;;
2.954;1.962192;-2.5;;
2.955;1.957013;-2.5;;
2.956;1.955614;-2.5;;
2.957;1.955248;-2.5;;
2.959;1.955117;-2.5;;
2.977;1.902696;-2.5;;
2.977;1.902033;-2.5;;
2.979;1.901312;-2.5;;
2.981;1.901238;-2.5;;
3.006;1.831795;-2.5;;
3.008;1.827749;-2.5;;
3.013;1.820421;-2.5;;
3.015;1.820106;-2.5;;
3.039;1.772429;-2.5;;
3.046;1.749092;-2.5;;
3.05;1.74179;-2.5;;
3.052;1.740535;-2.5;;
3.055;1.722443;-2.5;;
3.073;1.689255;-2.5;;
3.088;1.663845;-2.5;;
3.093;1.618892;-2.5;;
3.103;1.599691;-2.5;;
3.109;1.583801;-2.5;;
3.11;1.582275;-2.5;;
3.111;1.581167;-2.5;;
3.113;1.578794;-2.5;;
3.117;1.578332;-2.5;;
3.132;1.533515;-2.5;;
3.133;1.531212;-2.5;;
3.137;1.525998;-2.5;;
3.139;1.525463;-2.5;;
3.143;1.52538;-2.5;;
3.143;1.525378;-2.5;;
3.161;1.4635;-2.5;;
3.162;1.461406;-2.5;;
3.166;1.457549;-2.5;;
3.169;1.446664;-2.5;;
3.183;1.419486;-2.5;;
3.186;1.418319;-2.5;;
3.187;1.418161;-2.5;;
3.188;1.418059;-2.5;;
3.2005067;;;-0.307206990371737;0.146256564395385
3.211;1.341813;-2.5;;
3.212;1.339688;-2.5;;
3.214;1.338026;-2.5;;
3.217;1.337685;-2.5;;
3.235;1.285973;-2.5;;
3.236;1.28517;-2.5;;
3.237;1.284652;-2.5;;
3.238;1.284534;-2.5;;
3.24;1.284513;-2.5;;
3.241;1.284506;-2.5;;
3.258;1.234595;-2.5;;
3.259;1.232691;-2.5;;
3.261;1.231198;-2.5;;
3.283;1.177214;-2.5;;
3.284;1.176699;-2.5;;
3.285;1.17663;-2.5;;
3.286;1.176615;-2.5;;
3.287;1.176612;-2.5;;
3.309;1.095756;-2.5;;
3.31;1.092319;-2.5;;
3.315;1.083906;-2.5;;
3.315;1.08357;-2.5;;
3.335;1.044942;-2.5;;
3.336;1.043845;-2.5;;
3.338;1.043181;-2.5;;
3.339;1.043078;-2.5;;
3.34;1.043051;-2.5;;
3.358;0.9912738;-2.5;;
3.359;0.9902176;-2.5;;
3.36;0.9898947;-2.5;;
3.361;0.9898381;-2.5;;
3.362;0.9898294;-2.5;;
3.39;0.938966;-2.5;;
3.393;0.9207371;-2.5;;
3.396;0.9116451;-2.5;;
3.404;0.8774423;-2.5;;
3.406;0.8747213;-2.5;;
3.409;0.874374;-2.5;;
3.41;0.8743504;-2.5;;
3.426;0.8295267;-2.5;;
3.427;0.8289465;-2.5;;
3.428;0.8288562;-2.5;;
3.429;0.8288395;-2.5;;
3.43;0.8288395;-2.5;;
3.448;0.7756568;-2.5;;
3.451;0.7749903;-2.5;;
3.452;0.7749453;-2.5;;
3.473;0.7084669;-2.5;;
3.474;0.7078338;-2.5;;
3.474;0.7077274;-2.5;;
3.475;0.7076803;-2.5;;
3.479;0.7076728;-2.5;;
3.495;0.6695593;-2.5;;
3.496;0.6687882;-2.5;;
3.497;0.6677143;-2.5;;
3.498;0.6677143;-2.5;;
3.5013057;;;0.473345350063738;0.216612298731374
3.495;0.6695593;-2.5;;
3.496;0.6687882;-2.5;;
3.497;0.6677143;-2.5;;
3.498;0.6677143;-2.5;;
3.518;0.6168031;-2.5;;
3.519;0.6156705;-2.5;;
3.521;0.6150023;-2.5;;
3.525;0.5889161;-2.5;;
3.542;0.5605142;-2.5;;
3.544;0.5602283;-2.5;;
3.576;0.4854559;-2.5;;
3.58;0.4641767;-2.5;;
3.584;0.4561978;-2.5;;
3.584;0.4557192;-2.5;;
3.607;0.4026813;-2.5;;
3.609;0.4001085;-2.5;;
3.61;0.3998765;-2.5;;
3.611;0.3998431;-2.5;;
3.612;0.3998348;-2.5;;
3.613;0.3998337;-2.5;;
3.619;0.3998333;-2.5;;
3.632;0.3406117;-2.5;;
3.635;0.3270344;-2.5;;
3.637;0.3179853;-2.5;;
3.638;0.3170554;-2.5;;
3.639;0.316856;-2.5;;
