timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
77.3442286;24.1437117;9;10.30754;9.781466;9;10.30754;9.781466;True;1;1;0;15.92579;(-12.7, -0.3);(-5.0, -3.2);54;False;15;0.6;900;0.08;300
86.7803201;6.4326053;14;11.54962;11.86332;14;11.54962;11.86332;True;1;1;0;22.75933;(-5.2, -10.5);(-4.3, -21.1);57;False;15;0.6;900;0.08;300
98.627108;8.8433002;21;17.47257;16.59794;21;17.47257;16.59794;True;1;1;0;18.26046;(-8.1, 0.8);(-12.4, -7.3);30;False;13;0.6;900;0.08;300
107.0119047;5.3853202;15;12.56386;12.33787;15;12.56386;12.33787;True;1;1;0;22.75933;(-5.2, -10.5);(-15.2, -5.4);57;False;13;0.6;900;0.08;300
119.9377882;9.9238896;13;9.749722;9.49354;13;9.749722;9.49354;True;1;1;0;17.59111;(17.1, 0.1);(23.8, 6.1);34;False;13;0.6;900;0.08;300
133.4979108;10.5591428;24;17.83113;12.95411;23;12.08612;12.1825;False;0.9995319;-0.999999;21.89643;22.7129;(11.8, 12.3);(22.5, 10.0);78;False;12;0.6;900;0.08;300
143.6168481;7.1189564;28;8.129807;6.396545;23;12.08832;12.21074;False;0.9999947;0.9999451;16.99844;22.21536;(7.6, -2.9);(17.0, 2.7);80;False;13;0.6;900;0.08;300
149.0482626;2.4414634;23;12.08457;12.1527;23;12.08457;12.1527;True;1;1;0;14.61627;(-6.5, 20.0);(0.9, 20.9);70;False;14;0.6;900;0.08;300
158.8953222;6.8486245;27;21.29521;20.9824;22;16.03089;12.34924;False;0.5933855;0.4763089;15.9086;41.48631;(10.3, 18.5);(-8.7, 7.7);77;True;14;0.6;900;0.08;300
163.0638541;1.1640803;22;16.04173;12.61362;22;16.04173;12.61362;True;1;1;0;32.05637;(-9.9, -3.5);(-24.1, -10.0);85;False;15;0.6;900;0.08;300
174.3171354;8.250334;26;19.6477;20.19734;26;19.6477;20.19734;True;1;1;0;38.23915;(14.2, 15.4);(-4.4, 6.6);28;True;15;0.6;900;0.08;300
186.4647936;9.1522308;29;8.09389;9.304416;29;8.09389;9.304416;True;1;1;0;14.0155;(8.3, 9.9);(3.8, 15.2);87;False;15;0.6;900;0.08;300
206.6281831;17.1739502;20;13.71472;13.25154;20;13.71472;13.25154;True;1;1;0;21.44454;(11.6, 17.2);(20.6, 22.2);48;False;15;0.6;900;0.08;300
226.0836877;16.4555559;31;17.19222;16.90797;31;17.19222;16.90797;True;1;1;0;14.61069;(2.7, 4.5);(9.7, 6.5);71;False;14;0.6;900;0.08;300
