timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
77.3442286;9;9;1;15;2;1;0;0;0;0;0;1
86.7803201;14;14;0;0;0;15;4;0;2;2;9;0
98.627108;21;21;0;1;0;1;0;7;13;0;2;0
107.0119047;15;15;6;0;0;13;4;0;0;4;0;0
119.9377882;13;13;5;0;13;0;0;0;0;3;3;2
133.4979108;24;23;0;0;4;2;0;11;12;0;2;0
143.6168481;28;23;0;7;7;2;0;12;0;5;13;0
149.0482626;23;23;0;4;2;0;0;14;0;0;0;0
158.8953222;27;22;0;0;3;0;9;2;14;0;1;0
163.0638541;22;22;0;0;0;0;15;0;0;0;0;0
174.3171354;26;26;0;0;0;7;15;0;0;0;1;2
186.4647936;29;29;0;2;0;0;15;0;0;4;3;0
206.6281831;20;20;6;0;0;15;3;0;0;0;0;0
226.0836877;31;31;0;0;0;14;14;0;0;0;12;5
240.6496756;41;-1;4;1;0;0;6;1;0;0;0;14
254.7323822;40;-1;0;2;0;3;0;0;9;4;14
