timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
85.2999884;37.0441045;14;10.20756;9.689475;0;19.27079;17.08186;False;-0.04353017;0.9986322;3.002405;25.59939;(9.7, 15.3);(-2.6, 19.5);86;False;13;0.6;900;0.08;300
89.5061597;1.2267544;0;19.03606;16.57466;0;19.03606;16.57466;True;1;1;0;9.545443;(5.1, 7.9);(5.7, 12.2);60;False;15;0.6;900;0.08;300
100.1188131;7.6287381;4;7.971491;10.0481;4;7.971491;10.0481;True;1;1;0;25.6858;(7.1, 8.7);(2.0, -2.5);61;False;15;0.6;900;0.08;300
106.3423226;3.241098;16;27.16814;24.59814;10;8.212141;7.615717;False;0.9997758;0.9699208;16.43136;39.71255;(-2.6, -7.4);(10.3, 7.3);45;False;15;0.6;900;0.08;300
110.4186364;1.0838752;19;11.19734;11.32431;10;8.270461;7.632212;False;0;0;14.12848;16.66893;(10.6, 16.8);(17.1, 21.2);75;False;13;0.6;900;0.08;300
119.6406347;6.218029;10;8.220191;7.620235;10;8.220191;7.620235;True;1;1;0;32.06894;(-5.6, 12.7);(-1.4, 25.8);80;False;16;0.6;900;0.08;300
135.6230475;12.9964922;17;5.955144;5.693438;17;5.955144;5.693438;True;1;1;0;30.18418;(-10.5, 7.8);(-1.4, 19.1);30;False;16;0.6;900;0.08;300
153.2134827;14.602007;25;13.7988;11.54836;23;19.67796;18.16486;False;-0.9711841;-0.9223223;20.68691;19.61837;(-5.8, -2.6);(3.8, -5.2);59;False;16;0.6;900;0.08;300
157.6825042;1.4663903;15;11.43062;10.43664;23;19.95123;17.00089;False;0.9982399;0.9961576;12.99371;13.92804;(-7.6, 13.2);(-10.7, 18.5);53;False;16;0.6;900;0.08;300
162.319749;1.6368526;23;19.43335;16.30514;23;19.43335;16.30514;True;1;1;0;12.11213;(-18.1, -10.2);(-14.4, -5.3);54;False;16;0.6;900;0.08;300
186.189222;20.8820292;22;7.958538;7.636438;22;7.958538;7.636438;True;1;1;0;29.31006;(-1.6, -7.3);(-5.7, -19.7);36;False;18;0.6;900;0.08;300
211.59829;22.4085887;5;11.59908;7.650759;5;11.59908;7.650759;True;1;1;0;25.68581;(7.1, 8.7);(19.5, 8.7);61;False;18;0.6;900;0.08;300
223.706989;9.1157401;26;12.65528;11.17412;18;9.067182;8.44754;False;-0.9891543;0.9967145;0.9731407;24.40864;(-5.2, 2.3);(-17.0, 0.8);32;False;18;0.6;900;0.08;300
