timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
85.2999884;14;0;0;0;8;5;0;4;3;13;0;0
89.5056582;0;0;15;0;0;0;0;0;0;0;0;0
100.1188131;4;4;15;0;5;0;2;2;1;11;6;0
106.3423226;16;10;0;1;4;0;0;0;15;6;0;0
110.4186364;19;10;0;1;0;0;0;0;0;0;13;0
119.6406347;10;10;0;16;0;0;0;15;15;0;0;3
135.6230475;17;17;0;0;0;0;0;16;0;0;0;0
153.2134827;25;23;0;0;0;0;6;0;0;5;1;16
157.6825042;15;23;0;0;0;0;16;0;0;0;5;0
162.319749;23;23;0;0;0;0;1;1;0;16;0;0
186.189222;22;22;0;0;10;0;0;0;18;9;0;0
211.59829;5;5;18;2;2;7;4;12;3;9;2;0
223.706989;26;18;8;0;4;17;1;18;5;0;0;0
230.5401598;31;-1;0;0;0;0;0;0;0;0;0;18
236.9015763;18;-1;17;0;11;18;0;0;0;0;0
