Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
19.8420104;8.2092256;5;5;True;0.7556455;30;8.687762;7.224434;17.94106;0;1;1;20;0.5;300;900;0.08
23.6826742;12.0498894;4;4;True;0.5736009;30;9.825972;7.227036;17.94106;0;1;1;20;0.5;300;900;0.08
27.3679272;15.7351424;2;2;True;0.9891745;30;9.07236;7.673183;17.94106;0;1;1;20;0.5;300;900;0.08
35.249904;23.6171192;3;3;True;0.9664246;30;9.789843;7.63713;17.94107;0;1;1;20;0.5;300;900;0.08
49.6701161;5.8821164;8;8;True;0.7772266;45;9.651337;7.388452;17.73958;0;1;1;20;0.5;300;900;0.08
56.3849767;12.596977;4;4;True;0.9808885;30;9.454515;7.871138;17.94106;0;1;1;20;0.5;300;900;0.08
61.4463791;17.6583794;1;1;True;0.8597899;30;9.102717;7.698273;17.94107;0;1;1;19;0.5;300;900;0.08
67.0731644;23.2851647;1;1;True;0.5223114;30;9.801403;7.569182;17.94106;0;1;1;19;0.5;300;900;0.08
79.4143249;6.338775;9;8;False;0.6843769;45;9.559801;7.828112;17.73959;5.446154;0.9951059;0.9924982;18;0.5;300;900;0.08
85.2021415;12.1265916;1;1;True;0.9506164;30;9.011384;7.616357;17.94107;0;1;1;19;0.5;300;900;0.08
90.2640377;17.1884878;3;3;True;0.872237;30;9.412859;7.861389;17.94107;0;1;1;19;0.5;300;900;0.08
121.4538728;6.1891552;2;2;True;0.9472864;30;8.687366;7.225025;17.94106;0;1;1;19;0.5;300;900;0.08
126.4074827;11.1427651;3;3;True;0.9830197;30;9.46249;7.872625;17.94107;0;1;1;19;0.5;300;900;0.08
130.3975415;15.1328239;5;5;True;0.8460661;30;9.458479;7.871891;17.94106;0;1;1;19;0.5;300;900;0.08
134.384092;19.1193744;0;9;False;0.7825117;45;9.613479;7.729374;17.73958;3.75703;0.8918808;0.9982885;19;0.5;300;900;0.08
150.0420325;7.5695323;2;2;True;0.5272233;30;9.789329;7.636379;17.94106;0;1;1;20;0.5;300;900;0.08
155.136053;12.6635528;3;3;True;0.8413182;30;9.7976;7.594731;17.94107;0;1;1;20;0.5;300;900;0.08
161.1890719;18.7165717;6;6;True;0.9140374;45;9.216136;7.821468;17.7396;0;1;1;20;0.5;300;900;0.08
164.7202314;22.2477312;6;6;True;0.7706888;45;9.633981;7.639249;17.73958;0;1;1;20;0.5;300;900;0.08
177.9131458;6.1968997;2;2;True;0.9045953;30;9.710805;7.816742;17.94106;0;1;1;20;0.5;300;900;0.08
182.3363519;10.6201058;3;4;False;0.649667;30;9.623659;7.871974;17.94107;8.61779;0.9996235;-0.994312;20;0.5;300;900;0.08
188.0509844;16.3347383;5;5;True;0.752561;30;8.707042;7.216512;17.94106;0;1;1;20;0.5;300;900;0.08
190.6694174;18.9531713;5;5;True;0.969413;30;9.544217;7.879785;17.94106;0;1;1;20;0.5;300;900;0.08
210.3495087;7.4702715;8;8;True;0.7071216;45;9.59892;7.771796;17.7396;0;1;1;21;0.5;300;900;0.08
214.9196035;12.0403663;9;8;False;0.7816723;45;9.400292;7.87867;17.73958;7.662492;0.9991609;-0.9800946;21;0.5;300;900;0.08
220.8162146;17.9369774;1;1;True;0.9454976;30;9.821192;7.281464;17.94107;0;1;1;21;0.5;300;900;0.08
229.6952127;26.8159755;1;1;True;0.8661908;30;9.200583;7.766985;17.94106;0;1;1;21;0.5;300;900;0.08
248.1390307;5.4173361;8;7;False;0.8135592;45;9.351467;7.871039;17.73958;8.035474;0.9992619;-0.9893259;22;0.5;300;900;0.08
253.6105197;10.8888251;5;5;True;0.7382721;30;9.825981;7.226944;17.94107;0;1;1;23;0.5;300;900;0.08
259.5928624;16.8711678;5;5;True;0.7193149;30;8.682126;7.226978;17.94107;0;1;1;23;0.5;300;900;0.08
264.6342127;21.9125181;8;7;False;0.6247034;45;9.531488;7.85176;17.73958;6.023836;0.9972993;0.9770013;23;0.5;300;900;0.08
297.2630707;8.1420477;3;3;True;0.5475567;30;9.825294;7.217368;17.94107;0;1;1;23;0.5;300;900;0.08
302.7245238;13.6035008;6;6;True;0.6296751;45;8.895566;7.554473;17.73958;0;1;1;23;0.5;300;900;0.08
307.1156448;17.9946218;9;9;True;0.984984;45;8.734659;7.265344;17.73958;0;1;1;23;0.5;300;900;0.08
310.8254629;21.7044399;1;2;False;0.72831;30;9.48519;7.880465;17.94106;7.60463;0.9993274;0.5928118;23;0.5;300;900;0.08
