cube3Timestamp;cube3XPos;cube3YPos;cube3newCorr;cube3smoothCorr
0;;;0;0
0.4837838;;;0;0
0.9414995;;;0;0
1.3992315;;;0;0
1.8569451;;;0;0
2.142;2;1.793801;;
2.143;2;1.793801;;
2.143;2;1.793801;;
2.162;2;1.748216;;
2.162;2;1.748216;;
2.163;2;1.748216;;
2.184;2;1.704471;;
2.184;2;1.704364;;
2.185;2;1.704019;;
2.186;2;1.703963;;
2.205;2;1.660154;;
2.206;2;1.659685;;
2.207;2;1.659599;;
2.208;2;1.659585;;
2.228;2;1.615207;;
2.229;2;1.614794;;
2.23;2;1.614683;;
2.272;2;1.516705;;
2.273;2;1.516218;;
2.294;2;1.480689;;
2.295;2;1.480359;;
2.3156633;;;-0.256058246454289;-0.0853527488180964
2.337;2;1.413288;;
2.338;2;1.395832;;
2.36;2;1.368752;;
2.41;2;1.258697;;
2.425;2;1.224965;;
2.426;2;1.224223;;
2.446;2;1.190399;;
2.447;2;1.190077;;
2.448;2;1.189988;;
2.467;2;1.145188;;
2.468;2;1.144699;;
2.489;2;1.100263;;
2.49;2;1.099848;;
2.51;2;1.055628;;
2.511;2;1.055166;;
2.532;2;1.010426;;
2.533;2;1.009979;;
2.534;2;1.009903;;
2.555;2;0.9654601;;
2.576;2;0.9434103;;
2.577;2;0.9434103;;
2.578;2;0.9208139;;
2.579;2;0.9208139;;
2.619;2;0.8315414;;
2.62;2;0.8315414;;
2.663;2;0.743176;;
2.683;2;0.7204185;;
2.707;2;0.6545457;;
2.727;2;0.6310204;;
2.77;2;0.5421423;;
2.771;2;0.5417199;;
2.7738789;;;0.0938328048796819;-0.0540751471915357
2.77;2;0.5421423;;
2.771;2;0.5417199;;
2.792;2;0.4973745;;
2.834;2;0.3948504;;
2.855;2;0.3631707;;
2.877;2;0.3184986;;
2.879;2;0.3180564;;
2.921;2;0.2293338;;
2.943;2;0.1846752;;
2.964;2;0.1399765;;
2.986;2;0.09503464;;
3.03;2;0.02826386;;
3.051;2;-0.01671575;;
3.053;2;-0.01718097;;
3.054;2;-0.04253202;;
3.054;2;-0.04689108;;
3.074;2;-0.06210138;;
3.075;2;-0.06225206;;
3.076;2;-0.0794069;;
3.096;2;-0.1069004;;
3.118;2;-0.151397;;
3.139;2;-0.1959836;;
3.14;2;-0.1959836;;
3.16;2;-0.2403496;;
3.181;2;-0.2850278;;
3.2320946;;;0.440432348815984;0.0927356357471255
3.245;2;-0.4191076;;
3.246;2;-0.4195172;;
3.289;2;-0.5112827;;
3.29;2;-0.5117108;;
3.311;2;-0.5532261;;
3.333;2;-0.5971841;;
3.335;2;-0.5980566;;
3.356;2;-0.6207055;;
3.357;2;-0.6209009;;
3.377;2;-0.6864218;;
3.379;2;-0.6871315;;
3.401;2;-0.732192;;
3.468;2;-0.8655882;;
3.469;2;-0.8663853;;
3.556;2;-1.044681;;
3.557;2;-1.045105;;
3.601;2;-1.133993;;
3.624;2;-1.177909;;
3.646;2;-1.223109;;
3.6898092;;;0.467478434726005;0.33391452947389
3.725;2;-1.356977;;
3.726;2;-1.371724;;
3.728;2;-1.378824;;
3.739;2;-1.406075;;
3.74;2;-1.406579;;
3.761;2;-1.446847;;
3.762;2;-1.447321;;
3.783;2;-1.492009;;
3.783;2;-1.492009;;
3.784;2;-1.492009;;
3.804;2;-1.536178;;
3.805;2;-1.53661;;
3.806;2;-1.536736;;
3.826;2;-1.55855;;
3.847;2;-1.625629;;
3.848;2;-1.625629;;
3.849;2;-1.625629;;
3.85;2;-1.625629;;
3.87;2;-1.670761;;
3.892;2;-1.715;;
3.893;2;-1.715;;
3.894;2;-1.715;;
3.914;2;-1.759094;;
3.915;2;-1.760007;;
3.935;2;-1.803639;;
3.937;2;-1.804528;;
3.981;2;-1.871908;;
3.982;2;-1.872289;;
4.003;2;-1.936714;;
4.004;2;-1.937593;;
4.004;2;-1.938013;;
4.005;2;-1.938221;;
4.025;2;-1.982746;;
4.026;2;-1.983851;;
4.027;2;-1.983851;;
4.049;2;-2.027403;;
4.05;2;-2.027744;;
4.051;2;-2.027856;;
4.052;2;-2.027892;;
4.071;2;-2.071627;;
4.072;2;-2.072572;;
4.073;2;-2.072751;;
4.093;2;-2.116869;;
4.094;2;-2.117262;;
4.115;2;-2.160834;;
4.117;2;-2.161748;;
4.144;2;-2.184202;;
4.144;2;-2.184202;;
4.145;2;-2.184202;;
4.1480254;;;0.302254357075112;0.4033883802057
4.144;2;-2.184202;;
4.144;2;-2.184202;;
4.145;2;-2.184202;;
4.159;2;-2.248626;;
4.16;2;-2.250777;;
4.162;2;-2.263984;;
4.163;2;-2.268588;;
4.206;2;-2.340909;;
4.207;2;-2.340909;;
4.229;2;-2.385043;;
4.23;2;-2.385446;;
4.251;2;-2.429255;;
4.252;2;-2.430109;;
4.274;2;-2.474057;;
4.275;2;-2.474881;;
4.296;2;-2.49654;;
4.297;2;-2.497123;;
4.319;2;-2.562183;;
4.32;2;-2.563666;;
4.342;2;-2.60856;;
4.343;2;-2.609076;;
4.364;2;-2.6531;;
4.365;2;-2.653629;;
4.366;2;-2.653629;;
4.386;2;-2.697368;;
4.387;2;-2.69779;;
4.408;2;-2.740335;;
4.409;2;-2.74145;;
4.432;2;-2.78735;;
4.455;2;-2.831117;;
4.458;2;-2.832101;;
4.478;2;-2.879977;;
4.5;2;-2.921474;;
4.501;2;-2.921822;;
4.501;2;-2.921942;;
4.522;2;-2.965493;;
4.523;2;-2.96589;;
4.543;2;-3.010372;;
4.553;2;-3.000257;;
4.566;2;-2.971886;;
4.587;2;-2.933531;;
4.588;2;-2.933149;;
4.5947211;;;0.243273051262198;0.337668614354438
4.587;2;-2.933531;;
4.588;2;-2.933149;;
4.61;2;-2.91154;;
4.612;2;-2.891452;;
4.633;2;-2.844637;;
4.634;2;-2.844174;;
4.657;2;-2.799703;;
4.659;2;-2.799285;;
4.678;2;-2.754849;;
4.68;2;-2.754344;;
4.7;2;-2.71046;;
4.701;2;-2.709543;;
4.702;2;-2.709391;;
4.725;2;-2.667388;;
4.746;2;-2.621628;;
4.747;2;-2.620714;;
4.748;2;-2.620205;;
4.768;2;-2.576011;;
4.769;2;-2.575378;;
4.77;2;-2.575011;;
4.771;2;-2.574928;;
4.79;2;-2.530751;;
4.79;2;-2.530365;;
4.791;2;-2.530196;;
4.811;2;-2.486865;;
4.812;2;-2.486323;;
4.813;2;-2.486323;;
4.833;2;-2.442179;;
4.833;2;-2.442014;;
4.834;2;-2.441688;;
4.835;2;-2.441636;;
4.855;2;-2.39738;;
4.855;2;-2.397158;;
4.9;2;-2.307994;;
4.901;2;-2.307994;;
4.922;2;-2.286019;;
4.923;2;-2.285579;;
4.924;2;-2.285515;;
4.944;2;-2.219662;;
4.945;2;-2.218853;;
4.946;2;-2.218853;;
4.946;2;-2.218853;;
4.947;2;-2.218853;;
4.966;2;-2.174022;;
4.974;2;-2.173462;;
4.975;2;-2.156019;;
4.975;2;-2.153085;;
4.989;2;-2.129224;;
4.991;2;-2.128505;;
4.991;2;-2.128495;;
5.011;2;-2.08503;;
5.012;2;-2.08459;;
5.013;2;-2.084518;;
5.014;2;-2.084487;;
5.014;2;-2.084487;;
5.033;2;-2.040596;;
5.034;2;-2.039642;;
5.035;2;-2.039469;;
5.0414064;;;0.0784034116607729;0.207976939999361
5.033;2;-2.040596;;
5.034;2;-2.039642;;
5.035;2;-2.039469;;
5.056;2;-1.995616;;
5.056;2;-1.995383;;
5.057;2;-1.995085;;
5.057;2;-1.995085;;
5.058;2;-1.995085;;
5.077;2;-1.973069;;
5.078;2;-1.97283;;
5.079;2;-1.97279;;
5.101;2;-1.908168;;
5.101;2;-1.907511;;
5.102;2;-1.906511;;
5.103;2;-1.906031;;
5.123;2;-1.860966;;
5.145;2;-1.816644;;
5.166;2;-1.772174;;
5.282;2;-1.549036;;
5.302;2;-1.503747;;
5.304;2;-1.503255;;
5.324;2;-1.459542;;
5.346;2;-1.414377;;
5.347;2;-1.413991;;
5.348;2;-1.413898;;
5.369;2;-1.370348;;
5.395;2;-1.347567;;
5.395;2;-1.347429;;
5.396;2;-1.347359;;
5.412;2;-1.267803;;
5.435;2;-1.23592;;
5.436;2;-1.235679;;
5.457;2;-1.191209;;
5.48;2;-1.146657;;
5.481;2;-1.146252;;
5.4884148;;;0.484858626073468;0.277197361517888
5.502;2;-1.101901;;
5.503;2;-1.101504;;
5.524;2;-1.056776;;
5.526;2;-1.056314;;
5.546;2;-1.034019;;
5.548;2;-1.033771;;
5.568;2;-0.9681385;;
5.569;2;-0.9674941;;
5.59;2;-0.9231804;;
5.611;2;-0.9004744;;
5.634;2;-0.8550041;;
5.655;2;-0.8110373;;
5.656;2;-0.7926322;;
5.676;2;-0.7658461;;
5.677;2;-0.7656042;;
5.697;2;-0.7218248;;
5.698;2;-0.7214116;;
5.718;2;-0.6679983;;
5.739;2;-0.6325125;;
5.74;2;-0.6321841;;
5.783;2;-0.5435424;;
5.783;2;-0.5432106;;
5.847;2;-0.4095578;;
5.847;2;-0.4093905;;
5.87;2;-0.3553469;;
5.891;2;-0.3198479;;
5.892;2;-0.3195279;;
5.892;2;-0.3194188;;
5.913;2;-0.2741063;;
5.914;2;-0.2741063;;
5.915;2;-0.2741063;;
5.936;2;-0.2315716;;
5.9461297;;;0.410664011757201;0.30429977518841
6.026;2;-0.04381046;;
6.047;2;-0.006594602;;
6.048;2;-0.006232298;;
6.049;2;-0.006175261;;
6.049;2;-0.006166937;;
6.069;2;0.03719852;;
6.07;2;0.03759568;;
6.07;2;0.03765963;;
6.071;2;0.03772302;;
6.091;2;0.06034268;;
6.092;2;0.07700092;;
6.093;2;0.08244571;;
6.093;2;0.08244571;;
6.113;2;0.1051192;;
6.114;2;0.122145;;
6.115;2;0.126115;;
6.135;2;0.1494296;;
6.136;2;0.1683058;;
6.156;2;0.1943498;;
6.158;2;0.1946328;;
6.178;2;0.2386927;;
6.178;2;0.2390508;;
6.199;2;0.2828681;;
6.2;2;0.2832896;;
6.228;2;0.3282764;;
6.242;2;0.3792031;;
6.242;2;0.3795743;;
6.263;2;0.4174502;;
6.264;2;0.4178307;;
6.285;2;0.4619976;;
6.286;2;0.462433;;
6.287;2;0.4624975;;
6.287;2;0.4625084;;
6.307;2;0.506413;;
6.308;2;0.507005;;
6.309;2;0.5073932;;
6.329;2;0.5293677;;
6.329;2;0.5295374;;
6.33;2;0.5296285;;
6.35;2;0.595401;;
6.351;2;0.5960396;;
6.353;2;0.5962074;;
6.373;2;0.6405457;;
6.374;2;0.6409284;;
6.393;2;0.6854087;;
6.394;2;0.6859925;;
6.4038446;;;0.487908838835968;0.365458722081852
6.415;2;0.7299417;;
6.416;2;0.7304629;;
6.437;2;0.752478;;
6.438;2;0.7712126;;
6.459;2;0.7972984;;
6.46;2;0.7975608;;
6.481;2;0.7976136;;
6.481;2;0.7976136;;
6.502;2;0.819627;;
6.503;2;0.8198918;;
6.524;2;0.9466952;;
6.546;2;0.9762264;;
6.547;2;0.9765633;;
6.568;2;1.019951;;
6.569;2;1.020311;;
6.589;2;1.064588;;
6.589;2;1.065155;;
6.609;2;1.110254;;
6.61;2;1.110254;;
6.63;2;1.154215;;
6.632;2;1.15469;;
6.658;2;1.199076;;
6.659;2;1.199396;;
6.673;2;1.250299;;
6.674;2;1.251223;;
6.695;2;1.288454;;
6.696;2;1.288823;;
6.717;2;1.332935;;
6.738;2;1.355627;;
6.74;2;1.355892;;
6.74;2;1.370648;;
6.761;2;1.401469;;
6.762;2;1.423188;;
6.763;2;1.423188;;
6.763;2;1.423188;;
6.783;2;1.445912;;
6.784;2;1.445912;;
6.784;2;1.445912;;
6.785;2;1.461068;;
6.804;2;1.49107;;
6.805;2;1.491354;;
6.806;2;1.491432;;
6.825;2;1.535072;;
6.826;2;1.535641;;
6.847;2;1.578525;;
6.848;2;1.578948;;
6.8620602;;;-0.425076799490062;0.239588669294144
6.89;2;1.668389;;
6.891;2;1.668828;;
6.911;2;1.712653;;
6.912;2;1.713088;;
6.932;2;1.758534;;
6.933;2;1.758534;;
6.954;2;1.802873;;
6.976;2;1.824447;;
6.976;2;1.824697;;
6.996;2;1.891232;;
6.997;2;1.891913;;
7.018;2;1.914202;;
7.019;2;1.93314;;
7.04;2;1.959132;;
7.041;2;1.95937;;
7.068;2;2.005707;;
7.07;2;2.024186;;
7.084;2;2.059503;;
7.105;2;2.092776;;
7.106;2;2.093165;;
7.126;2;2.138384;;
7.127;2;2.138384;;
7.148;2;2.192608;;
7.148;2;2.193269;;
7.169;2;2.22682;;
7.169;2;2.227228;;
7.19;2;2.271523;;
7.191;2;2.27206;;
7.211;2;2.316711;;
7.212;2;2.316711;;
7.232;2;2.36221;;
7.233;2;2.362693;;
7.254;2;2.405773;;
7.255;2;2.4062;;
7.276;2;2.42837;;
7.277;2;2.446182;;
7.297;2;2.473757;;
7.298;2;2.498863;;
7.319;2;2.518398;;
7.321;2;2.518398;;
7.3207782;;;-0.461765032346071;0.00293275468925899
7.321;2;2.518398;;
7.342;2;2.563715;;
7.364;2;2.607051;;
7.365;2;2.626925;;
7.386;2;2.651925;;
7.387;2;2.652367;;
7.388;2;2.674299;;
7.409;2;2.697096;;
7.43;2;2.740932;;
7.431;2;2.741375;;
7.432;2;2.741446;;
7.454;2;2.786874;;
7.455;2;2.812132;;
7.486;2;2.852768;;
7.487;2;2.853029;;
7.499;2;2.899414;;
7.521;2;2.919757;;
7.522;2;2.938357;;
7.543;2;2.964907;;
7.543;2;2.965011;;
7.544;2;2.96523;;
7.545;2;2.980728;;
7.545;2;2.982783;;
7.564;2;3.010397;;
7.565;2;3.010695;;
7.587;2;2.977457;;
7.587;2;2.977271;;
7.588;2;2.977107;;
7.589;2;2.958816;;
7.59;2;2.956055;;
7.61;2;2.93257;;
7.61;2;2.932408;;
7.611;2;2.905794;;
7.632;2;2.888346;;
7.633;2;2.888183;;
7.633;2;2.874953;;
7.634;2;2.867126;;
7.635;2;2.866008;;
7.654;2;2.843188;;
7.655;2;2.824168;;
7.656;2;2.821521;;
7.657;2;2.820797;;
7.657;2;2.820797;;
7.676;2;2.798958;;
7.677;2;2.798717;;
7.699;2;2.752785;;
7.7;2;2.752364;;
7.701;2;2.738409;;
7.701;2;2.731866;;
7.702;2;2.731866;;
7.721;2;2.709129;;
7.722;2;2.708886;;
7.723;2;2.691049;;
7.745;2;2.664565;;
7.745;2;2.656219;;
7.746;2;2.645088;;
7.747;2;2.643341;;
7.748;2;2.642859;;
7.767;2;2.620161;;
7.767;2;2.605228;;
7.768;2;2.59065;;
7.769;2;2.588156;;
7.7784931;;;0.027222257908806;-0.0929276837728397
7.767;2;2.620161;;
7.767;2;2.605228;;
7.768;2;2.59065;;
7.769;2;2.588156;;
7.789;2;2.574874;;
7.79;2;2.57475;;
7.791;2;2.559976;;
7.812;2;2.509821;;
7.813;2;2.508816;;
7.814;2;2.508671;;
7.815;2;2.508628;;
7.816;2;2.508628;;
7.834;2;2.464649;;
7.835;2;2.46414;;
7.836;2;2.464069;;
7.856;2;2.420152;;
7.857;2;2.419693;;
7.858;2;2.41963;;
7.859;2;2.419614;;
7.86;2;2.419614;;
7.879;2;2.374125;;
7.88;2;2.373723;;
7.88;2;2.373525;;
7.881;2;2.373525;;
7.901;2;2.352575;;
7.902;2;2.33694;;
7.902;2;2.33006;;
7.903;2;2.33006;;
7.923;2;2.274725;;
7.924;2;2.274161;;
7.925;2;2.274071;;
7.926;2;2.274046;;
7.945;2;2.262792;;
7.946;2;2.246185;;
7.947;2;2.241736;;
7.967;2;2.218255;;
7.968;2;2.199476;;
7.969;2;2.196649;;
7.969;2;2.195701;;
7.971;2;2.195701;;
7.99;2;2.151767;;
7.991;2;2.151331;;
7.992;2;2.151196;;
8.013;2;2.106597;;
8.013;2;2.106597;;
8.014;2;2.106597;;
8.015;2;2.106597;;
8.015;2;2.106597;;
8.034;2;2.08453;;
8.035;2;2.065253;;
8.036;2;2.062583;;
8.037;2;2.062014;;
8.056;2;2.039433;;
8.056;2;2.039236;;
8.058;2;2.017236;;
8.079;2;1.994306;;
8.08;2;1.96364;;
8.081;2;1.96364;;
8.081;2;1.96364;;
8.082;2;1.96364;;
8.103;2;1.927811;;
8.103;2;1.927683;;
8.104;2;1.927375;;
8.104;2;1.927375;;
8.124;2;1.905984;;
8.125;2;1.889447;;
8.125;2;1.883186;;
8.126;2;1.883186;;
8.146;2;1.860953;;
8.147;2;1.845991;;
8.148;2;1.838262;;
8.149;2;1.838262;;
8.169;2;1.793966;;
8.17;2;1.793541;;
8.171;2;1.793438;;
8.191;2;1.771556;;
8.192;2;1.754555;;
8.192;2;1.75163;;
8.193;2;1.749978;;
8.193;2;1.749694;;
8.212;2;1.727069;;
8.213;2;1.72684;;
8.214;2;1.70907;;
8.230191;;;0.499246084371618;-0.090093372388927
8.213;2;1.72684;;
8.214;2;1.70907;;
8.235;2;1.681927;;
8.236;2;1.681676;;
