yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.1895055;;;0;0
0.491312;;;0;0
0.7926164;;;0;0
1.0939219;;;0;0
1.3952258;;;0;0
1.6970323;;;0;0
1.9988388;;;0;0
2.158;-2;1.480939;;
2.178;-2;1.436437;;
2.179;-2;1.436052;;
2.18;-2;1.435933;;
2.18;-2;1.435922;;
2.2;-2;1.391373;;
2.201;-2;1.390919;;
2.223;-2;1.346822;;
2.224;-2;1.346401;;
2.245;-2;1.302694;;
2.246;-2;1.302255;;
2.247;-2;1.302189;;
2.275;-2;1.257829;;
2.29;-2;1.212946;;
2.291;-2;1.212307;;
2.292;-2;1.212216;;
2.3006445;;;-0.280936710654947;-0.0702341776637369
2.29;-2;1.212946;;
2.291;-2;1.212307;;
2.292;-2;1.212216;;
2.312;-2;1.16819;;
2.334;-2;1.123577;;
2.336;-2;1.123136;;
2.357;-2;1.078875;;
2.358;-2;1.07845;;
2.359;-2;1.07838;;
2.381;-2;1.034729;;
2.402;-2;0.9898632;;
2.403;-2;0.989426;;
2.404;-2;0.9893577;;
2.405;-2;0.9893391;;
2.471;-2;0.855679;;
2.473;-2;0.8552226;;
2.474;-2;0.855185;;
2.475;-2;0.8551766;;
2.475;-2;0.8551751;;
2.476;-2;0.8551742;;
2.494;-2;0.8111836;;
2.495;-2;0.8106748;;
2.516;-2;0.766526;;
2.516;-2;0.7661817;;
2.537;-2;0.7218111;;
2.559;-2;0.6773037;;
2.56;-2;0.6768836;;
2.581;-2;0.6324311;;
2.582;-2;0.6320424;;
2.583;-2;0.6319335;;
2.6019492;;;-0.422906935258141;-0.175960911478272
2.604;-2;0.587851;;
2.625;-2;0.5432617;;
2.627;-2;0.5428014;;
2.627;-2;0.5427677;;
2.648;-2;0.498223;;
2.671;-2;0.453674;;
2.672;-2;0.4532695;;
2.694;-2;0.4090346;;
2.694;-2;0.4087112;;
2.695;-2;0.4085562;;
2.696;-2;0.408535;;
2.717;-2;0.3641629;;
2.717;-2;0.3641498;;
2.718;-2;0.3637259;;
2.738;-2;0.3196287;;
2.739;-2;0.3191827;;
2.74;-2;0.3190977;;
2.741;-2;0.3190838;;
2.741;-2;0.3190825;;
2.742;-2;0.3190786;;
2.76;-2;0.2758162;;
2.761;-2;0.2750662;;
2.783;-2;0.2308874;;
2.784;-2;0.2300722;;
2.785;-2;0.22993;;
2.793;-2;0.2078809;;
2.794;-2;0.2072075;;
2.805;-2;0.1826427;;
2.806;-2;0.1826427;;
2.807;-2;0.1826427;;
2.808;-2;0.1826427;;
2.809;-2;0.1826427;;
2.827;-2;0.14119;;
2.828;-2;0.1407133;;
2.849;-2;0.09552599;;
2.851;-2;0.09505868;;
2.852;-2;0.09500994;;
2.852;-2;0.09500156;;
2.873;-2;0.05203811;;
2.873;-2;0.05148131;;
2.894;-2;0.007353336;;
2.896;-2;0.005949924;;
2.897;-2;0.005837034;;
2.898;-2;0.005808355;;
2.9037552;;;-0.44243185683168;-0.286568875686192
2.894;-2;0.007353336;;
2.896;-2;0.005949924;;
2.897;-2;0.005837034;;
2.898;-2;0.005808355;;
2.917;-2;-0.03889346;;
2.918;-2;-0.03889346;;
2.94;-2;-0.08380586;;
2.941;-2;-0.08417411;;
2.942;-2;-0.08428231;;
2.942;-2;-0.08429576;;
2.962;-2;-0.128016;;
2.963;-2;-0.1284202;;
2.963;-2;-0.128573;;
2.964;-2;-0.128573;;
2.964;-2;-0.128573;;
2.984;-2;-0.1727203;;
2.984;-2;-0.1729827;;
3.006;-2;-0.2172027;;
3.007;-2;-0.2177002;;
3.008;-2;-0.2177002;;
3.009;-2;-0.2177002;;
3.009;-2;-0.2177002;;
3.028;-2;-0.2624112;;
3.029;-2;-0.2624112;;
3.051;-2;-0.3060941;;
3.052;-2;-0.3066654;;
3.052;-2;-0.3067677;;
3.053;-2;-0.3070543;;
3.073;-2;-0.3512323;;
3.074;-2;-0.3517735;;
3.075;-2;-0.3517735;;
3.076;-2;-0.3517735;;
3.095;-2;-0.3950428;;
3.117;-2;-0.4400373;;
3.118;-2;-0.4410709;;
3.119;-2;-0.4410709;;
3.14;-2;-0.4857609;;
3.141;-2;-0.4857609;;
3.142;-2;-0.4857609;;
3.163;-2;-0.5301864;;
3.164;-2;-0.5305382;;
3.164;-2;-0.5306262;;
3.166;-2;-0.5307239;;
3.185;-2;-0.5752448;;
3.186;-2;-0.5752448;;
3.187;-2;-0.5752448;;
3.187;-2;-0.5752448;;
3.188;-2;-0.5752448;;
3.189;-2;-0.5752448;;
3.2055611;;;-0.495897104756649;-0.410543151875354
3.231;-2;-0.66444;;
3.231;-2;-0.66444;;
3.232;-2;-0.66444;;
3.232;-2;-0.66444;;
3.252;-2;-0.7088913;;
3.253;-2;-0.7093325;;
3.253;-2;-0.7094076;;
3.254;-2;-0.7094441;;
3.275;-2;-0.753413;;
3.277;-2;-0.753852;;
3.277;-2;-0.7538525;;
3.286;-2;-0.7734163;;
3.297;-2;-0.79843;;
3.299;-2;-0.800958;;
3.3;-2;-0.8012653;;
3.3;-2;-0.8012653;;
3.301;-2;-0.8012653;;
3.302;-2;-0.8012653;;
3.321;-2;-0.8428408;;
3.321;-2;-0.8430786;;
3.343;-2;-0.8872176;;
3.344;-2;-0.8882045;;
3.345;-2;-0.8882045;;
3.346;-2;-0.8882045;;
3.347;-2;-0.8882045;;
3.366;-2;-0.9324187;;
3.366;-2;-0.9327081;;
3.367;-2;-0.9330101;;
3.388;-2;-0.9777421;;
3.388;-2;-0.9777421;;
3.389;-2;-0.9777421;;
3.39;-2;-0.9777421;;
3.409;-2;-1.021268;;
3.41;-2;-1.021743;;
3.411;-2;-1.021811;;
3.411;-2;-1.021823;;
3.431;-2;-1.066269;;
3.432;-2;-1.066732;;
3.433;-2;-1.066797;;
3.434;-2;-1.06681;;
3.454;-2;-1.111203;;
3.454;-2;-1.111568;;
3.455;-2;-1.111721;;
3.456;-2;-1.111752;;
3.476;-2;-1.154775;;
3.477;-2;-1.155464;;
3.478;-2;-1.155867;;
3.479;-2;-1.156431;;
3.499;-2;-1.204243;;
3.5;-2;-1.204243;;
3.501;-2;-1.204243;;
3.502;-2;-1.204243;;
3.5073671;;;-0.4962961710852;-0.464383016982917
3.499;-2;-1.204243;;
3.5;-2;-1.204243;;
3.501;-2;-1.204243;;
3.502;-2;-1.204243;;
3.522;-2;-1.24549;;
3.524;-2;-1.246003;;
3.524;-2;-1.246003;;
3.525;-2;-1.246003;;
3.544;-2;-1.290168;;
3.545;-2;-1.290595;;
3.546;-2;-1.290705;;
3.566;-2;-1.334431;;
3.567;-2;-1.334883;;
3.568;-2;-1.33495;;
3.569;-2;-1.334967;;
3.569;-2;-1.33497;;
3.588;-2;-1.379248;;
3.589;-2;-1.379732;;
3.59;-2;-1.379808;;
3.611;-2;-1.423652;;
3.611;-2;-1.423974;;
3.612;-2;-1.424147;;
3.613;-2;-1.424171;;
3.634;-2;-1.468659;;
3.635;-2;-1.469191;;
3.635;-2;-1.469191;;
3.636;-2;-1.469191;;
3.636;-2;-1.469191;;
3.656;-2;-1.513211;;
3.657;-2;-1.513654;;
3.658;-2;-1.513741;;
3.679;-2;-1.5576;;
3.68;-2;-1.557973;;
3.68;-2;-1.558012;;
3.681;-2;-1.558111;;
3.682;-2;-1.558128;;
3.701;-2;-1.602184;;
3.702;-2;-1.602657;;
3.722;-2;-1.646852;;
3.723;-2;-1.647259;;
3.724;-2;-1.647351;;
3.725;-2;-1.6474;;
3.745;-2;-1.692205;;
3.745;-2;-1.692205;;
3.746;-2;-1.692205;;
3.747;-2;-1.692205;;
3.769;-2;-1.735857;;
3.77;-2;-1.736395;;
3.779;-2;-1.75795;;
