Gameobject;Timestamp;rx;ry;w;corrWindow;corrFreq;corrMethod;eye
circCubeCube1;0;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;0;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;0;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;0.1895055;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;0.1895055;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;0.1895055;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;0.491312;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;0.491312;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;0.491312;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;0.7926164;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;0.7926164;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;0.7926164;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;1.0939219;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;1.0939219;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;1.0939219;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;1.3952258;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;1.3952258;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;1.3952258;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;1.6970323;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;1.6970323;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;1.6970323;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;1.9988388;0;0;300;900;0.3;Pearson;BothEyes
xCubeCube2;1.9988388;0;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;1.9988388;0;0;300;900;0.3;Pearson;BothEyes
circCubeCube1;2.3006445;-0.58657040588976;0.532874808842591;300;900;0.3;Pearson;BothEyes
xCubeCube2;2.3006445;0.584499944262904;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;2.3006445;0;-0.561873421309895;300;900;0.3;Pearson;BothEyes
circCubeCube1;2.6019492;0.99146995331402;0.851229880674143;300;900;0.3;Pearson;BothEyes
xCubeCube2;2.6019492;-0.992029160272634;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;2.6019492;0;-0.845813870516282;300;900;0.3;Pearson;BothEyes
circCubeCube1;2.9037552;0.926093006821448;0.873457318780786;300;900;0.3;Pearson;BothEyes
xCubeCube2;2.9037552;-0.919438884627446;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;2.9037552;0;-0.88486371366336;300;900;0.3;Pearson;BothEyes
circCubeCube1;3.2055611;0.991575896739636;0.993246645355225;300;900;0.3;Pearson;BothEyes
xCubeCube2;3.2055611;-0.945640560574229;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;3.2055611;0;-0.991794209513298;300;900;0.3;Pearson;BothEyes
circCubeCube1;3.5073671;0.911642130881921;0.991731340204361;300;900;0.3;Pearson;BothEyes
xCubeCube2;3.5073671;0.925958433012049;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;3.5073671;0;-0.9925923421704;300;900;0.3;Pearson;BothEyes
circCubeCube1;3.8076695;0.952840209452917;0.994542429641291;300;900;0.3;Pearson;BothEyes
xCubeCube2;3.8076695;0.974161641135685;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;3.8076695;0;-0.994438251204313;300;900;0.3;Pearson;BothEyes
circCubeCube1;4.110478;0.915168643434188;0.988674555600103;300;900;0.3;Pearson;BothEyes
xCubeCube2;4.110478;0.90667391462594;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;4.110478;0;-0.988766851425202;300;900;0.3;Pearson;BothEyes
circCubeCube1;4.4122848;-0.787086275370126;0.848802503651843;300;900;0.3;Pearson;BothEyes
xCubeCube2;4.4122848;0.819410705201779;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;4.4122848;0;-0.845549194820559;300;900;0.3;Pearson;BothEyes
circCubeCube1;4.7135889;-0.900061469224864;0.905437127789546;300;900;0.3;Pearson;BothEyes
xCubeCube2;4.7135889;0.887318676506846;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;4.7135889;0;0.917506343681236;300;900;0.3;Pearson;BothEyes
circCubeCube1;5.0148934;0.87335139838649;0.80254904954659;300;900;0.3;Pearson;BothEyes
xCubeCube2;5.0148934;-0.863582506684874;0;300;900;0.3;Pearson;BothEyes
yCubeCube3;5.0148934;0;0.81662217310066;300;900;0.3;Pearson;BothEyes
circCubeCube1;5.3167001;0.985364455049273;0.987097707537465;300;900;0.3;Pearson;BothEyes
