circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.1895055;;;0;0
0.491312;;;0;0
0.7926164;;;0;0
1.0939219;;;0;0
1.3952258;;;0;0
1.6970323;;;0;0
1.9988388;;;0;0
2.158;-0.3275992;-1.463789;;
2.178;-0.35312;-1.45784;;
2.179;-0.3533469;-1.457787;;
2.18;-0.3534164;-1.457771;;
2.18;-0.3534232;-1.457769;;
2.2;-0.3788702;-1.451361;;
2.201;-0.3791296;-1.451296;;
2.223;-0.4042031;-1.444511;;
2.224;-0.4044423;-1.444446;;
2.245;-0.4291728;-1.43729;;
2.246;-0.4294215;-1.437218;;
2.247;-0.4294589;-1.437207;;
2.275;-0.4544281;-1.429507;;
2.29;-0.4795514;-1.421274;;
2.291;-0.4799092;-1.421156;;
2.292;-0.4799601;-1.42114;;
2.3006445;;;-0.0268477985235846;-0.00671194963089615
2.29;-0.4795514;-1.421274;;
2.291;-0.4799092;-1.421156;;
2.292;-0.4799601;-1.42114;;
2.312;-0.5044562;-1.412627;;
2.334;-0.5291259;-1.403573;;
2.336;-0.52937;-1.403484;;
2.357;-0.5536823;-1.394069;;
2.358;-0.5539159;-1.393978;;
2.359;-0.5539542;-1.393963;;
2.381;-0.5777658;-1.384261;;
2.402;-0.6020635;-1.373867;;
2.403;-0.6023003;-1.373766;;
2.404;-0.6023373;-1.37375;;
2.405;-0.6023474;-1.373746;;
2.471;-0.6735868;-1.340245;;
2.473;-0.67383;-1.340131;;
2.474;-0.6738501;-1.340122;;
2.475;-0.6738546;-1.340119;;
2.475;-0.6738554;-1.340119;;
2.476;-0.6738558;-1.340119;;
2.494;-0.6969034;-1.328276;;
2.495;-0.6971699;-1.328139;;
2.516;-0.7200891;-1.315851;;
2.516;-0.7202679;-1.315755;;
2.537;-0.7430826;-1.303004;;
2.558;-0.7657357;-1.289822;;
2.56;-0.7659762;-1.289682;;
2.581;-0.7883505;-1.276125;;
2.582;-0.7885461;-1.276006;;
2.583;-0.7886009;-1.275973;;
2.6019492;;;0.921349916994082;0.223625529617624
2.604;-0.8105689;-1.262129;;
2.625;-0.8325436;-1.247743;;
2.627;-0.8327705;-1.247595;;
2.627;-0.832787;-1.247584;;
2.648;-0.8544807;-1.232824;;
2.671;-0.8759164;-1.217688;;
2.672;-0.876111;-1.21755;;
2.694;-0.8971265;-1.202147;;
2.694;-0.8972802;-1.202034;;
2.695;-0.8973538;-1.20198;;
2.696;-0.8973638;-1.201972;;
2.717;-0.9181691;-1.186152;;
2.717;-0.9181753;-1.186148;;
2.718;-0.9183741;-1.185996;;
2.738;-0.9387717;-1.169914;;
2.739;-0.938978;-1.169752;;
2.74;-0.9390174;-1.169721;;
2.741;-0.9390238;-1.169716;;
2.741;-0.9390244;-1.169715;;
2.742;-0.9390262;-1.169714;;
2.76;-0.9587584;-1.153588;;
2.761;-0.9591004;-1.153308;;
2.783;-0.9789619;-1.136494;;
2.784;-0.9793285;-1.136184;;
2.785;-0.9793924;-1.136129;;
2.793;-0.9891919;-1.127606;;
2.794;-0.9894912;-1.127345;;
2.805;-1.00032;-1.117748;;
2.806;-1.00032;-1.117748;;
2.807;-1.00032;-1.117748;;
2.808;-1.00032;-1.117748;;
2.809;-1.00032;-1.117748;;
2.827;-1.01838;-1.101315;;
2.828;-1.018588;-1.101126;;
2.849;-1.037964;-1.082877;;
2.851;-1.038164;-1.082688;;
2.852;-1.038185;-1.082668;;
2.852;-1.038189;-1.082665;;
2.873;-1.056301;-1.06499;;
2.873;-1.056536;-1.064761;;
2.894;-1.074826;-1.046291;;
2.896;-1.075407;-1.045704;;
2.897;-1.075454;-1.045657;;
2.898;-1.075466;-1.045645;;
2.9037552;;;0.899775162801117;0.448569320317903
2.894;-1.074826;-1.046291;;
2.896;-1.075407;-1.045704;;
2.897;-1.075454;-1.045657;;
2.898;-1.075466;-1.045645;;
2.917;-1.093655;-1.026605;;
2.918;-1.093655;-1.026605;;
2.94;-1.111588;-1.007156;;
2.941;-1.111735;-1.006997;;
2.942;-1.111778;-1.00695;;
2.942;-1.111784;-1.006944;;
2.962;-1.128905;-0.9877066;;
2.963;-1.129064;-0.9875287;;
2.963;-1.129123;-0.9874615;;
2.964;-1.129123;-0.9874615;;
2.964;-1.129123;-0.9874615;;
2.984;-1.14607;-0.967737;;
2.984;-1.146171;-0.9676198;;
3.006;-1.162799;-0.9475708;;
3.007;-1.162986;-0.9473453;;
3.008;-1.162986;-0.9473453;;
3.009;-1.162986;-0.9473453;;
3.009;-1.162986;-0.9473453;;
3.028;-1.17944;-0.9267806;;
3.029;-1.17944;-0.9267806;;
3.051;-1.195159;-0.9064098;;
3.051;-1.195243;-0.9063017;;
3.052;-1.195438;-0.9060484;;
3.053;-1.19551;-0.9059549;;
3.073;-1.21104;-0.8850847;;
3.074;-1.21123;-0.884829;;
3.075;-1.21123;-0.884829;;
3.076;-1.21123;-0.884829;;
3.095;-1.226084;-0.864118;;
3.117;-1.241161;-0.8423203;;
3.118;-1.241507;-0.8418196;;
3.119;-1.241507;-0.8418196;;
3.14;-1.256089;-0.819903;;
3.141;-1.256089;-0.819903;;
3.142;-1.256089;-0.819903;;
3.163;-1.270198;-0.7978643;;
3.164;-1.27031;-0.7976898;;
3.164;-1.270338;-0.7976462;;
3.166;-1.270369;-0.7975977;;
3.185;-1.284119;-0.7752666;;
3.186;-1.284119;-0.7752666;;
3.187;-1.284119;-0.7752666;;
3.187;-1.284119;-0.7752666;;
3.188;-1.284119;-0.7752666;;
3.189;-1.284119;-0.7752666;;
3.2055611;;;0.99241127104743;0.696672138079761
3.231;-1.310481;-0.7298216;;
3.231;-1.310481;-0.7298216;;
3.232;-1.310481;-0.7298216;;
3.232;-1.310481;-0.7298216;;
3.252;-1.323018;-0.7068345;;
3.253;-1.323142;-0.7066063;;
3.253;-1.323164;-0.7065675;;
3.254;-1.323174;-0.7065486;;
3.275;-1.335173;-0.6835966;;
3.277;-1.335293;-0.6833675;;
3.277;-1.335293;-0.6833672;;
3.286;-1.340498;-0.6730857;;
3.297;-1.347043;-0.6598849;;
3.299;-1.347705;-0.6585507;;
3.3;-1.347785;-0.6583886;;
3.3;-1.347785;-0.6583886;;
3.301;-1.347785;-0.6583886;;
3.302;-1.347785;-0.6583886;;
3.321;-1.358352;-0.6362958;;
3.321;-1.358412;-0.6361694;;
3.343;-1.369231;-0.6125278;;
3.344;-1.369473;-0.6119992;;
3.345;-1.369473;-0.6119992;;
3.346;-1.369473;-0.6119992;;
3.347;-1.369473;-0.6119992;;
3.366;-1.37989;-0.588129;;
3.366;-1.379958;-0.5879727;;
3.367;-1.380029;-0.5878097;;
3.388;-1.390141;-0.5634784;;
3.388;-1.390141;-0.5634784;;
3.389;-1.390141;-0.5634784;;
3.39;-1.390141;-0.5634784;;
3.409;-1.399566;-0.5396352;;
3.41;-1.399669;-0.5393749;;
3.411;-1.399684;-0.5393376;;
3.411;-1.399686;-0.5393313;;
3.431;-1.408883;-0.5148193;;
3.432;-1.408979;-0.5145638;;
3.433;-1.408993;-0.5145283;;
3.434;-1.408996;-0.5145206;;
3.454;-1.417748;-0.4898797;;
3.454;-1.41782;-0.4896772;;
3.455;-1.41785;-0.4895923;;
3.456;-1.417856;-0.489575;;
3.476;-1.425917;-0.4655488;;
3.477;-1.426046;-0.4651643;;
3.478;-1.426122;-0.4649389;;
3.479;-1.426227;-0.4646242;;
3.499;-1.434699;-0.4377654;;
3.5;-1.434699;-0.4377654;;
3.501;-1.434699;-0.4377654;;
3.502;-1.434699;-0.4377654;;
3.5073671;;;0.951686735543141;0.941305771596442
3.499;-1.434699;-0.4377654;;
3.5;-1.434699;-0.4377654;;
