timestamp;radius;size;depth
39.7358496;0.5;0.9;16
62.117425;1.5;0.3;16
64.1037111;0.5;0.65;2
66.5291668;1.5;0.65;6
70.2931847;1.5;0.3;2
72.5602192;2.5;0.3;16
75.1069964;1.5;0.9;6
79.0840818;2.5;0.65;2
82.3232024;0.5;0.9;2
85.4059069;2.5;0.9;16
88.5798546;2.5;0.9;6
91.1697472;2.5;0.65;16
94.6429914;0.5;0.9;6
96.8102602;0.5;0.65;6
99.3790966;1.5;0.9;2
101.6250745;2.5;0.65;6
104.6526321;1.5;0.3;6
107.433533;2.5;0.9;2
110.9188327;1.5;0.65;16
113.5212675;0.5;0.65;16
116.4480586;1.5;0.9;16
119.5417915;2.5;0.3;2
122.3452526;0.5;0.3;2
124.9817698;2.5;0.3;6
127.3154805;0.5;0.3;6
129.7955815;0.5;0.3;16
132.6592033;1.5;0.65;2
