26.870098;0;0;0;6;1;
42.1910441;0;2;16;0;0;
58.3104007;1;0;0;2;3;
74.4396721;1;9;0;0;3;
90.5686096;2;2;13;3;1;
106.6765381;0;3;0;0;0;
122.7834186;0;2;5;0;0;
138.8902023;0;0;11;10;4;
154.9971201;5;1;2;1;2;
171.1155434;14;5;3;4;0;
187.2339877;6;0;1;2;2;
203.3524317;0;0;7;0;0;
219.4726397;2;8;3;0;0;
235.6006983;0;10;4;0;0;
251.7616486;0;0;1;7;1;
267.9133853;0;0;10;5;0;
284.0969117;0;6;2;8;2;
297.4340306;0;15;0;0;0;
313.5744368;0;0;0;7;8;
326.8893234;0;17;5;0;0;
343.0871045;1;0;10;2;5;
359.264914;2;9;0;0;4;
375.4439333;1;9;1;2;1;
391.620274;1;0;1;1;0;
407.7686942;7;9;0;0;0;
423.945304;0;0;2;9;0;
433.0304491;3;16;0;0;0;
