Timestamp;SelectionTime;aim;selection;correct?;smoothCorrelation;speedInDeg;widthInDeg;radiusInDeg;counterDifference;differenceAtSelection;pearsonThreshold;w;averageWindow;correlationFrequency
26.8665889;15.0781813;4;4;True;-0.2416288;44.69071;4.753887;26.61586;15;6;0.600000023841858;300;900;0.2
42.1910441;14.298221;2;3;False;0.8179182;224.5995;4.918366;9.016356;15;16;0.600000023841858;300;900;0.2
58.3098997;15.0926216;4;5;False;0.5174975;134.0721;4.753448;9.016356;15;3;0.600000023841858;300;900;0.2
74.4396721;15.1024932;1;2;False;0.0383663;26.81442;5.596231;43.03139;15;9;0.600000023841858;300;900;0.2
90.5686096;15.1022025;3;3;True;0.8;44.91989;5.623802;43.03139;15;13;0.600000023841858;300;900;0.2
106.6760369;15.08019;2;2;True;-0.2298025;26.81442;5.594542;43.03137;15;3;0.600000023841858;300;900;0.2
122.7834186;15.0806457;2;3;False;0.08029595;8.938142;5.622463;43.03138;15;5;0.600000023841858;300;900;0.2
138.889701;15.0795468;3;3;True;-0.0588009;74.86649;4.755691;26.61586;15;11;0.600000023841858;300;900;0.2
154.9971201;15.0796807;2;1;False;-0.3263059;8.938142;5.501443;43.03138;15;5;0.600000023841858;300;900;0.2
171.1155434;15.0911862;1;1;True;0.0878921;44.91989;5.522659;43.03138;15;14;0.600000023841858;300;900;0.2
187.2339877;15.0912075;4;1;False;0;14.8969;5.240998;26.61586;15;6;0.600000023841858;300;900;0.2
203.3524317;15.0912072;3;3;True;0.1087138;74.86649;4.75644;26.61586;15;7;0.600000023841858;300;900;0.2
219.4721377;15.0924687;2;2;True;0.2057318;44.69071;4.751585;9.016368;15;8;0.600000023841858;300;900;0.2
235.6006983;15.1028342;1;2;False;-0.03499892;224.5995;4.757137;9.016368;15;10;0.600000023841858;300;900;0.2
251.7616486;15.1347229;3;4;False;0.0142701;134.0721;4.912757;9.016361;15;7;0.600000023841858;300;900;0.2
267.912884;15.1239911;3;3;True;0.1970729;26.81442;4.840399;43.03138;15;10;0.600000023841858;300;900;0.2
284.0969117;15.1557842;4;4;True;-0.01202066;8.938142;4.857429;43.03137;15;8;0.600000023841858;300;900;0.2
297.4340306;12.311894;2;2;True;0.7485076;134.0721;4.830492;9.01635;15;15;0.600000023841858;300;900;0.2
313.5744368;15.1151816;4;5;False;0.3324765;14.8969;5.032228;26.61586;15;8;0.600000023841858;300;900;0.2
326.8893234;12.2866541;2;2;True;0.936765;74.86649;5.157125;26.61586;15;17;0.600000023841858;300;900;0.2
343.0866032;15.1700496;4;3;False;0.175875;44.91989;5.624521;43.03138;15;10;0.600000023841858;300;900;0.2
359.264914;15.1505796;1;2;False;0.1694166;44.69071;4.752736;9.016368;15;9;0.600000023841858;300;900;0.2
375.4434323;15.1542964;3;2;False;-0.5163422;14.8969;5.362605;26.61586;15;9;0.600000023841858;300;900;0.2
391.620274;15.1496117;4;3;False;-0.7747906;44.69071;4.916751;9.016368;15;1;0.600000023841858;300;900;0.2
407.768193;15.1206887;1;2;False;0.3552211;44.69071;5.028388;26.61585;15;9;0.600000023841858;300;900;0.2
423.945304;15.1453689;3;4;False;0.7869607;44.69071;4.762143;26.61586;15;9;0.600000023841858;300;900;0.2
433.0299476;8.0584162;1;2;False;0.6681047;224.5995;4.753371;9.016368;15;16;0.600000023841858;300;900;0.2
