circular2Timestamp;circular2XPos;circular2YPos;circular2newCorr;circular2smoothCorr
14.1194744;;;0;0
14.4177659;;;0;0
14.719567;;;0.713478676730884;0.237826225576961
15.0283862;;;0.813608636059773;0.509029104263552
15.334198;;;-0.874479223489797;0.217536029766953
15.6354981;;;0.0186906476711416;-0.0140599799196274
15.9372984;;;0;-0.285262858606218
16.2380971;;;0;0.00623021589038053
16.5414022;;;0;0
16.8427021;;;0;0
17.1445027;;;0;0
17.4463039;;;0;0
17.7481048;;;0;0
18.0438894;;;0.676841417900676;0.225613805966892
18.3456911;;;0.739445214773295;0.472095544224657
18.6525051;;;0.0109400719393914;0.475742234871121
