Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
18.253539;2.7157213;1;5;False;0.6881868;45;11.49876;10.75767;9.57271;2.186196;-0.9551564;0.997288;0.6;300;900;0.3
21.4360021;2.1025914;3;3;True;0.6695356;45;12.25294;11.73199;45.44067;0;1;1;0.6;300;900;0.3
23.4789344;1.2172363;2;3;False;0.6824273;45;16.55309;16.18932;45.44068;21.61209;0.9976893;-0.9701557;0.6;300;900;0.3
26.0653122;1.5275622;3;2;False;0.6091325;45;11.36163;10.77834;9.572716;3.704093;0.9899386;0.9709454;0.6;300;900;0.3
28.5524266;1.5270606;1;1;True;0.7681592;45;5.229254;5.565739;28.20312;0;1;1;0.6;300;900;0.3
31.2977261;1.7917645;2;3;False;0.6197239;45;16.17501;15.94624;28.20313;7.741717;-0.1885389;0.9955615;0.6;300;900;0.3
34.259101;2.1035936;2;4;False;0.6718414;45;16.44118;15.87871;28.20312;20.80125;-0.9961721;-0.9996079;0.6;300;900;0.3
36.0804443;0.9089157;2;2;True;0.6969506;45;5.143804;4.742564;9.572716;0;1;1;0.6;300;900;0.3
38.7500434;1.5230497;3;2;False;0.8927099;45;17.15288;15.42577;45.44068;16.89765;0.9891033;0.9695247;0.6;300;900;0.3
40.5949491;0.9104207;2;2;True;0.6402719;45;16.36312;15.37767;9.572716;0;1;1;0.6;300;900;0.3
42.8649859;1.2132265;2;3;False;0.6436536;45;11.52768;11.71245;45.44067;21.85669;0.9976915;-0.9714196;0.6;300;900;0.3
45.8208466;1.814325;1;5;False;0.7081729;45;5.207916;4.754161;9.57271;5.056663;0.99862;-0.9930004;0.6;300;900;0.3
48.4027116;1.2232523;2;3;False;0.6356386;45;11.52219;11.7124;45.44068;21.54172;0.9970919;-0.9599739;0.6;300;900;0.3
51.1259532;1.4999887;4;5;False;0.8486798;45;17.75976;17.01157;45.44068;2.589451;-0.9947997;0.9987528;0.6;300;900;0.3
53.5724592;1.233279;2;2;True;0.7008429;45;16.32528;15.44389;9.572716;0;1;1;0.6;300;900;0.3
56.6807791;1.8279152;2;4;False;0.696277;45;5.606739;5.206175;28.20312;24.08141;-0.6998007;-0.9997359;0.6;300;900;0.3
58.5437328;0.9199456;3;4;False;0.6621031;45;6.010191;4.704781;45.44068;17.20051;-0.7899778;0.9959214;0.6;300;900;0.3
60.9566497;1.2207466;2;2;True;0.9627424;45;5.176046;4.711875;9.572716;0;1;1;0.6;300;900;0.3
62.9444355;0.6161386;4;4;True;0.6154081;45;16.50801;15.52176;9.57271;0;1;1;0.6;300;900;0.3
66.2391969;1.8268577;1;1;True;0.9621038;45;11.4735;12.15468;28.20312;0;1;1;0.6;300;900;0.3
68.7568926;1.5380909;3;2;False;0.6419891;45;16.88896;15.46178;28.20312;10.6555;0.9927035;0.9851816;0.6;300;900;0.3
70.9371893;0.9259618;4;4;True;0.7198167;45;12.58516;10.75667;28.20313;0;1;1;0.6;300;900;0.3
73.0904163;0.9445122;2;2;True;0.6349841;45;5.563158;5.074245;28.20312;0;1;1;0.6;300;900;0.3
76.1144575;1.792266;3;2;False;0.8068365;45;12.19139;10.80982;28.20312;7.76967;-0.103409;0.9954755;0.6;300;900;0.3
78.9048774;1.5155302;1;4;False;0.8919276;45;11.51153;10.70527;9.572704;5.98886;-0.998787;-0.9992317;0.6;300;900;0.3
81.0179972;0.9109228;1;3;False;0.6557953;45;5.317704;5.419746;45.44067;23.61582;-0.9993536;-0.9982702;0.6;300;900;0.3
130.6560097;1.8243514;2;2;True;0.9658856;45;5.737957;4.913564;45.44067;0;1;1;0.6;300;900;0.3
