lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
6.112;0;0
6.114;0.2509923;0.1708968
6.132;0.2682597;0.1535961
6.153;0.2754974;0.1433083
6.154;0.2825869;0.1354057
6.155;0.2958388;0.1198516
6.112;0;0;;
6.114;0.2509923;0.1708968;;
6.132;0.2682597;0.1535961;;
6.153;0.2754974;0.1433083;;
6.154;0.2825869;0.1354057;;
6.155;0.2958388;0.1198516;;
6.174;0.3004539;0.1128229
6.175;0.3036407;0.109126
6.195;0.4130534;0.1651277
6.196;0.4125213;0.1642125
6.196;0.4118395;0.1641603
6.216;0.420491;0.1664622
6.217;0.4199672;0.1667764
6.238;0.4214543;0.1683956
6.239;0.4233599;0.1701887
6.261;0.4264502;0.1729673
6.262;0.4294864;0.1757271
6.284;0.4314161;0.1787271
6.284;0.4333866;0.1818719
6.305;0.4346643;0.1841932
6.112;0;0;;
6.114;0.2509923;0.1708968;;
6.132;0.2682597;0.1535961;;
6.153;0.2754974;0.1433083;;
6.154;0.2825869;0.1354057;;
6.155;0.2958388;0.1198516;;
6.174;0.3004539;0.1128229;;
6.175;0.3036407;0.109126;;
6.195;0.4130534;0.1651277;;
6.196;0.4125213;0.1642125;;
6.196;0.4118395;0.1641603;;
6.216;0.420491;0.1664622;;
6.217;0.4199672;0.1667764;;
6.238;0.4214543;0.1683956;;
6.239;0.4233599;0.1701887;;
6.261;0.4264502;0.1729673;;
6.262;0.4294864;0.1757271;;
6.284;0.4314161;0.1787271;;
6.284;0.4333866;0.1818719;;
6.305;0.4346643;0.1841932;;
6.328;0.436792;0.1862906
6.35;0.4422827;0.1841328
6.351;0.4548036;0.1780051
6.372;0.4706016;0.1702244
6.373;0.488254;0.1623729
6.374;0.527311;0.1695434
6.375;0.5427796;0.1652238
6.394;0.5527642;0.1659185
6.396;0.5601352;0.1683399
6.416;0.5676093;0.1713275
6.439;0.5745006;0.1735075
6.44;0.5827724;0.1751472
6.46;0.5913823;0.1821409
6.462;0.595938;0.1946856
6.174;0.3004539;0.1128229;;
6.175;0.3036407;0.109126;;
6.195;0.4130534;0.1651277;;
6.196;0.4125213;0.1642125;;
6.196;0.4118395;0.1641603;;
6.216;0.420491;0.1664622;;
6.217;0.4199672;0.1667764;;
6.238;0.4214543;0.1683956;;
6.239;0.4233599;0.1701887;;
6.261;0.4264502;0.1729673;;
6.262;0.4294864;0.1757271;;
6.284;0.4314161;0.1787271;;
6.284;0.4333866;0.1818719;;
6.305;0.4346643;0.1841932;;
6.328;0.436792;0.1862906;;
6.35;0.4422827;0.1841328;;
6.351;0.4548036;0.1780051;;
6.372;0.4706016;0.1702244;;
6.373;0.488254;0.1623729;;
6.374;0.527311;0.1695434;;
6.375;0.5427796;0.1652238;;
6.394;0.5527642;0.1659185;;
6.396;0.5601352;0.1683399;;
6.416;0.5676093;0.1713275;;
6.439;0.5745006;0.1735075;;
6.44;0.5827724;0.1751472;;
6.46;0.5913823;0.1821409;;
6.462;0.595938;0.1946856;;
6.484;0.5990688;0.2119974
6.486;0.5961463;0.235238
6.506;0.5891383;0.2584005
6.507;0.5804486;0.2840847
6.528;0.5699697;0.303439
6.529;0.6046512;0.3219525
6.53;0.5960116;0.3353179
6.53;0.6397996;0.3579913
6.55;0.6290402;0.3671583
6.551;0.6681794;0.3891575
6.552;0.6579157;0.3905282
6.573;0.666399;0.4069953
6.573;0.6589378;0.4086023
6.574;0.6458535;0.4164892
6.575;0.6371226;0.4155353
6.595;0.6218869;0.4186637
6.596;0.61075;0.4203434
6.597;0.6019284;0.4185471
6.597;0.5935911;0.4161211
6.598;0.5813;0.4172068
6.617;0.5724903;0.413565
6.618;0.5652183;0.4107572
6.619;0.5594783;0.4109887
6.328;0.436792;0.1862906;;
6.35;0.4422827;0.1841328;;
6.351;0.4548036;0.1780051;;
6.372;0.4706016;0.1702244;;
6.373;0.488254;0.1623729;;
6.374;0.527311;0.1695434;;
6.375;0.5427796;0.1652238;;
6.394;0.5527642;0.1659185;;
6.396;0.5601352;0.1683399;;
6.416;0.5676093;0.1713275;;
6.439;0.5745006;0.1735075;;
6.44;0.5827724;0.1751472;;
6.46;0.5913823;0.1821409;;
6.462;0.595938;0.1946856;;
6.484;0.5990688;0.2119974;;
6.486;0.5961463;0.235238;;
6.506;0.5891383;0.2584005;;
6.507;0.5804486;0.2840847;;
6.528;0.5699697;0.303439;;
6.529;0.6046512;0.3219525;;
6.53;0.5960116;0.3353179;;
6.53;0.6397996;0.3579913;;
6.55;0.6290402;0.3671583;;
6.551;0.6681794;0.3891575;;
6.552;0.6579157;0.3905282;;
6.573;0.666399;0.4069953;;
6.573;0.6589378;0.4086023;;
6.574;0.6458535;0.4164892;;
6.575;0.6371226;0.4155353;;
6.595;0.6218869;0.4186637;;
6.596;0.61075;0.4203434;;
6.597;0.6019284;0.4185471;;
6.597;0.5935911;0.4161211;;
6.598;0.5813;0.4172068;;
6.617;0.5724903;0.413565;;
6.618;0.5652183;0.4107572;;
6.619;0.5594783;0.4109887;;
6.64;0.5544314;0.4117962
6.64;0.5532702;0.408654
6.641;0.5515734;0.4100786
6.642;0.5511289;0.4077802
6.671;0.5505571;0.4096586
6.672;0.5532858;0.4103401
6.672;0.5557158;0.411823
6.684;0.5553999;0.413987
6.685;0.5551325;0.4154731
6.708;0.5549494;0.4155979
6.709;0.5549583;0.414611
6.731;0.5549339;0.4128657
6.733;0.5549601;0.4107908
6.756;0.5551028;0.4088003
6.757;0.5553944;0.4068617
6.778;0.5559068;0.4054518
6.779;0.5616776;0.4054915
6.484;0.5990688;0.2119974;;
6.486;0.5961463;0.235238;;
6.506;0.5891383;0.2584005;;
6.507;0.5804486;0.2840847;;
6.528;0.5699697;0.303439;;
6.529;0.6046512;0.3219525;;
6.53;0.5960116;0.3353179;;
6.53;0.6397996;0.3579913;;
6.55;0.6290402;0.3671583;;
6.551;0.6681794;0.3891575;;
6.552;0.6579157;0.3905282;;
6.573;0.666399;0.4069953;;
6.573;0.6589378;0.4086023;;
6.574;0.6458535;0.4164892;;
6.575;0.6371226;0.4155353;;
6.595;0.6218869;0.4186637;;
6.596;0.61075;0.4203434;;
6.597;0.6019284;0.4185471;;
6.597;0.5935911;0.4161211;;
6.598;0.5813;0.4172068;;
6.617;0.5724903;0.413565;;
6.618;0.5652183;0.4107572;;
6.619;0.5594783;0.4109887;;
6.64;0.5544314;0.4117962;;
6.64;0.5532702;0.408654;;
6.641;0.5515734;0.4100786;;
6.642;0.5511289;0.4077802;;
6.671;0.5505571;0.4096586;;
6.672;0.5532858;0.4103401;;
6.672;0.5557158;0.411823;;
6.684;0.5553999;0.413987;;
