lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
3.705;0;0
3.706;0.2508823;0.09783053
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406
3.726;0.3378541;0.153479
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671
3.747;0.3235781;0.1464691
3.748;0.3128006;0.1426282
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671;;
3.747;0.3235781;0.1464691;;
3.748;0.3128006;0.1426282;;
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671;;
3.747;0.3235781;0.1464691;;
3.748;0.3128006;0.1426282;;
3.769;0.3078031;0.1414763
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671;;
3.747;0.3235781;0.1464691;;
3.748;0.3128006;0.1426282;;
3.769;0.3078031;0.1414763;;
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671;;
3.747;0.3235781;0.1464691;;
3.748;0.3128006;0.1426282;;
3.769;0.3078031;0.1414763;;
3.791;0.2856736;0.136208
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671;;
3.747;0.3235781;0.1464691;;
3.748;0.3128006;0.1426282;;
3.769;0.3078031;0.1414763;;
3.791;0.2856736;0.136208;;
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671;;
3.747;0.3235781;0.1464691;;
3.748;0.3128006;0.1426282;;
3.769;0.3078031;0.1414763;;
3.791;0.2856736;0.136208;;
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
3.746;0.3359302;0.1529671;;
3.747;0.3235781;0.1464691;;
3.748;0.3128006;0.1426282;;
3.769;0.3078031;0.1414763;;
3.791;0.2856736;0.136208;;
3.705;0;0;;
3.706;0.2508823;0.09783053;;
3.725;0.3409969;0.1544406;;
3.726;0.3378541;0.153479;;
