linear3Timestamp;linear3XPos;linear3YPos;linear3newCorr;linear3smoothCorr
0;;;0;0
0.3769974;;;0;0
0.5299035;;;0;0
0.6863159;;;0;0
0.8427322;;;0;0
0.9991441;;;0;0
1.1555892;;;0;0
1.3120031;;;0;0
1.4679156;;;0;0
1.624831;;;0;0
1.7807432;;;0;0
1.9371576;;;0;0
2.0940726;;;0;0
2.250487;;;0;0
2.4069005;;;0;0
2.5633152;;;0;0
2.7197286;;;0;0
2.8761443;;;0;0
3.032055;;;0;0
3.1889707;;;0;0
3.3448829;;;0;0
3.5012978;;;0;0
3.6577108;;;0;0
3.8141249;;;0;0
3.9705389;;;0;0
4.1269531;;;0;0
4.2833673;;;0;0
4.4397807;;;0;0
4.5961949;;;0;0
4.7526086;;;0;0
4.9050122;;;0;0
5.0654332;;;0;0
5.2213453;;;0;0
5.3777593;;;0;0
5.5346747;;;0;0
5.6900856;;;0;0
5.8464998;;;0;0
6.0034153;;;0;0
6.113;-2.326287;0.7082642;;
6.114;-2.326287;0.7082642;;
6.132;-2.337663;0.7537714;;
6.153;-2.348726;0.7980226;;
6.154;-2.348726;0.7980226;;
6.155;-2.348726;0.7980226;;
6.1598287;;;-0.158894020234696;-0.0794470101173481
6.113;-2.326287;0.7082642;;
6.114;-2.326287;0.7082642;;
6.132;-2.337663;0.7537714;;
6.153;-2.348726;0.7980226;;
6.154;-2.348726;0.7980226;;
6.155;-2.348726;0.7980226;;
6.174;-2.354236;0.820061;;
6.175;-2.354287;0.8202668;;
6.195;-2.370781;0.8862427;;
6.196;-2.37095;0.8869179;;
6.197;-2.370976;0.887023;;
6.216;-2.382084;0.9314548;;
6.217;-2.382204;0.9319358;;
6.238;-2.393304;0.9763347;;
6.239;-2.393416;0.9767832;;
6.261;-2.404563;1.021369;;
6.263;-2.404691;1.02188;;
6.284;-2.415623;1.065611;;
6.284;-2.415704;1.065936;;
6.305;-2.4269;1.110717;;
6.3162434;;;-0.0845730277612735;-0.121733523997985
6.174;-2.354236;0.820061;;
6.175;-2.354287;0.8202668;;
6.195;-2.370781;0.8862427;;
6.196;-2.37095;0.8869179;;
6.197;-2.370976;0.887023;;
6.216;-2.382084;0.9314548;;
6.217;-2.382204;0.9319358;;
6.238;-2.393304;0.9763347;;
6.239;-2.393416;0.9767832;;
6.261;-2.404563;1.021369;;
6.263;-2.404691;1.02188;;
6.284;-2.415623;1.065611;;
6.284;-2.415704;1.065936;;
6.305;-2.4269;1.110717;;
6.328;-2.432542;1.133287;;
6.35;-2.449167;1.199787;;
6.351;-2.449167;1.199787;;
6.372;-2.46033;1.244436;;
