linear3Timestamp;linear3XPos;linear3YPos;linear3newCorr;linear3smoothCorr
0;;;0;0
0.2952813;;;0;0
0.4486877;;;0;0
0.6051019;;;0;0
0.7615164;;;0;0
0.9179293;;;0;0
1.0748447;;;0;0
1.2307572;;;0;0
1.3871714;;;0;0
1.5435853;;;0;0
1.6999987;;;0;0
1.8559114;;;0;0
2.0123254;;;0;0
2.093;-2.270832;-0.4180749;;
2.112;-2.27642;-0.4404258;;
2.113;-2.2812;-0.4595464;;
2.115;-2.282092;-0.463114;;
2.134;-2.287533;-0.4848782;;
2.136;-2.292565;-0.5050049;;
2.156;-2.298739;-0.5297011;;
2.1687398;;;-0.612315071666499;-0.102052511944417
2.093;-2.270832;-0.4180749;;
2.112;-2.27642;-0.4404258;;
2.113;-2.2812;-0.4595464;;
2.115;-2.282092;-0.463114;;
2.134;-2.287533;-0.4848782;;
2.136;-2.292565;-0.5050049;;
2.156;-2.298739;-0.5297011;;
2.177;-2.309877;-0.5742542;;
2.178;-2.309984;-0.5746811;;
2.199;-2.321064;-0.6190026;;
2.199;-2.321064;-0.6190026;;
2.22;-2.332053;-0.662957;;
2.22;-2.332098;-0.6631353;;
2.221;-2.332186;-0.6634914;;
2.241;-2.343371;-0.7082281;;
2.242;-2.343371;-0.7082281;;
2.242;-2.343371;-0.7082281;;
2.243;-2.343371;-0.7082281;;
2.262;-2.354589;-0.7531;;
2.263;-2.354589;-0.7531;;
2.27;-2.354589;-0.7531;;
2.271;-2.358749;-0.7697408;;
2.284;-2.365886;-0.7982885;;
2.285;-2.365992;-0.7987136;;
2.286;-2.366018;-0.7988154;;
2.287;-2.366026;-0.7988474;;
2.306;-2.376892;-0.8423111;;
2.306;-2.376892;-0.8423111;;
2.307;-2.376892;-0.8423111;;
2.308;-2.376892;-0.8423111;;
2.325154;;;-0.85852401036198;-0.245139847004747
2.199;-2.321064;-0.6190026;;
2.199;-2.321064;-0.6190026;;
2.22;-2.332053;-0.662957;;
2.22;-2.332098;-0.6631353;;
2.221;-2.332186;-0.6634914;;
2.241;-2.343371;-0.7082281;;
2.242;-2.343371;-0.7082281;;
2.242;-2.343371;-0.7082281;;
2.243;-2.343371;-0.7082281;;
2.262;-2.354589;-0.7531;;
2.263;-2.354589;-0.7531;;
2.27;-2.354589;-0.7531;;
2.271;-2.358749;-0.7697408;;
2.284;-2.365886;-0.7982885;;
2.285;-2.365992;-0.7987136;;
2.286;-2.366018;-0.7988154;;
2.287;-2.366026;-0.7988474;;
2.306;-2.376892;-0.8423111;;
2.306;-2.376892;-0.8423111;;
2.307;-2.376892;-0.8423111;;
2.308;-2.376892;-0.8423111;;
