linear2Timestamp;linear2XPos;linear2YPos;linear2newCorr;linear2smoothCorr
0;;;0;0
0.2952813;;;0;0
0.4486877;;;0;0
0.6051019;;;0;0
0.7615164;;;0;0
0.9179293;;;0;0
1.0748447;;;0;0
1.2307572;;;0;0
1.3871714;;;0;0
1.5435853;;;0;0
1.6999987;;;0;0
1.8559114;;;0;0
2.0123254;;;0;0
2.093;-0.3957772;0.265236;;
2.112;-0.4181281;0.2596483;;
2.113;-0.4372487;0.2548681;;
2.115;-0.4408163;0.2539763;;
2.134;-0.4625806;0.2485352;;
2.136;-0.4827073;0.2435035;;
2.156;-0.5074034;0.2373295;;
2.1687398;;;-0.612314894288608;-0.102052482381435
2.093;-0.3957772;0.265236;;
2.112;-0.4181281;0.2596483;;
2.113;-0.4372487;0.2548681;;
2.115;-0.4408163;0.2539763;;
2.134;-0.4625806;0.2485352;;
2.136;-0.4827073;0.2435035;;
2.156;-0.5074034;0.2373295;;
2.177;-0.5519565;0.2261912;;
2.178;-0.5523834;0.2260845;;
2.199;-0.596705;0.2150041;;
2.199;-0.596705;0.2150041;;
2.22;-0.6406593;0.2040155;;
2.22;-0.6408376;0.2039709;;
2.221;-0.6411937;0.2038819;;
2.241;-0.6859304;0.1926977;;
2.242;-0.6859304;0.1926977;;
2.242;-0.6859304;0.1926977;;
2.243;-0.6859304;0.1926977;;
2.262;-0.7308024;0.1814798;;
2.263;-0.7308024;0.1814798;;
2.27;-0.7308024;0.1814798;;
2.271;-0.7474431;0.1773196;;
2.284;-0.7759908;0.1701826;;
2.285;-0.7764159;0.1700764;;
2.286;-0.7765177;0.1700509;;
2.287;-0.7765497;0.1700429;;
2.306;-0.8200135;0.159177;;
2.306;-0.8200135;0.159177;;
2.307;-0.8200135;0.159177;;
2.308;-0.8200135;0.159177;;
2.325154;;;-0.858524039711022;-0.245139822333272
2.199;-0.596705;0.2150041;;
2.199;-0.596705;0.2150041;;
2.22;-0.6406593;0.2040155;;
2.22;-0.6408376;0.2039709;;
2.221;-0.6411937;0.2038819;;
2.241;-0.6859304;0.1926977;;
2.242;-0.6859304;0.1926977;;
2.242;-0.6859304;0.1926977;;
2.243;-0.6859304;0.1926977;;
2.262;-0.7308024;0.1814798;;
2.263;-0.7308024;0.1814798;;
2.27;-0.7308024;0.1814798;;
2.271;-0.7474431;0.1773196;;
2.284;-0.7759908;0.1701826;;
2.285;-0.7764159;0.1700764;;
2.286;-0.7765177;0.1700509;;
2.287;-0.7765497;0.1700429;;
2.306;-0.8200135;0.159177;;
2.306;-0.8200135;0.159177;;
2.307;-0.8200135;0.159177;;
2.308;-0.8200135;0.159177;;
