Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject
0;1;0;45;0;;
0;2;0;2;0;;
0;3;0;2;0;;
63628064691.337;1;0;45;0;;
63628064691.337;2;0;2;0;;
63628064691.337;3;0;2;0;;
0.3153344;1;0;45;0;;
0.3153344;2;0;2;0;;
0.3153344;3;0;2;0;;
0.3243579;1;0;45;0;;
0.3243579;2;0;2;0;;
0.3243579;3;0;-2;0;;
0.3303741;1;0;45;0;;
0.3303741;2;0;2;0;;
0.3303741;3;0;-2;0;;
0.3383953;1;0;45;0;;
0.3383953;2;0;2;0;;
0.3383953;3;0;-2;0;;
0.3529337;1;0;45;0;;
0.3529337;2;0;2;0;;
0.3529337;3;0;-2;0;;
0.360955;1;0;45;0;;
0.360955;2;0;2;0;;
0.360955;3;0;-2;0;;
0.3724858;1;0;45;0;;
0.3724858;2;0;2;0;;
0.3724858;3;0;-2;0;;
0.3835149;1;0;45;0;;
0.3835149;2;0;2;0;;
0.3835149;3;0;-2;0;;
0.3945442;1;0;45;0;;
0.3945442;2;0;2;0;;
0.3945442;3;0;-2;0;;
0.405573;1;0;45;0;;
0.405573;2;0;2;0;;
0.405573;3;0;-2;0;;
0.416602;1;0;45;0;;
0.416602;2;0;2;0;;
0.416602;3;0;-2;0;;
0.4276314;1;0;45;0;;
0.4276314;2;0;2;0;;
0.4276314;3;0;-2;0;;
0.4391619;1;0;45;0;;
0.4391619;2;0;2;0;;
0.4391619;3;0;-2;0;;
0.4501912;1;0;45;0;;
0.4501912;2;0;2;0;;
0.4501912;3;0;-2;0;;
0.4612203;1;0;45;0;;
0.4612203;2;0;2;0;;
0.4612203;3;0;-2;0;;
0.4727509;1;0;45;0;;
0.4727509;2;0;2;0;;
0.4727509;3;0;-2;0;;
0.4837805;1;0;45;0;;
0.4837805;2;0;2;0;;
0.4837805;3;0;-2;0;;
0.4948095;1;0;45;0;;
0.4948095;2;0;2;0;;
0.4948095;3;0;-2;0;;
0.5063396;1;0;45;0;;
0.5063396;2;0;2;0;;
0.5063396;3;0;-2;0;;
0.5173689;1;0;45;0;;
0.5173689;2;0;2;0;;
0.5173689;3;0;-2;0;;
0.5283982;1;0;45;0;;
0.5283982;2;0;2;0;;
0.5283982;3;0;-2;0;;
0.5394273;1;0;45;0;;
0.5394273;2;0;2;0;;
0.5394273;3;0;-2;0;;
0.5509579;1;0;45;0;;
0.5509579;2;0;2;0;;
0.5509579;3;0;-2;0;;
0.5619869;1;0;45;0;;
0.5619869;2;0;2;0;;
0.5619869;3;0;-2;0;;
0.5730162;1;0;45;0;;
0.5730162;2;0;2;0;;
0.5730162;3;0;-2;0;;
0.5845478;1;0;45;0;;
0.5845478;2;0;2;0;;
0.5845478;3;0;-2;0;;
0.5955764;1;0;45;0;;
0.5955764;2;0;2;0;;
0.5955764;3;0;-2;0;;
0.606606;1;0;45;0;;
0.606606;2;0;2;0;;
0.606606;3;0;-2;0;;
0.6181358;1;0;45;0;;
0.6181358;2;0;2;0;;
0.6181358;3;0;-2;0;;
0.6291651;1;0;45;0;;
0.6291651;2;0;2;0;;
0.6291651;3;0;-2;0;;
0.6401947;1;0;45;0;;
0.6401947;2;0;2;0;;
0.6401947;3;0;-2;0;;
0.651223;1;0;45;0;;
0.651223;2;0;2;0;;
0.651223;3;0;-2;0;;
0.6622525;1;0;45;0;;
0.6622525;2;0;2;0;;
0.6622525;3;0;-2;0;;
0.6732816;1;0;45;0;;
0.6732816;2;0;2;0;;
0.6732816;3;0;-2;0;;
0.6848124;1;0;45;0;;
0.6848124;2;0;2;0;;
0.6848124;3;0;-2;0;;
0.6958415;1;0;45;0;;
0.6958415;2;0;2;0;;
0.6958415;3;0;-2;0;;
0.7068703;1;0;45;0;;
0.7068703;2;0;2;0;;
0.7068703;3;0;-2;0;;
0.7178993;1;0;45;0;;
0.7178993;2;0;2;0;;
0.7178993;3;0;-2;0;;
0.7294302;1;0;45;0;;
0.7294302;2;0;2;0;;
0.7294302;3;0;-2;0;;
0.7404597;1;0;45;0;;
0.7404597;2;0;2;0;;
0.7404597;3;0;-2;0;;
0.7514896;1;0;45;0;;
0.7514896;2;0;2;0;;
0.7514896;3;0;-2;0;;
0.7625184;1;0;45;0;;
0.7625184;2;0;2;0;;
0.7625184;3;0;-2;0;;
0.7740492;1;0;45;0;;
0.7740492;2;0;2;0;;
0.7740492;3;0;-2;0;;
0.7850778;1;0;45;0;;
0.7850778;2;0;2;0;;
0.7850778;3;0;-2;0;;
0.7966089;1;0;45;0;;
0.7966089;2;0;2;0;;
0.7966089;3;0;-2;0;;
0.8076369;1;0;45;0;;
0.8076369;2;0;2;0;;
0.8076369;3;0;-2;0;;
0.818666;1;0;45;0;;
0.818666;2;0;2;0;;
0.818666;3;0;-2;0;;
0.8301978;1;0;45;0;;
0.8301978;2;0;2;0;;
0.8301978;3;0;-2;0;;
0.8412266;1;0;45;0;;
0.8412266;2;0;2;0;;
0.8412266;3;0;-2;0;;
0.8522567;1;0;45;0;;
0.8522567;2;0;2;0;;
0.8522567;3;0;-2;0;;
0.8632842;1;0;45;0;;
0.8632842;2;0;2;0;;
0.8632842;3;0;-2;0;;
0.8748145;1;0;45;0;;
0.8748145;2;0;2;0;;
0.8748145;3;0;-2;0;;
0.8858451;1;0;45;0;;
0.8858451;2;0;2;0;;
0.8858451;3;0;-2;0;;
0.8968727;1;0;45;0;;
0.8968727;2;0;2;0;;
0.8968727;3;0;-2;0;;
0.9079022;1;0;45;0;;
0.9079022;2;0;2;0;;
0.9079022;3;0;-2;0;;
0.9194341;1;0;45;0;;
0.9194341;2;0;2;0;;
0.9194341;3;0;-2;0;;
0.9304629;1;0;45;0;;
0.9304629;2;0;2;0;;
0.9304629;3;0;-2;0;;
0.941492;1;0;45;0;;
0.941492;2;0;2;0;;
0.941492;3;0;-2;0;;
0.9530225;1;0;45;0;;
0.9530225;2;0;2;0;;
0.9530225;3;0;-2;0;;
0.9640516;1;0;45;0;;
0.9640516;2;0;2;0;;
0.9640516;3;0;-2;0;;
0.9755814;1;0;45;0;;
0.9755814;2;0;2;0;;
0.9755814;3;0;-2;0;;
0.9866112;1;0;45;0;;
0.9866112;2;0;2;0;;
0.9866112;3;0;-2;0;;
0.9971643;1;0;45;0;;
0.9971643;2;0;2;0;;
0.9971643;3;0;-2;0;;
1.0086691;1;0;45;0;;
1.0086691;2;0;2;0;;
1.0086691;3;0;-2;0;;
1.0201992;1;0;45;0;;
1.0201992;2;0;2;0;;
1.0201992;3;0;-2;0;;
1.0312287;1;0;45;0;;
1.0312287;2;0;2;0;;
1.0312287;3;0;-2;0;;
1.0422591;1;0;45;0;;
1.0422591;2;0;2;0;;
1.0422591;3;0;-2;0;;
1.0532869;1;0;45;0;;
1.0532869;2;0;2;0;;
1.0532869;3;0;-2;0;;
1.0648185;1;0;45;0;;
1.0648185;2;0;2;0;;
1.0648185;3;0;-2;0;;
1.0758473;1;0;45;0;;
1.0758473;2;0;2;0;;
1.0758473;3;0;-2;0;;
1.0873771;1;0;45;0;;
1.0873771;2;0;2;0;;
1.0873771;3;0;-2;0;;
1.0989079;1;0;45;0;;
1.0989079;2;0;2;0;;
1.0989079;3;0;-2;0;;
1.109938;1;0;45;0;;
1.109938;2;0;2;0;;
1.109938;3;0;-2;0;;
1.1209666;1;0;45;0;;
1.1209666;2;0;2;0;;
1.1209666;3;0;-2;0;;
1.1324966;1;0;45;0;;
1.1324966;2;0;2;0;;
1.1324966;3;0;-2;0;;
1.1430247;1;0;45;0;;
1.1430247;2;0;2;0;;
1.1430247;3;0;-2;0;;
1.154555;1;0;45;0;;
1.154555;2;0;2;0;;
1.154555;3;0;-2;0;;
1.1655846;1;0;45;0;;
1.1655846;2;0;2;0;;
1.1655846;3;0;-2;0;;
1.1776162;1;0;45;0;;
1.1776162;2;0;2;0;;
1.1776162;3;0;-2;0;;
1.1876427;1;0;45;0;;
1.1876427;2;0;2;0;;
1.1876427;3;0;-2;0;;
1.198672;1;0;45;0;;
1.198672;2;0;2;0;;
1.198672;3;0;-2;0;;
1.2102023;1;0;45;0;;
1.2102023;2;0;2;0;;
1.2102023;3;0;-2;0;;
1.2212314;1;0;45;0;;
1.2212314;2;0;2;0;;
1.2212314;3;0;-2;0;;
1.2322612;1;0;45;0;;
1.2322612;2;0;2;0;;
1.2322612;3;0;-2;0;;
1.24329;1;0;45;0;;
1.24329;2;0;2;0;;
1.24329;3;0;-2;0;;
1.2543191;1;0;45;0;;
1.2543191;2;0;2;0;;
