circularCube5Timestamp;circularCube5XPos;circularCube5YPos;circularCube5newCorr;circularCube5smoothCorr
0;;;0;0
0.3534501;;;0;0
0.6637727;;;0;0
0.9655739;;;0;0
1.2668717;;;0;0
1.5686723;;;0;0
1.8699709;;;0;0
2.056;1.877712;-0.6886213;;
2.076;1.865597;-0.7207965;;
2.077;1.865597;-0.7207965;;
2.078;1.865597;-0.7207965;;
2.097;1.852944;-0.7527155;;
2.118;1.839471;-0.785068;;
2.139;1.825618;-0.816756;;
2.141;1.825351;-0.8173661;;
2.144;1.825305;-0.8174725;;
2.163;1.810915;-0.848855;;
2.164;1.810541;-0.8496722;;
2.1717718;;;-0.604696761786957;-0.201565587262319
2.187;1.794704;-0.8826231;;
2.189;1.794556;-0.8829317;;
2.209;1.779827;-0.9122509;;
2.211;1.779682;-0.9125392;;
2.234;1.763548;-0.9433381;;
2.235;1.763417;-0.9435878;;
2.255;1.746506;-0.9745257;;
2.256;1.746332;-0.9748448;;
2.277;1.729304;-1.004743;;
2.278;1.729304;-1.004743;;
2.298;1.71166;-1.034507;;
2.298;1.711529;-1.034727;;
2.3;1.711438;-1.034882;;
2.319;1.693314;-1.064271;;
2.32;1.693079;-1.064651;;
2.34;1.674317;-1.093914;;
2.341;1.674121;-1.09422;;
2.342;1.674092;-1.094265;;
2.363;1.654939;-1.123016;;
2.364;1.65478;-1.123254;;
2.384;1.644779;-1.137848;;
2.385;1.637646;-1.148062;;
2.386;1.635506;-1.151127;;
2.407;1.624493;-1.166627;;
2.427;1.598966;-1.201368;;
2.428;1.598753;-1.201658;;
2.429;1.593744;-1.20829;;
2.448;1.582382;-1.223136;;
2.449;1.582259;-1.223297;;
2.47;1.561069;-1.250214;;
2.472;1.560565;-1.250854;;
2.4745742;;;0.0246564088574286;-0.193346784309843
2.47;1.561069;-1.250214;;
2.472;1.560565;-1.250854;;
2.493;1.538341;-1.278075;;
2.494;1.537884;-1.278635;;
2.495;1.537814;-1.278721;;
2.512;1.515504;-1.305078;;
2.513;1.515174;-1.305468;;
2.534;1.492337;-1.331509;;
2.534;1.492157;-1.331714;;
2.535;1.492077;-1.331805;;
2.555;1.480291;-1.344892;;
2.556;1.48014;-1.34506;;
2.576;1.438297;-1.389696;;
2.578;1.437886;-1.390134;;
2.597;1.420197;-1.408199;;
2.599;1.4198;-1.408604;;
2.599;1.41974;-1.408665;;
2.62;1.395124;-1.433044;;
2.621;1.394833;-1.433332;;
2.642;1.382056;-1.445656;;
2.643;1.375512;-1.451857;;
2.664;1.357342;-1.468877;;
2.664;1.353062;-1.472796;;
2.666;1.344419;-1.480711;;
2.666;1.343745;-1.481329;;
2.687;1.330914;-1.492869;;
2.71;1.304587;-1.515924;;
2.711;1.304247;-1.516221;;
2.712;1.304056;-1.516389;;
2.713;1.304005;-1.516433;;
2.714;1.304005;-1.516433;;
2.732;1.277485;-1.538836;;
2.733;1.26306;-1.550645;;
2.733;1.255931;-1.556483;;
2.754;1.235886;-1.572443;;
2.776375;;;0.97802333557623;0.132660994215567
2.777;1.208571;-1.593532;;
2.778;1.208558;-1.593542;;
2.779;1.20835;-1.593702;;
2.779;1.208322;-1.593724;;
2.798;1.194676;-1.603978;;
2.8;1.18207;-1.613281;;
2.821;1.150999;-1.635599;;
2.822;1.150718;-1.6358;;
2.822;1.150624;-1.635868;;
2.843;1.137218;-1.645215;;
2.844;1.124837;-1.653692;;
2.845;1.122464;-1.655317;;
2.866;1.108014;-1.665024;;
2.867;1.108014;-1.665024;;
2.888;1.07941;-1.6837;;
2.889;1.062352;-1.694489;;
2.889;1.05944;-1.69633;;
2.89;1.057975;-1.697257;;
2.911;1.033709;-1.712141;;
2.912;1.033369;-1.71235;;
2.913;1.033136;-1.712492;;
2.934;1.003962;-1.729753;;
2.934;1.00391;-1.729784;;
2.956;0.9739507;-1.746827;;
2.957;0.9736674;-1.746989;;
2.979;0.9581213;-1.755563;;
2.98;0.9466455;-1.76176;;
2.981;0.9434991;-1.763459;;
3;0.9274929;-1.771935;;
3.001;0.9272845;-1.772045;;
3.002;0.9075463;-1.782234;;
3.023;0.8934879;-1.789322;;
3.024;0.8933114;-1.789411;;
3.025;0.893185;-1.789475;;
3.045;0.8400035;-1.815035;;
