linearCube4Timestamp;linearCube4XPos;linearCube4YPos;linearCube4newCorr;linearCube4smoothCorr
0;;;0;0
0.3559434;;;0;0
0.6597496;;;0;0
0.961048;;;0;0
1.2623468;;;0;0
1.5641472;;;0;0
1.865447;;;0;0
2.017;0.9294063;-1.4;;
2.056;0.8498729;-1.4;;
2.08;0.8093537;-1.4;;
2.081;0.8080717;-1.4;;
2.103;0.7588049;-1.4;;
2.104;0.7578632;-1.4;;
2.125;0.7290024;-1.4;;
2.127;0.7281063;-1.4;;
2.128;0.7280136;-1.4;;
2.149;0.6880913;-1.4;;
2.149;0.6878175;-1.4;;
2.1677477;;;-0.33782479751735;-0.112608265839117
2.171;0.6477968;-1.4;;
2.172;0.6474844;-1.4;;
2.173;0.6473809;-1.4;;
2.193;0.6082524;-1.4;;
2.194;0.6076543;-1.4;;
2.195;0.6073571;-1.4;;
2.196;0.6073087;-1.4;;
2.196;0.6072875;-1.4;;
2.215;0.5670705;-1.4;;
2.216;0.5670705;-1.4;;
2.217;0.5670705;-1.4;;
2.252;0.4934585;-1.4;;
2.253;0.4916191;-1.4;;
2.262;0.4759669;-1.4;;
2.262;0.4757437;-1.4;;
2.263;0.4755187;-1.4;;
2.264;0.4755187;-1.4;;
2.265;0.4755187;-1.4;;
2.265;0.4755187;-1.4;;
2.265;0.4755187;-1.4;;
2.283;0.4465035;-1.4;;
2.284;0.4460951;-1.4;;
2.285;0.4460951;-1.4;;
2.305;0.4071743;-1.4;;
2.306;0.406179;-1.4;;
2.306;0.406179;-1.4;;
2.307;0.406179;-1.4;;
2.308;0.406179;-1.4;;
2.326;0.3666056;-1.4;;
2.327;0.3661477;-1.4;;
2.328;0.3660842;-1.4;;
2.348;0.3260134;-1.4;;
2.349;0.3256129;-1.4;;
2.349;0.3255454;-1.4;;
2.37;0.2858931;-1.4;;
2.371;0.2855126;-1.4;;
2.372;0.2854384;-1.4;;
2.373;0.285424;-1.4;;
2.394;0.2458582;-1.4;;
2.394;0.2457229;-1.4;;
2.395;0.2454412;-1.4;;
2.396;0.245377;-1.4;;
2.396;0.245377;-1.4;;
2.416;0.1970581;-1.4;;
2.417;0.1960576;-1.4;;
2.418;0.1959007;-1.4;;
2.438;0.1653957;-1.4;;
2.439;0.1650818;-1.4;;
2.44;0.1650172;-1.4;;
2.441;0.1650172;-1.4;;
2.441;0.1650172;-1.4;;
2.46;0.125785;-1.4;;
2.462;0.1250069;-1.4;;
2.462;0.1248725;-1.4;;
2.463;0.1247515;-1.4;;
2.464;0.1247515;-1.4;;
2.4690465;;;0.467654155111435;0.0432764525313617
2.46;0.125785;-1.4;;
2.462;0.1250069;-1.4;;
2.462;0.1248725;-1.4;;
2.463;0.1247515;-1.4;;
2.464;0.1247515;-1.4;;
2.484;0.08610757;-1.4;;
2.484;0.08565431;-1.4;;
2.505;0.04482775;-1.4;;
2.506;0.04444516;-1.4;;
2.506;0.04437952;-1.4;;
2.507;0.04434703;-1.4;;
2.508;0.04433992;-1.4;;
2.527;0.004644014;-1.4;;
2.528;0.00422849;-1.4;;
2.55;-0.03551777;-1.4;;
2.556;-0.03594667;-1.4;;
2.573;-0.08554402;-1.4;;
2.574;-0.08629496;-1.4;;
2.575;-0.08629496;-1.4;;
2.595;-0.1154212;-1.4;;
2.617;-0.1554141;-1.4;;
2.619;-0.156622;-1.4;;
2.64;-0.1967804;-1.4;;
2.641;-0.197144;-1.4;;
2.662;-0.2357067;-1.4;;
2.665;-0.2370674;-1.4;;
2.686;-0.277448;-1.4;;
2.686;-0.277448;-1.4;;
2.686;-0.277448;-1.4;;
2.687;-0.277448;-1.4;;
2.688;-0.277448;-1.4;;
2.707;-0.3169361;-1.4;;
2.708;-0.317303;-1.4;;
2.709;-0.3174125;-1.4;;
2.729;-0.3659306;-1.4;;
2.73;-0.3669596;-1.4;;
2.731;-0.3670978;-1.4;;
2.732;-0.3671328;-1.4;;
2.733;-0.3671328;-1.4;;
2.752;-0.3973646;-1.4;;
2.753;-0.397999;-1.4;;
2.754;-0.398103;-1.4;;
2.7708466;;;-0.309786814461834;-0.0599858189559163
2.774;-0.4377765;-1.4;;
2.776;-0.4382044;-1.4;;
2.777;-0.4382517;-1.4;;
2.777;-0.4382577;-1.4;;
2.778;-0.4382686;-1.4;;
2.797;-0.477363;-1.4;;
2.798;-0.4782163;-1.4;;
2.799;-0.4783992;-1.4;;
2.819;-0.517681;-1.4;;
2.997;-0.839437;-1.4;;
2.999;-0.8401582;-1.4;;
3.02;-0.8794144;-1.4;;
3.021;-0.8801359;-1.4;;
3.042;-0.9270894;-1.4;;
3.043;-0.9284818;-1.4;;
3.044;-0.9292972;-1.4;;
3.065;-0.9588395;-1.4;;
3.066;-0.9606627;-1.4;;
3.067;-0.9609429;-1.4;;
3.068;-0.9609824;-1.4;;
3.068;-0.9609892;-1.4;;
3.0721465;;;0.435076620930788;0.197647987193463
3.065;-0.9588395;-1.4;;
3.066;-0.9606627;-1.4;;
3.067;-0.9609429;-1.4;;
3.068;-0.9609824;-1.4;;
3.068;-0.9609892;-1.4;;
3.088;-1.000516;-1.4;;
3.089;-1.001291;-1.4;;
3.089;-1.001423;-1.4;;
3.11;-1.041231;-1.4;;
3.111;-1.041602;-1.4;;
3.112;-1.041695;-1.4;;
3.112;-1.041695;-1.4;;
3.113;-1.041695;-1.4;;
3.132;-1.080121;-1.4;;
3.133;-1.081007;-1.4;;
3.134;-1.081517;-1.4;;
3.154;-1.121233;-1.4;;
3.155;-1.121949;-1.4;;
3.156;-1.122115;-1.4;;
3.223;-1.241602;-1.4;;
3.225;-1.242233;-1.4;;
3.227;-1.242496;-1.4;;
3.227;-1.242496;-1.4;;
3.228;-1.242496;-1.4;;
3.229;-1.262798;-1.4;;
3.23;-1.262798;-1.4;;
3.231;-1.262798;-1.4;;
3.231;-1.262798;-1.4;;
3.231;-1.262798;-1.4;;
3.233;-1.262798;-1.4;;
3.234;-1.262798;-1.4;;
3.246;-1.282655;-1.4;;
3.247;-1.282967;-1.4;;
3.255;-1.301787;-1.4;;
3.256;-1.303308;-1.4;;
3.257;-1.303523;-1.4;;
3.267;-1.329665;-1.4;;
3.268;-1.3302;-1.4;;
3.29;-1.363941;-1.4;;
3.29;-1.364193;-1.4;;
3.291;-1.364306;-1.4;;
3.292;-1.364322;-1.4;;
3.293;-1.364325;-1.4;;
3.312;-1.403423;-1.4;;
3.313;-1.403937;-1.4;;
3.314;-1.403937;-1.4;;
3.334;-1.443054;-1.4;;
3.334;-1.443454;-1.4;;
3.336;-1.443962;-1.4;;
3.336;-1.443985;-1.4;;
3.337;-1.444025;-1.4;;
3.356;-1.492153;-1.4;;
3.357;-1.492952;-1.4;;
3.358;-1.493317;-1.4;;
3.359;-1.493397;-1.4;;
3.36;-1.493397;-1.4;;
3.3744471;;;0.458907361305808;0.194732389258254
3.379;-1.523772;-1.4;;
3.38;-1.5243;-1.4;;
3.401;-1.571468;-1.4;;
3.401;-1.572064;-1.4;;
3.402;-1.572484;-1.4;;
3.403;-1.57262;-1.4;;
3.404;-1.57262;-1.4;;
3.423;-1.604101;-1.4;;
3.424;-1.604753;-1.4;;
