Timestamp;SelectionTime;selectedObj;smoothCorrel;speedInDegPerS;radiusInUnits;radiusInDeg;walking;corrThreshold;w;corrAverageWindow;corrFrequency
19.5285813;2.410013;1;0.9600269;74.86649;1.5;26.63289;0.899999976158142;300;900;0.1
22.9199872;1.8294975;1;0.9392382;44.69071;0.5;9.021236;0.899999976158142;300;900;0.1
30.6865512;6.2570226;4;0.9179036;8.938142;2.5;43.06549;0.899999976158142;300;900;0.1
35.334077;3.2175286;2;0.9597467;44.69071;0.5;9.021242;0.899999976158142;300;900;0.1
38.7985857;2.327002;1;0.9276892;74.86649;1.5;26.63289;0.899999976158142;300;900;0.1
42.0486196;2.2365098;1;0.9259082;8.938142;2.5;43.06549;0.899999976158142;300;900;0.1
45.2352336;2.1280676;4;0.9575008;44.69071;1.5;26.63289;0.899999976158142;300;900;0.1
48.5601937;2.2255589;4;0.9243873;134.0721;0.5;9.021236;0.899999976158142;300;900;0.1
51.0956955;1.4219584;3;0.9036238;26.81442;2.5;43.0655;0.899999976158142;300;900;0.1
54.1667127;2.0130021;4;0.9371847;44.91989;2.5;43.06548;0.899999976158142;300;900;0.1
58.2442309;2.6044575;4;0.9274449;8.938142;2.5;43.06549;0.899999976158142;300;900;0.1
60.8487717;1.3104327;3;0.9186164;44.69071;0.5;9.021236;0.899999976158142;300;900;0.1
64.1877884;1.8125559;1;0.9726149;44.91989;2.5;43.06549;0.899999976158142;300;900;0.1
67.6157714;1.8224915;1;0.9588779;26.81442;2.5;43.0655;0.899999976158142;300;900;0.1
75.2573062;6.1575307;4;0.9128734;14.8969;1.5;26.63288;0.899999976158142;300;900;0.1
78.6218921;1.5244541;4;0.9234513;44.91989;2.5;43.06549;0.899999976158142;300;900;0.1
83.7368742;3.7350263;2;0.9557772;134.0721;0.5;9.021242;0.899999976158142;300;900;0.1
87.5324326;2.5149601;2;0.9352105;134.0721;0.5;9.021236;0.899999976158142;300;900;0.1
95.5860144;6.3125183;3;0.9097378;224.5995;0.5;9.021242;0.899999976158142;300;900;0.1
100.2225957;2.906555;3;0.913151;44.69071;1.5;26.63289;0.899999976158142;300;900;0.1
103.5630049;2.0139634;2;0.9007855;44.69071;1.5;26.63289;0.899999976158142;300;900;0.1
107.1470826;2.02408;3;0.9727297;74.86649;1.5;26.63289;0.899999976158142;300;900;0.1
114.8555953;6.4155147;3;0.9098651;224.5995;0.5;9.021248;0.899999976158142;300;900;0.1
119.3896618;3.0180665;1;0.9243644;14.8969;1.5;26.63289;0.899999976158142;300;900;0.1
122.4061251;1.7229867;2;0.9042041;14.8969;1.5;26.63289;0.899999976158142;300;900;0.1
126.2822035;2.5165289;4;0.947125;26.81442;2.5;43.0655;0.899999976158142;300;900;0.1
130.2592277;2.6394985;2;0.9132402;224.5995;0.5;9.021236;0.899999976158142;300;900;0.1
