82.5982356;1;2;0;0;0;
93.2459062;0;0;1;16;0;
109.3155333;0;0;5;0;0;
118.7028721;17;0;0;0;6;
134.7534462;0;1;3;0;0;
141.176985;1;16;0;0;0;
157.264638;0;2;3;0;0;
166.5437393;6;17;0;0;0;
174.5937513;0;7;17;0;0;
190.6914564;0;0;1;0;0;
206.7510457;0;5;0;0;0;
212.4135592;0;0;0;15;0;
217.6338996;0;0;15;0;0;
225.8751597;16;0;0;0;2;
231.7213716;0;0;15;0;0;
239.3714959;2;16;0;0;0;
255.4325866;5;1;0;0;0;
271.4850583;0;4;0;0;0;
287.5256855;0;0;0;0;0;
294.3257139;0;0;0;16;1;
301.3852699;0;0;0;16;3;
314.6554634;0;3;16;0;0;
321.0890206;15;0;0;0;0;
326.7304777;0;0;15;0;0;
333.7641261;0;0;0;15;0;
345.1929374;0;15;0;0;0;
353.2307681;0;0;15;0;0;
