gazeTimestamp;gazeXPos;gazeYPos;gazenewCorr;gazesmoothCorr
2.362;0;0
2.386;0.1974671;0.2768948
2.41;0.5723147;0.3596509
2.411;0.5724205;0.341245
2.431;0.5740585;0.334102
2.432;0.5746764;0.3303708
2.453;0.5755045;0.3202721
2.454;0.5761526;0.3195851
2.362;0;0;;
2.386;0.1974671;0.2768948;;
2.41;0.5723147;0.3596509;;
2.411;0.5724205;0.341245;;
2.431;0.5740585;0.334102;;
2.432;0.5746764;0.3303708;;
2.453;0.5755045;0.3202721;;
2.454;0.5761526;0.3195851;;
2.475;0.5752543;0.3197164
2.477;0.5743349;0.3198955
2.499;0.573411;0.3201882
2.501;0.572269;0.3203112
2.616;0.5711881;0.320413
2.681;0.4563604;0.7331992
2.682;0.5108434;0.8672684
2.704;0.5730475;0.9929038
2.705;0.5483139;1.0511
2.724;0.523853;1.109807
2.726;0.4439306;1.034877
2.748;0.3564785;0.9686852
2.453;0.5755045;0.3202721;;
2.454;0.5761526;0.3195851;;
2.475;0.5752543;0.3197164;;
2.477;0.5743349;0.3198955;;
2.499;0.573411;0.3201882;;
2.501;0.572269;0.3203112;;
2.616;0.5711881;0.320413;;
2.681;0.4563604;0.7331992;;
2.682;0.5108434;0.8672684;;
2.704;0.5730475;0.9929038;;
2.705;0.5483139;1.0511;;
2.724;0.523853;1.109807;;
2.726;0.4439306;1.034877;;
2.748;0.3564785;0.9686852;;
2.772;0.3560798;0.9700599
2.773;0.49323;1.06948
2.861;0.6006919;1.094325
2.903;0.7037017;1.056743
2.904;0.7018096;1.064992
2.906;0.7001495;1.072959
2.925;0.56094;0.9824297
2.927;0.4559758;1.028823
2.947;0.4558741;1.029013
2.949;0.4557259;1.029595
2.969;0.4555299;1.030221
2.97;0.4552317;1.030557
2.992;0.4550082;1.031008
2.993;0.4548042;1.030999
3.013;0.4546415;1.0308
2.724;0.523853;1.109807;;
2.726;0.4439306;1.034877;;
2.748;0.3564785;0.9686852;;
2.772;0.3560798;0.9700599;;
2.773;0.49323;1.06948;;
2.861;0.6006919;1.094325;;
2.903;0.7037017;1.056743;;
2.904;0.7018096;1.064992;;
2.906;0.7001495;1.072959;;
2.925;0.56094;0.9824297;;
2.927;0.4559758;1.028823;;
