Cube2Timestamp;Cube2XPos;Cube2YPos;Cube2newCorr;Cube2smoothCorr
0;;;0;0
0.4266315;;;0;0
0.7098837;;;0;0
1.0051705;;;0;0
1.3019587;;;0;0
1.5922281;;;0;0
1.883;;;0;0
2.1732704;;;0;0
2.362;-1.214295;1.4;;
2.386;-1.285003;1.4;;
2.41;-1.31197;1.4;;
2.411;-1.312176;1.4;;
2.431;-1.384966;1.4;;
2.432;-1.384966;1.4;;
2.453;-1.433756;1.4;;
2.454;-1.434248;1.4;;
2.4640423;;;-0.400788359877886;-0.100197089969471
2.453;-1.433756;1.4;;
2.454;-1.434248;1.4;;
2.475;-1.459182;1.4;;
2.477;-1.459404;1.4;;
2.499;-1.483149;1.4;;
2.501;-1.518353;1.4;;
2.616;-1.77656;1.4;;
2.681;-1.926332;1.4;;
2.682;-1.927307;1.4;;
2.704;-1.975998;1.4;;
2.705;-1.976555;1.4;;
2.724;-2.000518;1.4;;
2.726;-2.000792;1.4;;
2.748;-2.072019;1.4;;
2.7548137;;;0.342032925756284;-0.0146888585304003
2.724;-2.000518;1.4;;
2.726;-2.000792;1.4;;
2.748;-2.072019;1.4;;
2.772;-2.099208;1.4;;
2.773;-2.099413;1.4;;
2.861;-2.320048;1.4;;
2.903;-2.417535;1.4;;
2.904;-2.419026;1.4;;
2.906;-2.419282;1.4;;
2.925;-2.467427;1.4;;
2.927;-2.467921;1.4;;
2.947;-2.517075;1.4;;
2.949;-2.518122;1.4;;
2.969;-2.580613;1.4;;
2.971;-2.581287;1.4;;
2.992;-2.615057;1.4;;
2.993;-2.615395;1.4;;
3.013;-2.663823;1.4;;
3.0395691;;;-0.0641420793007122;-0.0307243783555784
3.013;-2.663823;1.4;;
3.058;-2.713869;1.4;;
3.079;-2.815862;1.4;;
3.081;-2.816918;1.4;;
3.147;-2.958939;1.4;;
3.304;-2.729564;1.4;;
3.305;-2.729197;1.4;;
3.3248266;;;0.0100257638800931;-0.0282179373855551
