circularCube1Timestamp;circularCube1XPos;circularCube1YPos;circularCube1newCorr;circularCube1smoothCorr
0;;;0;0
0.3619649;;;0;0
0.6707875;;;0;0
0.97209;;;0;0
1.2739048;;;0;0
1.575207;;;0;0
1.8770113;;;0;0
2.1788156;;;0;0
2.384;-0.6470848;1.892427;;
2.385;-0.6470848;1.892427;;
2.386;-0.6470848;1.892427;;
2.387;-0.6470848;1.892427;;
2.388;-0.6470848;1.892427;;
2.389;-0.6470848;1.892427;;
2.39;-0.6470848;1.892427;;
2.392;-0.6323355;1.897397;;
2.393;-0.6304812;1.898022;;
2.394;-0.6300727;1.898159;;
2.396;-0.6300727;1.898159;;
2.396;-0.6300727;1.898159;;
2.397;-0.6300727;1.898159;;
2.398;-0.6300727;1.898159;;
2.404;-0.6300727;1.898159;;
2.407;-0.6300727;1.898159;;
2.412;-0.6300727;1.898159;;
2.416;-0.6153892;1.902962;;
2.417;-0.6138468;1.903467;;
2.418;-0.6135802;1.903554;;
2.419;-0.6135342;1.903569;;
2.43;-0.5697529;1.917116;;
2.431;-0.5689901;1.917352;;
2.431;-0.5687306;1.917432;;
2.452;-0.5468522;1.923786;;
2.453;-0.5468522;1.923786;;
2.454;-0.5468522;1.923786;;
2.454;-0.5468522;1.923786;;
2.473;-0.5132947;1.933006;;
2.474;-0.5129282;1.933107;;
2.475;-0.5128757;1.933121;;
2.476;-0.5128603;1.933125;;
2.4806197;;;0.45813126983364;0.15271042327788
2.473;-0.5132947;1.933006;;
2.474;-0.5129282;1.933107;;
2.475;-0.5128757;1.933121;;
2.476;-0.5128603;1.933125;;
2.496;-0.4792761;1.941725;;
2.496;-0.4792761;1.941725;;
2.497;-0.4792761;1.941725;;
2.517;-0.444086;1.95007;;
2.518;-0.4437348;1.950153;;
2.519;-0.4436625;1.95017;;
2.519;-0.4436503;1.950173;;
2.52;-0.4436452;1.950174;;
2.539;-0.4114416;1.957218;;
2.54;-0.4111464;1.957282;;
2.54;-0.4111323;1.957285;;
2.564;-0.3939284;1.960819;;
2.565;-0.3936865;1.960868;;
2.566;-0.3933799;1.960931;;
2.567;-0.3755262;1.964429;;
2.567;-0.3755262;1.964429;;
2.588;-0.3389495;1.971069;;
2.588;-0.3389495;1.971069;;
2.589;-0.3389495;1.971069;;
2.591;-0.3286065;1.972808;;
2.608;-0.3088559;1.976001;;
2.609;-0.3076883;1.97619;;
2.61;-0.3076883;1.97619;;
2.611;-0.3076883;1.97619;;
2.632;-0.2727697;1.981308;;
2.633;-0.2725543;1.98134;;
2.633;-0.2725442;1.981341;;
2.634;-0.2723805;1.981365;;
2.653;-0.2378229;1.985806;;
2.654;-0.2374353;1.985855;;
2.655;-0.2373792;1.985863;;
2.675;-0.2039495;1.98957;;
2.676;-0.2035928;1.98961;;
2.698;-0.1688509;1.992856;;
2.699;-0.1684546;1.992893;;
2.699;-0.1684546;1.992893;;
2.7;-0.1684546;1.992893;;
2.72;-0.1514456;1.994258;;
2.72;-0.1329912;1.995573;;
2.729;-0.1329912;1.995573;;
2.742;-0.08821468;1.998044;;
2.743;-0.08759489;1.998078;;
2.743;-0.08732111;1.998093;;
2.744;-0.08732111;1.998093;;
2.764;-0.06345524;1.998993;;
2.765;-0.06345524;1.998993;;
2.7814219;;;0.967690624234147;0.475273964689262
2.786;-0.0290567;1.999782;;
2.787;-0.0285203;1.999794;;
2.788;-0.02833304;1.999798;;
2.789;-0.02825966;1.9998;;
2.808;0.006787274;1.999984;;
2.808;0.007256003;1.999987;;
2.809;0.007256003;1.999987;;
2.829;0.04110105;1.999574;;
2.83;0.04141954;1.99957;;
2.831;0.04149562;1.999569;;
2.831;0.04150863;1.999569;;
2.85;0.0763433;1.998538;;
2.851;0.0767241;1.998527;;
2.852;0.07677853;1.998526;;
2.853;0.07679084;1.998525;;
2.872;0.09443573;1.997768;;
