linearCube4Timestamp;linearCube4XPos;linearCube4YPos;linearCube4newCorr;linearCube4smoothCorr
0;;;0;0
0.3724923;;;0;0
0.6783075;;;0;0
0.9796885;;;0;0
1.2809907;;;0;0
1.5827948;;;0;0
1.8845993;;;0;0
2.1864031;;;0;0
2.227;2.899524;-1.4;;
2.228;2.899524;-1.4;;
2.229;2.899524;-1.4;;
2.247;2.859263;-1.4;;
2.248;2.859263;-1.4;;
2.249;2.859263;-1.4;;
2.268;2.818981;-1.4;;
2.269;2.81854;-1.4;;
2.27;2.818478;-1.4;;
2.291;2.779387;-1.4;;
2.292;2.778919;-1.4;;
2.293;2.778919;-1.4;;
2.313;2.738724;-1.4;;
2.314;2.738724;-1.4;;
2.314;2.738724;-1.4;;
2.315;2.738724;-1.4;;
2.316;2.738724;-1.4;;
2.335;2.698651;-1.4;;
2.336;2.698651;-1.4;;
2.337;2.698651;-1.4;;
2.337;2.698651;-1.4;;
2.357;2.658875;-1.4;;
2.357;2.658875;-1.4;;
2.358;2.658875;-1.4;;
2.359;2.658875;-1.4;;
2.378;2.619053;-1.4;;
2.379;2.618624;-1.4;;
2.38;2.618557;-1.4;;
2.38;2.618532;-1.4;;
2.4;2.578306;-1.4;;
2.401;2.578306;-1.4;;
2.41;2.559054;-1.4;;
2.411;2.558502;-1.4;;
2.422;2.537719;-1.4;;
2.423;2.537719;-1.4;;
2.423;2.537719;-1.4;;
2.424;2.537719;-1.4;;
2.444;2.498301;-1.4;;
2.445;2.497917;-1.4;;
2.445;2.497851;-1.4;;
2.466;2.458718;-1.4;;
2.467;2.458194;-1.4;;
2.468;2.457878;-1.4;;
2.468;2.457824;-1.4;;
2.47;2.45779;-1.4;;
2.4877064;;;-0.230582727881498;-0.0768609092938327
2.489;2.416943;-1.4;;
2.489;2.416943;-1.4;;
2.49;2.416943;-1.4;;
2.51;2.378258;-1.4;;
2.511;2.377572;-1.4;;
2.513;2.377301;-1.4;;
2.513;2.377301;-1.4;;
2.533;2.3379;-1.4;;
2.534;2.337092;-1.4;;
2.535;2.336939;-1.4;;
2.536;2.336911;-1.4;;
2.537;2.336906;-1.4;;
2.555;2.297554;-1.4;;
2.556;2.29701;-1.4;;
2.557;2.29701;-1.4;;
2.577;2.257481;-1.4;;
2.578;2.256847;-1.4;;
2.579;2.256569;-1.4;;
2.58;2.256527;-1.4;;
2.58;2.256511;-1.4;;
2.6;2.215923;-1.4;;
2.601;2.215923;-1.4;;
2.602;2.215923;-1.4;;
2.622;2.176234;-1.4;;
2.622;2.175955;-1.4;;
2.624;2.175732;-1.4;;
2.624;2.175732;-1.4;;
2.625;2.175732;-1.4;;
2.644;2.155613;-1.4;;
2.645;2.14009;-1.4;;
