timestamp;radius;size;depth
5.2018322;0.5;0.65;6
57.1848186;2.5;0.65;6
59.1470359;0.5;0.65;16
61.3142992;0.5;0.9;16
63.994426;1.5;0.9;6
65.8934762;2.5;0.65;2
68.5430215;1.5;0.65;2
70.9078191;2.5;0.9;2
73.0084135;1.5;0.3;6
75.0413205;2.5;0.3;6
77.4326787;0.5;0.9;2
79.8889655;1.5;0.65;6
82.8052204;1.5;0.9;2
85.2326753;0.5;0.3;16
87.7082582;0.5;0.9;6
90.8039902;0.5;0.3;6
93.3266988;1.5;0.3;2
95.7616735;1.5;0.65;16
97.9850863;0.5;0.3;2
100.3187922;2.5;0.65;16
102.8214472;0.5;0.65;2
104.9766785;2.5;0.3;2
107.4678025;2.5;0.9;6
109.9022768;2.5;0.9;16
112.0805774;2.5;0.3;16
114.5386133;1.5;0.9;16
116.9625594;1.5;0.3;16
