Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
54.0345812;7.8453592;3;3;True;0.5710434;30;10.22123;7.42151;18.75414;0;1;1;20;0.5;300;900;0.08
60.3130713;14.1238493;2;2;True;0.6859992;30;8.965914;6.965229;18.75414;0;1;1;20;0.5;300;900;0.08
68.963907;22.774685;8;8;True;0.9403589;45;9.472113;7.644616;17.67743;0;1;1;20;0.5;300;900;0.08
74.8014327;28.6122107;6;6;True;0.8015583;45;8.855883;7.003945;17.67744;0;1;1;20;0.5;300;900;0.08
91.8356294;6.7990368;6;6;True;0.9801593;45;9.263478;7.461471;17.67744;0;1;1;18;0.5;300;900;0.08
100.4771393;15.4405467;5;5;True;0.6557692;30;9.430965;7.521682;18.75414;0;1;1;17;0.5;300;900;0.08
104.1218081;19.0852155;8;8;True;0.8252681;45;8.852261;6.995308;17.67744;0;1;1;16;0.5;300;900;0.08
110.8466023;25.8100097;5;5;True;0.7231255;30;10.10365;7.730015;18.75414;0;1;1;16;0.5;300;900;0.08
122.141763;6.7233272;7;7;True;0.8055434;45;9.117166;7.364715;17.67744;0;1;1;15;0.5;300;900;0.08
126.1047761;10.6863403;6;6;True;0.9793887;45;9.452814;6.96149;17.67744;0;1;1;15;0.5;300;900;0.08
132.9326211;17.5141853;2;2;True;0.5797792;30;9.055811;6.920822;18.75414;0;1;1;15;0.5;300;900;0.08
136.18985;20.7714142;9;9;True;0.9779502;45;9.377063;7.494156;17.67744;0;1;1;15;0.5;300;900;0.08
146.6579847;4.5995668;7;7;True;0.7113256;45;9.318693;7.483437;17.67744;0;1;1;14;0.5;300;900;0.08
151.5915895;9.5331716;2;2;True;0.8536381;30;10.3302;7.372571;18.75414;0;1;1;14;0.5;300;900;0.08
156.1978092;14.1393913;0;0;True;0.5223035;45;8.882418;7.187549;17.67744;0;1;1;14;0.5;300;900;0.08
159.2002739;17.141856;2;2;True;0.5978216;30;9.981226;7.494219;18.75414;0;1;1;14;0.5;300;900;0.08
168.8609352;4.4187217;8;8;True;0.9102002;45;9.141371;7.384386;17.67744;0;1;1;13;0.5;300;900;0.08
174.965639;10.5234255;3;3;True;0.6282855;30;10.34032;7.153739;18.75414;0;1;1;13;0.5;300;900;0.08
178.2704064;13.8281929;6;6;True;0.9330339;45;8.762121;6.966389;17.67744;0;1;1;13;0.5;300;900;0.08
181.2037679;16.7615544;8;8;True;0.9464778;45;9.447661;7.712777;17.67745;0;1;1;13;0.5;300;900;0.08
189.4435783;2.8171802;5;5;True;0.568063;30;10.06702;7.48808;18.75414;0;1;1;12;0.5;300;900;0.08
193.6602834;7.0338853;5;5;True;0.9658872;30;10.32369;7.407691;18.75414;0;1;1;12;0.5;300;900;0.08
198.0053179;11.3789198;1;1;True;0.927718;30;10.28493;7.543145;18.75414;0;1;1;12;0.5;300;900;0.08
201.3314682;14.7050701;0;0;True;0.7595861;45;9.46158;6.991205;17.67745;0;1;1;12;0.5;300;900;0.08
212.4799155;5.6585106;4;4;True;0.7823333;30;10.29458;7.319762;18.75414;0;1;1;11;0.5;300;900;0.08
215.7907073;8.9693024;2;2;True;0.6558164;30;8.99544;6.990279;18.75414;0;1;1;11;0.5;300;900;0.08
220.189898;13.3684931;3;3;True;0.8771679;30;9.543448;7.383885;18.75414;0;1;1;11;0.5;300;900;0.08
224.7359082;17.9145033;5;5;True;0.5842483;30;9.792525;7.470833;18.75414;0;1;1;11;0.5;300;900;0.08
232.2296799;2.7558369;8;8;True;0.7968068;45;8.886566;7.069912;17.67744;0;1;1;10;0.5;300;900;0.08
234.9454018;5.4715588;7;7;True;0.8815097;45;9.398585;7.493033;17.67744;0;1;1;10;0.5;300;900;0.08
236.4403857;6.9665427;7;7;True;0.5809969;45;9.460659;6.908781;17.67744;0;1;1;10;0.5;300;900;0.08
239.5464116;10.0725686;0;0;True;0.6555046;45;9.477749;7.385775;17.67743;0;1;1;10;0.5;300;900;0.08
252.3586753;6.978994;1;1;True;0.7280721;30;9.621968;7.417889;18.75414;0;1;1;9;0.5;300;900;0.08
255.5306208;10.1509395;6;6;True;0.8884689;45;9.477892;7.602427;17.67744;0;1;1;9;0.5;300;900;0.08
257.9311771;12.5514958;4;6;False;0.5223183;45;8.782276;6.990164;17.67744;13.68358;0.9938102;0.9994278;9;0.5;300;900;0.08
261.0459688;15.6662875;6;1;False;0.5822487;30;9.190613;7.264974;18.75414;26.03625;0.9999778;-0.9993738;9;0.5;300;900;0.08
273.8829669;3.3308656;7;7;True;0.6999996;45;9.008488;7.255198;17.67744;0;1;1;10;0.5;300;900;0.08
276.8197761;6.2676748;0;0;True;0.9401358;45;8.761866;6.977714;17.67745;0;1;1;10;0.5;300;900;0.08
279.9260362;9.3739349;9;9;True;0.9609647;45;9.295897;7.475496;17.67744;0;1;1;10;0.5;300;900;0.08
288.528651;17.9765497;1;1;True;0.5284331;30;9.699436;7.445415;18.75414;0;1;1;10;0.5;300;900;0.08
